id,company_name,website,phone,city,niche,google_maps_url,google_rating,google_review_count
7d66459a-d824-45d3-b147-8a58a30a8e14,Kerlo Chauffage,http://www.kerlo-chauffage.com/,0662797693,,chauffagiste,https://www.google.com/maps/place/Kerlo+Chauffage/data=!4m7!3m6!1s0x48105f022e5d4929:0x32510b5eb7448087!8m2!3d48.0893549!4d-3.0784349!16s%2Fg%2F11dxkdfcnz!19sChIJKUldLgJfEEgRh4BEt14LUTI?authuser=0&hl=fr&rclk=1,4.8,4
2212538b-fe82-4193-8195-7a6bbf41124b,ECP 56,https://ecp-56.fr/,0781678947,,chauffagiste,https://www.google.com/maps/place/ECP+56/data=!4m7!3m6!1s0x44afc6a65cc670b9:0xeb4d5e0d3ffc67bc!8m2!3d47.7444038!4d-2.8851227!16s%2Fg%2F11vssw4cwg!19sChIJuXDGXKbGr0QRvGf8Pw1eTes?authuser=0&hl=fr&rclk=1,5.0,9
27163927-c2f3-4e5b-a83e-205fa7c1cb81,PISC’IN BOX,https://www.piscinbox.fr/,0611152398,,pisciniste,https://www.google.com/maps/place/PISC%E2%80%99IN+BOX/data=!4m7!3m6!1s0x12b0134ea0aeea6f:0x68c49b8ea88c2f9a!8m2!3d42.6796076!4d2.7630485!16s%2Fg%2F11w4nzqlfj!19sChIJb-quoE4TsBIRmi-MqI6bxGg?authuser=0&hl=fr&rclk=1,5.0,22
3a1efedc-c1e6-4d0b-974c-2c5d9c8388ac,"Piscines de France - Landes et Pays Basque (40,64) - Construction de piscines",https://www.piscines-de-france.fr/,0558911500,,pisciniste,"https://www.google.com/maps/place/Piscines+de+France+-+Landes+et+Pays+Basque+%2840,64%29+-+Construction+de+piscines/data=!4m7!3m6!1s0xd56a8bce720a355:0x96c55e2117b758bc!8m2!3d43.7250882!4d-1.0689371!16s%2Fg%2F119tjs1dx!19sChIJVaMg57yoVg0RvFi3FyFexZY?authuser=0&hl=fr&rclk=1",4.7,110
49298e5f-a9c0-41f6-b8bf-ea7671575331,RED Energy Chaudière - Pompe à chaleur - Climatisation - RGE Qualipac - MaPrimeRenov - -,https://www.red-energy.fr/,0442431048,,chauffagiste,https://www.google.com/maps/place/RED+Energy+Chaudi%C3%A8re+-+Pompe+%C3%A0+chaleur+-+Climatisation+-+RGE+Qualipac+-+MaPrimeRenov+-+-/data=!4m7!3m6!1s0x12b61fd76e05a519:0x27bf3e1ba545dceb!8m2!3d43.4019028!4d5.0566551!16s%2Fg%2F11fsmw2lvf!19sChIJGaUFbtcfthIR69xFpRs-vyc?authuser=0&hl=fr&rclk=1,4.4,159
8fb37074-8491-48dd-97b9-2159efdb6283,Breizh plomberie depannage,,0767388537,,chauffagiste,https://www.google.com/maps/place/Breizh+plomberie+depannage/data=!4m7!3m6!1s0x28cb64deba2f5709:0x3413c458a9ae084b!8m2!3d47.7454986!4d-3.3958271!16s%2Fg%2F11wjkh03yr!19sChIJCVcvut5kyygRSwiuqVjEEzQ?authuser=0&hl=fr&rclk=1,4.5,8
05aa8fb2-2295-4614-b8ce-1647207ab3bf,PLANDA Architectes Reims D.P.L.G,http://www.instagram.com/planda.architectes,0326052450,Reims,bardage,https://www.google.com/maps/place/PLANDA+Architectes+Reims+D.P.L.G/data=!4m7!3m6!1s0x47e97504e1fdfb97:0x1d7a60d442df96be!8m2!3d49.2530727!4d4.0253365!16s%2Fg%2F124stvsrr!19sChIJl_v94QR16UcRvpbfQtRgeh0?authuser=0&hl=fr&rclk=1,5.0,12
87ee9e9e-8c27-4b4c-adcb-fd7707bd64cf,Sb Plomberie,,0494127645,,chauffagiste,https://www.google.com/maps/place/Sb+Plomberie/data=!4m7!3m6!1s0x12c9239cb48cf2c7:0xa0616554cfa5aa6!8m2!3d43.1223623!4d6.141922!16s%2Fg%2F11gxn562md!19sChIJx_KMtJwjyRIRplr6TFUWBgo?authuser=0&hl=fr&rclk=1,4.7,10
1bd804e7-98c3-4463-a6b1-f6b2c8ff0c18,Aquastyles,http://www.aquastyles.fr/,0468275282,Narbonne,pisciniste,https://www.google.com/maps/place/Aquastyles/data=!4m7!3m6!1s0x12b1ca15058dde4d:0x289b471112ddefa3!8m2!3d43.2023706!4d2.7791815!16s%2Fg%2F1tt5p3w1!19sChIJTd6NBRXKsRIRo-_dEhFHmyg?authuser=0&hl=fr&rclk=1,4.5,85
441994ac-391c-4501-aa34-94203f68b11b,Daniel Moquet signe vos clôtures - Ent. Huet Clôtures,https://www.moquet-clotures.com/,0383229924,,cloture,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+cl%C3%B4tures+-+Ent.+Huet+Cl%C3%B4tures/data=!4m7!3m6!1s0x47949fbb3babd667:0x21e9d0e144bfaaa4!8m2!3d48.6222013!4d6.1727765!16s%2Fg%2F11x8tbhc5s!19sChIJZ9arO7uflEcRpKq_ROHQ6SE?authuser=0&hl=fr&rclk=1,5.0,3
cc585234-a61c-4be6-bc7b-202f369f8da7,GM Élagage,https://www.elagage-nancy.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,0662900739,,paysagiste,https://www.google.com/maps/place/GM+%C3%89lagage/data=!4m7!3m6!1s0x47949b67253b579b:0x67dd700f5de772bc!8m2!3d48.6717314!4d6.2133676!16s%2Fg%2F11qb06bxzz!19sChIJm1c7JWeblEcRvHLnXQ9w3Wc?authuser=0&hl=fr&rclk=1,4.8,23
4fa6196b-15a2-4743-ba1c-f4c8b28ce3fe,Chris Plomberie,,0628480563,,chauffagiste,https://www.google.com/maps/place/Chris+Plomberie/data=!4m7!3m6!1s0x12c923a3d7f07c07:0xe0b76d908d1bcc82!8m2!3d43.1222091!4d6.116708!16s%2Fg%2F11ddznv4k5!19sChIJB3zw16MjyRIRgswbjZBtt-A?authuser=0&hl=fr&rclk=1,4.9,94
58fee347-0688-472f-b138-fffd8ad45fa7,Crystal Froid Climatisation,http://www.crystal-froid.fr/,0494387421,,chauffagiste,https://www.google.com/maps/place/Crystal+Froid+Climatisation/data=!4m7!3m6!1s0x12c9225eb517df6d:0xc2a4068ee1f808e4!8m2!3d43.1250335!4d6.094376!16s%2Fg%2F11g65f_l8t!19sChIJbd8XtV4iyRIR5Aj44Y4GpMI?authuser=0&hl=fr&rclk=1,4.8,67
29d4da66-aa6d-4f0a-bac7-0dd470223ebf,La société hyèroise de plomberie,,0611788647,,chauffagiste,https://www.google.com/maps/place/La+soci%C3%A9t%C3%A9+hy%C3%A8roise+de+plomberie/data=!4m7!3m6!1s0x41b252aeb688ea6d:0xd50731e729ff9461!8m2!3d43.0985368!4d6.206071!16s%2Fg%2F11vlgqmhbj!19sChIJbeqItq5SskERYZT_KecxB9U?authuser=0&hl=fr&rclk=1,4.7,15
e7d38979-a378-4feb-bbbe-6882eafc05e0,MCP Plomberie - Artisan Plombier,https://www.mcp-plomberie.fr/,0678949653,,chauffagiste,https://www.google.com/maps/place/MCP+Plomberie+-+Artisan+Plombier/data=!4m7!3m6!1s0x12c93de091fb75e9:0xaf89efc9714de3dd!8m2!3d43.3954555!4d6.294747!16s%2Fg%2F11jgtvstws!19sChIJ6XX7keA9yRIR3eNNccnvia8?authuser=0&hl=fr&rclk=1,5.0,60
1d6d6667-56b9-4a10-8fe3-fdbfd288b469,Pacific Transports Paca,http://www.ptpaca.fr/,0623273781,,chauffagiste,https://www.google.com/maps/place/Pacific+Transports+Paca/data=!4m7!3m6!1s0x12c923b7bb06b2e1:0xf398e51bb547b889!8m2!3d43.1095102!4d6.118951!16s%2Fg%2F11gb3ttftl!19sChIJ4bIGu7cjyRIRibhHtRvlmPM?authuser=0&hl=fr&rclk=1,4.9,69
72933186-d144-4cfc-8a7b-3544a6588bb8,Giannetti La Petite Venise,https://www.miroiterie-lapetitevenise.fr/,0494574320,,bardage,https://www.google.com/maps/place/Giannetti+La+Petite+Venise/data=!4m7!3m6!1s0x12c923b503e87f57:0x1959a804e83cbd2f!8m2!3d43.1107688!4d6.1124829!16s%2Fg%2F1v8syq9n!19sChIJV3_oA7UjyRIRL7086ASoWRk?authuser=0&hl=fr&rclk=1,4.6,39
b7513148-7c0e-4319-ab4f-893cc32b8582,Piscines Ibiza Perpignan Nord - Projets Piscine,https://www.piscines-ibiza.com/nos-piscinistes/pisciniste-perpignan-thuir-le-boulou-ceret-rivesaltes/,0468520232,Perpignan,pisciniste,https://www.google.com/maps/place/Piscines+Ibiza+Perpignan+Nord+-+Projets+Piscine/data=!4m7!3m6!1s0x12b0694d6c7a25ed:0x3f8fcb2b6744521c!8m2!3d42.7574274!4d2.8965492!16s%2Fg%2F11h6gvk30b!19sChIJ7SV6bE1psBIRHFJEZyvLjz8?authuser=0&hl=fr&rclk=1,4.5,64
4b7e26ad-a388-435b-8f2e-50783621148d,AC Services et Énergies Chauffage - Climatisation - Plomberie Martigues,https://www.ac-services-energies.com/,0618184645,Martigues,chauffagiste,https://www.google.com/maps/place/AC+Services+et+%C3%89nergies+Chauffage+-+Climatisation+-+Plomberie+Martigues/data=!4m7!3m6!1s0x12c9e1279f967f2b:0xf87a684b374c8f2c!8m2!3d43.3904257!4d5.139717!16s%2Fg%2F11vf8rkhmq!19sChIJK3-WnyfhyRIRLI9MN0toevg?authuser=0&hl=fr&rclk=1,5.0,25
8b54b4a1-6397-4be2-ad03-4c5472abff14,ARTISAN DU FLUX – Plomberie Chauffage Climatisation,http://artisanduflux.fr/,0629141552,,chauffagiste,https://www.google.com/maps/place/ARTISAN+DU+FLUX+%E2%80%93+Plomberie+Chauffage+Climatisation/data=!4m7!3m6!1s0x2b7ef654879c6c91:0x992760405dc589e7!8m2!3d43.4022239!4d5.1283668!16s%2Fg%2F11mlz5hvnp!19sChIJkWych1T2fisR54nFXUBgJ5k?authuser=0&hl=fr&rclk=1,5.0,21
b13bb412-6de4-45dc-b009-c84b1eb3585d,Energie Pajon Confort - Climatisation à Tours nord,http://www.e-p-c-37.com/,0246678832,Tours,chauffagiste,https://www.google.com/maps/place/Energie+Pajon+Confort+-+Climatisation+%C3%A0+Tours+nord/data=!4m7!3m6!1s0x47e32b3565dcd6b5:0x9d057f11f55649a8!8m2!3d47.4586465!4d0.7113534!16s%2Fg%2F11fn7lc70x!19sChIJtdbcZTUr40cRqElW9RF_BZ0?authuser=0&hl=fr&rclk=1,4.7,44
b4833183-3a78-4a1d-9c7f-d4ab2a326385,Bertiau Paysage,http://www.bertiau-paysage.com/,0240248125,,paysagiste,https://www.google.com/maps/place/Bertiau+Paysage/data=!4m7!3m6!1s0x48055c72dfdc5d39:0xf7e7487efc905efc!8m2!3d47.3249965!4d-2.3797599!16s%2Fg%2F1thcm49h!19sChIJOV3c33JcBUgR_F6Q_H5I5_c?authuser=0&hl=fr&rclk=1,4.7,22
307cfeab-6a7a-475c-9169-495cec34916e,SONEPAR CLIMATE SOLUTIONS MARTIGUES : Distributeur de pompes à chaleur,https://climate.sonepar.fr/,0486570925,Martigues,chauffagiste,https://www.google.com/maps/place/SONEPAR+CLIMATE+SOLUTIONS+MARTIGUES+:+Distributeur+de+pompes+%C3%A0+chaleur/data=!4m7!3m6!1s0x12b61f36e685978f:0x78e0dc20a4915f2e!8m2!3d43.3986952!4d5.0389443!16s%2Fg%2F11gl289yrl!19sChIJj5eF5jYfthIRLl-RpCDc4Hg?authuser=0&hl=fr&rclk=1,4.5,15
44226247-8f4c-4dfe-ae34-5e496fbe9419,ELEP,http://www.ecoleauplomberie.fr/,0781416163,,chauffagiste,https://www.google.com/maps/place/ELEP/data=!4m7!3m6!1s0x47e6731b4044b9bb:0xc0b45cd3f17318cc!8m2!3d48.7955511!4d2.4256092!16s%2Fg%2F11f324pwk4!19sChIJu7lEQBtz5kcRzBhz8dNctMA?authuser=0&hl=fr&rclk=1,4.6,20
3894ba1d-653e-4040-9fe4-4d6c30e075a0,RENNES PISCINES,http://www.rennespiscines.fr/,0651814049,Rennes,pisciniste,,5.0,25
fdf1472e-0cf2-4d65-a48b-7e6a11bd41e2,Ker Jardin,http://www.kerjardin.com/,0297369193,,paysagiste,https://www.google.com/maps/place/Ker+Jardin/data=!4m7!3m6!1s0x4810452590ac47ab:0x53f876841df0e773!8m2!3d47.7790015!4d-3.3334342!16s%2Fg%2F1tfllv6b!19sChIJq0eskCVFEEgRc-fwHYR2-FM?authuser=0&hl=fr&rclk=1,4.9,44
ad58f3c4-b54d-494f-a05f-f530bf2f5cc5,Ker'Bomat Paysagiste - piscine- spa- spa de nage - entretien,http://www.groupekerbomat.fr/,0256548207,,pisciniste,https://www.google.com/maps/place/Ker%27Bomat+Paysagiste+-+piscine-+spa-+spa+de+nage+-+entretien/data=!4m7!3m6!1s0x48106908b3612c9f:0xd96635b16cac526f!8m2!3d47.6759742!4d-3.1969836!16s%2Fg%2F11btn18prh!19sChIJnyxhswhpEEgRb1KsbLE1Ztk?authuser=0&hl=fr&rclk=1,4.6,67
b596c9e8-64b9-4751-8a06-6da21eff00e0,RPC SAINT NAZAIRE,https://www.rpc-plomberie.com/,0240660227,Saint-Nazaire,chauffagiste,https://www.google.com/maps/place/RPC+SAINT+NAZAIRE/data=!4m7!3m6!1s0x4805672ca8732d21:0xbfaede4a8e25be28!8m2!3d47.2827454!4d-2.2557643!16s%2Fg%2F11yqqrw12k!19sChIJIS1zqCxnBUgRKL4ljkrerr8?authuser=0&hl=fr&rclk=1,5.0,3
64b4d793-6a31-49e2-9dce-55496296ca61,SARL Prodhomme - Pompe à chaleur - QuapiPAC - RGE,https://plombier-saint-brieuc.fr/?utm_source=gmb,0630383548,,chauffagiste,https://www.google.com/maps/place/SARL+Prodhomme+-+Pompe+%C3%A0+chaleur+-+QuapiPAC+-+RGE/data=!4m7!3m6!1s0x480e1ccc12052833:0x83a2b1a938209cb7!8m2!3d48.4826355!4d-2.7557116!16s%2Fg%2F11f40l3lf1!19sChIJMygFEswcDkgRt5wgOKmxooM?authuser=0&hl=fr&rclk=1,4.9,81
ce3b3975-d21c-4125-8787-2ef80b82c32f,KOZÉO CHALON-SUR-SAÔNE | Confort & Énergie | Climatisation - Pompe à chaleur - Panneaux solaires,https://kozeo.fr/?utm_source=gmb&utm_medium=organic,0385947502,Chalon-sur-Saône,chauffagiste,https://www.google.com/maps/place/KOZ%C3%89O+CHALON-SUR-SA%C3%94NE+%7C+Confort+%26+%C3%89nergie+%7C+Climatisation+-+Pompe+%C3%A0+chaleur+-+Panneaux+solaires/data=!4m7!3m6!1s0x47f2fd0df106f39d:0x558b1376cc45edf0!8m2!3d46.763404!4d4.8440009!16s%2Fg%2F11lty7jqsh!19sChIJnfMG8Q398kcR8O1FzHYTi1U?authuser=0&hl=fr&rclk=1,5.0,56
38fb9702-031c-4294-ab8e-8165a308573a,Sarl Lebaillif Couverture,https://lebaillif-couverture.fr/,0235531779,,bardage,https://www.google.com/maps/place/Sarl+Lebaillif+Couverture/data=!4m7!3m6!1s0x47e02fc851302883:0x626012587a214562!8m2!3d49.4945951!4d0.1559964!16s%2Fg%2F1tkn_1xw!19sChIJgygwUcgv4EcRYkUhelgSYGI?authuser=0&hl=fr&rclk=1,4.8,207
2e6628e7-e011-4cdd-99d0-ec6c3d91084b,Les piscines du Somail - Rénovation - Fuites - Narbonne Aude,http://www.lespiscinesdusomail.fr/,0966950042,Narbonne,pisciniste,https://www.google.com/maps/place/Les+piscines+du+Somail+-+R%C3%A9novation+-+Fuites+-+Narbonne+Aude/data=!4m7!3m6!1s0x12b1ac5db5b97b75:0xfd3f3c10a8501f91!8m2!3d43.2481346!4d2.9185095!16s%2Fg%2F11z9l6r00!19sChIJdXu5tV2ssRIRkR9QqBA8P_0?authuser=0&hl=fr&rclk=1,4.7,166
6b05dba0-48e8-4cb1-a269-c86091299daf,Puchala Paysage,http://www.puchala-paysage.com/,0635424162,,paysagiste,https://www.google.com/maps/place/Puchala+Paysage/data=!4m7!3m6!1s0x12c92383fb1eec09:0x8382bb5d2ea609a5!8m2!3d43.1216918!4d6.1469028!16s%2Fg%2F11b6dppmq_!19sChIJCewe-4MjyRIRpQmmLl27goM?authuser=0&hl=fr&rclk=1,5.0,10
9fc467de-4850-4712-9804-ff698b24651c,EB Côte D'Or Rénovation,https://cotedorrenovation.wixsite.com/accueil,0610852300,,bardage,https://www.google.com/maps/place/EB+C%C3%B4te+D%27Or+R%C3%A9novation/data=!4m7!3m6!1s0x47f29d42c979b823:0x58e8f9b677377594!8m2!3d47.4655671!4d4.7919769!16s%2Fg%2F11rj65mfgc!19sChIJI7h5yUKd8kcRlHU3d7b56Fg?authuser=0&hl=fr&rclk=1,5.0,140
0995baf4-0464-4e2e-a0fb-f68f571146f6,Pack Ecologie,https://packecologie.fr/,0189713542,,chauffagiste,https://www.google.com/maps/place/Pack+Ecologie/data=!4m7!3m6!1s0x218790f7917cda81:0x38060b2c9a129e8!8m2!3d48.897433!4d2.40494!16s%2Fg%2F11y2dyjg8y!19sChIJgdp8kfeQhyER6CmhybJggAM?authuser=0&hl=fr&rclk=1,4.6,88
60b6603b-34b2-4589-8651-59afbcef5cb1,21 Toitures,https://www.21toitures.com/,0380397720,,bardage,https://www.google.com/maps/place/21+Toitures/data=!4m7!3m6!1s0x47f29de409308021:0xdc2aba2351f9bc2e!8m2!3d47.305444!4d5.024378!16s%2Fg%2F1v6wnnqp!19sChIJIYAwCeSd8kcRLrz5USO6Ktw?authuser=0&hl=fr&rclk=1,4.9,124
8a4ab0d8-22bc-4127-8c89-522636b6b60c,Vincennes Plombier & Chauffagiste,https://www.plombier-chauffagiste-vincennes.fr/,0749301330,Vincennes,chauffagiste,https://www.google.com/maps/place/Vincennes+Plombier+%26+Chauffagiste/data=!4m7!3m6!1s0x47e673ce9f37b8ab:0x63acf5fad8ff4331!8m2!3d48.8488358!4d2.4426969!16s%2Fg%2F11y6ks5m4l!19sChIJq7g3n85z5kcRMUP_2Pr1rGM?authuser=0&hl=fr&rclk=1,4.7,21
745daec3-4803-4429-8f7a-b414161e3d67,Iceberg St-Brieuc,https://www.poele-iceberg.com/,0222461180,,chauffagiste,https://www.google.com/maps/place/Iceberg+St-Brieuc/data=!4m7!3m6!1s0x480e1cf73dac62e3:0x6a6bf1907a99f76!8m2!3d48.4902182!4d-2.7247245!16s%2Fg%2F11clzqpdpv!19sChIJ42KsPfccDkgRdp-pBxm_pgY?authuser=0&hl=fr&rclk=1,4.9,877
74ce169d-2e99-435f-b5c4-c3bdba6c3638,Dupasquier & Bloino,https://www.dupasquier-bloino.fr/,0388974939,,bardage,https://www.google.com/maps/place/Dupasquier+%26+Bloino/data=!4m7!3m6!1s0x4796b92f477d6a57:0x8002505ccf0c6d53!8m2!3d48.6741374!4d7.7235928!16s%2Fg%2F11btmbnxcc!19sChIJV2p9Ry-5lkcRU20Mz1xQAoA?authuser=0&hl=fr&rclk=1,4.7,12
3b25a349-5da2-40c8-b64e-4e83f1103154,Irripiscine by Irrijardin Poitiers,https://www.irripiscine.fr/magasins/poitiers,0549383780,Poitiers,pisciniste,https://www.google.com/maps/place/Irripiscine+by+Irrijardin+Poitiers/data=!4m7!3m6!1s0x47fdbf2aac8495e7:0x4ae9683ca3155b1b!8m2!3d46.602692!4d0.32724!16s%2Fg%2F11shx62msj!19sChIJ55WErCq__UcRG1sVozxo6Uo?authuser=0&hl=fr&rclk=1,5.0,33
9fe1ccd3-e06b-4c5c-b920-84a7335a2e50,Pool Side Expérience,https://pool-side.fr/,0671492390,,pisciniste,https://www.google.com/maps/place/Pool+Side+Exp%C3%A9rience/data=!4m7!3m6!1s0x12afcf9977f70f49:0x3165a4b3458bb9e8!8m2!3d43.0630144!4d2.2305481!16s%2Fg%2F11vjqxsdhl!19sChIJSQ_3d5nPrxIR6LmLRbOkZTE?authuser=0&hl=fr&rclk=1,5.0,6
9e8db127-a87b-4334-a9de-11126d3d3e38,TENDANCE JARDIN,http://tendance-jardinpaysage.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,0689692517,,paysagiste,https://www.google.com/maps/place/TENDANCE+JARDIN/data=!4m7!3m6!1s0x4810f55e7667983b:0xce56cb443f0dab5f!8m2!3d47.736547!4d-3.4267056!16s%2Fg%2F11f18f1gyz!19sChIJO5hndl71EEgRX6sNP0TLVs4?authuser=0&hl=fr&rclk=1,4.8,22
c0b1fa9d-dda7-4707-9092-3277091d8875,Ty Gwen Paysage,,0684459817,,paysagiste,https://www.google.com/maps/place/Ty+Gwen+Paysage/data=!4m7!3m6!1s0x481047100a91eb8f:0xa215596587f1e265!8m2!3d47.8616883!4d-3.0892047!16s%2Fg%2F11ltbnxv_3!19sChIJj-uRChBHEEgRZeLxh2VZFaI?authuser=0&hl=fr&rclk=1,5.0,9
5fba28b3-2886-4965-abde-b8a30328134b,Locmine Multi-services,,0297601624,,paysagiste,https://www.google.com/maps/place/Locmine+Multi-services/data=!4m7!3m6!1s0x48102f2c296c09c5:0x84dbee4e72b88d8e!8m2!3d47.8949396!4d-2.8383112!16s%2Fg%2F11btm2nf3f!19sChIJxQlsKSwvEEgRjo24ck7u24Q?authuser=0&hl=fr&rclk=1,4.7,7
1a9de0a1-0c52-4d6d-a554-53267ee9cb55,"La Plume des Jardins,Paysagiste conseil",http://www.laplumedesjardins.com/,0681793262,,paysagiste,"https://www.google.com/maps/place/La+Plume+des+Jardins,Paysagiste+conseil/data=!4m7!3m6!1s0x48172ab8a897904d:0x99debdffdddbcd7a!8m2!3d48.0563096!4d-3.9097098!16s%2Fg%2F11b745tpm4!19sChIJTZCXqLgqF0gRes3b3f-93pk?authuser=0&hl=fr&rclk=1",4.7,15
5a060e6d-de52-4018-ba7e-fec0f78a9772,CAPP Paysages (CKS CREATION & CKS SERVICE),http://www.capp-paysages.bzh/,0298561289,,paysagiste,https://www.google.com/maps/place/CAPP+Paysages+%28CKS+CREATION+%26+CKS+SERVICE%29/data=!4m7!3m6!1s0x4810d1116085dad9:0x425234abb794150!8m2!3d47.9120865!4d-4.0575558!16s%2Fg%2F1v6qh087!19sChIJ2dqFYBHREEgRUEF5u0ojJQQ?authuser=0&hl=fr&rclk=1,4.8,36
