niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_strict,confidence_score
bardage,SM Ravalement ( Façadier | Couvreur | Isolation ITE),https://www.google.com/maps/place/SM+Ravalement+%28+Fa%C3%A7adier+%7C+Couvreur+%7C+Isolation+ITE%29/data=!4m7!3m6!1s0x47e97564a962c269:0x88988b92efec05b!8m2!3d49.289892!4d4.016482!16s%2Fg%2F1tftqdxt!19sChIJacJiqWR16UcRW8D-LrmIiQg?authuser=0&hl=fr&rclk=1,4.2,49,Façadier,17 Avenue André Margot,,0326848790,https://www.google.com/aclk?sa=L&ai=DChsSEwjc_smtg76UAxWbfUECHc_dLpAYACICCAEQBhoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XGVGFzjcrSZq--5v5BGARzxiG6h9TlB7k6LnGZ_rvL0xgX_f6T8MFRoC1VAQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_17pXPx-dN8sRT-9CAQ1U2DQv0gqQ&adurl&q&ctype=99&nis=6,bardage,10
bardage,SMC bois,https://www.google.com/maps/place/SMC+bois/data=!4m7!3m6!1s0x47e9770c20d0d7d3:0x392042bf232d32d8!8m2!3d49.2392431!4d4.0946062!16s%2Fg%2F11rzbg5nwc!19sChIJ09fQIAx36UcR2DItI79CIDk?authuser=0&hl=fr&rclk=1,4.8,157,Couvreur,·,,0326500322,http://www.smcbois.com/,bardage,3
bardage,Iso Top Etanchéité,https://www.google.com/maps/place/Iso+Top+Etanch%C3%A9it%C3%A9/data=!4m7!3m6!1s0x47e9757c491af12d:0x88324d324835a864!8m2!3d49.2925719!4d4.0220728!16s%2Fg%2F1hc1wxk0t!19sChIJLfEaSXx16UcRZKg1SDJNMog?authuser=0&hl=fr&rclk=1,4.0,8,Entrepreneur spécialisé dans l'isolation,15 Rue Mgr Georges Béjot,,0326845070,http://isotop-etancheite.fr/,bardage,7
bardage,Soprema Entreprises,https://www.google.com/maps/place/Soprema+Entreprises/data=!4m7!3m6!1s0x47e976bd69d20d9d:0xd6b8e7b4bc8e3a44!8m2!3d49.2316739!4d4.0815157!16s%2Fg%2F11bzzgkqy3!19sChIJnQ3Sab126UcRRDqOvLTnuNY?authuser=0&hl=fr&rclk=1,4.5,4,Entreprise d'étanchéité,·,,0326879292,https://www.soprema-entreprises.fr/,bardage,6
bardage,entreprise de ravalement de façade et isolation extérieure,https://www.google.com/maps/place/entreprise+de+ravalement+de+fa%C3%A7ade+et+isolation+ext%C3%A9rieure/data=!4m7!3m6!1s0x47e975941a5b5c4f:0xcbef183af986b108!8m2!3d49.2367266!4d4.0356344!16s%2Fg%2F11fksrp2wn!19sChIJT1xbGpR16UcRCLGG-ToY78s?authuser=0&hl=fr&rclk=1,3.0,2,Façadier,119 Rue Ledru Rollin,,0661418533,,bardage,13
bardage,Sarabela,https://www.google.com/maps/place/Sarabela/data=!4m7!3m6!1s0x47e97521cfb262a7:0x594e4864dc68f7e5!8m2!3d49.2410148!4d4.0573482!16s%2Fg%2F11vssdkpqj!19sChIJp2KyzyF16UcR5fdo3GRITlk?authuser=0&hl=fr&rclk=1,5.0,7,Couvreur,19b Av. Henri Farman,,0634251078,http://www.sarabela.fr/?utm_source=gmb,bardage,3
bardage,SMC Façade,https://www.google.com/maps/place/SMC+Fa%C3%A7ade/data=!4m7!3m6!1s0x47e97708d9a2329b:0x38b93da487b1e1eb!8m2!3d49.2389168!4d4.0945978!16s%2Fg%2F11vrzj4sws!19sChIJmzKi2Qh36UcR6-Gxh6Q9uTg?authuser=0&hl=fr&rclk=1,5.0,38,Façadier,3 Rue du Chaperon,,0352740998,https://www.smcfacade.com/,bardage,6
bardage,Duman Etanche,https://www.google.com/maps/place/Duman+Etanche/data=!4m7!3m6!1s0x47e9751bc4bc1581:0x7e4d2b622fa074e1!8m2!3d49.2788691!4d4.0210235!16s%2Fg%2F11ptptc_03!19sChIJgRW8xBt16UcR4XSgL2IrTX4?authuser=0&hl=fr&rclk=1,5.0,1,Couvreur,17 Rue Pierre Laplace,,0767406909,,bardage,3
bardage,Aube Etanche,https://www.google.com/maps/place/Aube+Etanche/data=!4m7!3m6!1s0x47e9755aba2c7b17:0xa8af61a25c0d882a!8m2!3d49.2679594!4d3.995371!16s%2Fg%2F11llylqh9f!19sChIJF3ssulp16UcRKogNXKJhr6g?authuser=0&hl=fr&rclk=1,4.5,8,Couvreur,·,,0326823352,https://www.aube-etanche.fr/,bardage,3
bardage,SM Ravalement ( Façadier | Couvreur | Isolation ITE),https://www.google.com/maps/place/SM+Ravalement+%28+Fa%C3%A7adier+%7C+Couvreur+%7C+Isolation+ITE%29/data=!4m7!3m6!1s0x47e97564a962c269:0x88988b92efec05b!8m2!3d49.289892!4d4.016482!16s%2Fg%2F1tftqdxt!19sChIJacJiqWR16UcRW8D-LrmIiQg?authuser=0&hl=fr&rclk=1,4.2,50,Entrepreneur spécialisé dans l'isolation,·,,0326848790,https://smravalement.com/,bardage,10
bardage,Entreprise Wagner,https://www.google.com/maps/place/Entreprise+Wagner/data=!4m7!3m6!1s0x47e976da0506b1cf:0x82e3cdebaf802092!8m2!3d49.2215703!4d4.1080026!16s%2Fg%2F1tdzf9tr!19sChIJz7EGBdp26UcRkiCAr-vN44I?authuser=0&hl=fr&rclk=1,5.0,1,Couvreur,·,,0326045313,https://gayet.fr/groupe/wagner,bardage,3
bardage,BAT CONSEIL | Couverture Isolation,https://www.google.com/maps/place/BAT+CONSEIL+%7C+Couverture+Isolation/data=!4m7!3m6!1s0x47e9752c8658cc89:0xe99ecdb05a01e6d5!8m2!3d49.1935018!4d4.009853!16s%2Fg%2F1tf7f_9h!19sChIJicxYhix16UcR1eYBWrDNnuk?authuser=0&hl=fr&rclk=1,4.8,16,Entrepreneur spécialisé dans l'isolation,4 Rue des Verriats,,0326848869,http://www.bat-conseil.com/,bardage,4
bardage,Couvreur Reims Toiture,https://www.google.com/maps/place/Couvreur+Reims+Toiture/data=!4m7!3m6!1s0x47e97599cf98fe4b:0xbc811044ad4b6b3f!8m2!3d49.2560138!4d4.0274079!16s%2Fg%2F11nmrdkjgl!19sChIJS_6Yz5l16UcRP2tLrUQQgbw?authuser=0&hl=fr&rclk=1,5.0,8,Entrepreneur spécialisé dans l'isolation,52 Pl. Drouet d'Erlon,,0355405289,,bardage,7
bardage,Piat Loick,https://www.google.com/maps/place/Piat+Loick/data=!4m7!3m6!1s0x47e9746b68afcceb:0x161860ae46e1d00a!8m2!3d49.2294586!4d4.0424368!16s%2Fg%2F11b6d5zr_5!19sChIJ68yvaGt06UcRCtDhRq5gGBY?authuser=0&hl=fr&rclk=1,5.0,3,Couvreur,24 Rue Paul Broca,,0648156043,,bardage,3
bardage,SM Ravalement ( Façadier | Couvreur | Isolation ITE),https://www.google.com/maps/place/SM+Ravalement+%28+Fa%C3%A7adier+%7C+Couvreur+%7C+Isolation+ITE%29/data=!4m7!3m6!1s0x47e97564a962c269:0x88988b92efec05b!8m2!3d49.289892!4d4.016482!16s%2Fg%2F1tftqdxt!19sChIJacJiqWR16UcRW8D-LrmIiQg?authuser=0&hl=fr&rclk=1,4.2,49,Façadier,17 Avenue André Margot,,0326848790,https://www.google.com/aclk?sa=L&ai=DChsSEwjLi7C0g76UAxUwrmgJHVQxHL0YACICCAEQAhoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XGFj-mBfOUGd5qETIADl-UVEbWCgxlEztxgyoFsjV_XqpsIbVBrNrxoCqAEQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1M6qNBFAKKdQqhw48eGwx5bgPSoA&adurl&q&ctype=99&nis=6,bardage,10
bardage,Concept Façade,https://www.google.com/maps/place/Concept+Fa%C3%A7ade/data=!4m7!3m6!1s0x47e975f5aafdfa49:0x9962f1bde350bda2!8m2!3d49.2171142!4d4.0638471!16s%2Fg%2F11qmp59f80!19sChIJSfr9qvV16UcRor1Q473xYpk?authuser=0&hl=fr&rclk=1,5.0,7,Façadier,·,,0618837725,http://www.conceptfacade51.fr/,bardage,6
bardage,SD Couverture Reims,https://www.google.com/maps/place/SD+Couverture+Reims/data=!4m7!3m6!1s0x47e975898d100ed5:0xbca417ad3b6e4ca8!8m2!3d49.2342112!4d4.0682661!16s%2Fg%2F11rb9mdlzq!19sChIJ1Q4QjYl16UcRqExuO60XpLw?authuser=0&hl=fr&rclk=1,5.0,8,Couvreur,8 bis Rue Gabriel Voisin,,0776238373,https://www.sdcouverture51.fr/,bardage,6
bardage,Dumas couverture,https://www.google.com/maps/place/Dumas+couverture/data=!4m7!3m6!1s0x47e975069e0a7b3b:0xb3384c2445e66195!8m2!3d49.2190838!4d3.9900614!16s%2Fg%2F11jp1xbfpt!19sChIJO3sKngZ16UcRlWHmRSRMOLM?authuser=0&hl=fr&rclk=1,3.7,3,Entrepreneur spécialisé dans l'isolation,7 Rue Pierre Salmon,,0352741238,,bardage,4
bardage,Mila isolation Bardage,https://www.google.com/maps/place/Mila+isolation+Bardage/data=!4m7!3m6!1s0x8e117bd26190b07d:0x75a25890d8786fd6!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11yt7c06ws!19sChIJfbCQYdJ7EY4R1m942JBYonU?authuser=0&hl=fr&rclk=1,5.0,1,Entrepreneur spécialisé dans l'isolation,·,,0759316615,https://www.milarenov.online/,bardage,4
bardage,Car-Iso Facade,https://www.google.com/maps/place/Car-Iso+Facade/data=!4m7!3m6!1s0x47e974019aa760e1:0x4c94ebabc0fc9957!8m2!3d49.2307484!4d4.0793388!16s%2Fg%2F11c1szzzv6!19sChIJ4WCnmgF06UcRV5n8wKvrlEw?authuser=0&hl=fr&rclk=1,4.7,12,Façadier,·,,0326367149,http://car-isofacade.fr/,bardage,6
bardage,Mercelot Sudour,https://www.google.com/maps/place/Mercelot+Sudour/data=!4m7!3m6!1s0x47e9753b00395a8f:0xf84742567bca8a56!8m2!3d49.2685477!4d3.994532!16s%2Fg%2F1tj7dcmk!19sChIJj1o5ADt16UcRVorKe1ZCR_g?authuser=0&hl=fr&rclk=1,3.9,7,Couvreur,2 Rue de la Fossé Cochard,,0326090196,http://www.ms-artisan-couvreur-reims.fr/,bardage,3
bardage,C&E,https://www.google.com/maps/place/C%26E/data=!4m7!3m6!1s0x47e97400265e2d93:0xa11542946a204098!8m2!3d49.2143709!4d4.0628913!16s%2Fg%2F11f6dl_700!19sChIJky1eJgB06UcRmEAgapRCFaE?authuser=0&hl=fr&rclk=1,4.0,12,Couvreur,15 Rue des Rémouleurs,,0326863211,http://www.ce51.fr/,bardage,3
bardage,ATTILA Reims Est,https://www.google.com/maps/place/ATTILA+Reims+Est/data=!4m7!3m6!1s0x47e976bd2afa60d1:0xf7d9a178aecf4fd5!8m2!3d49.239049!4d4.091452!16s%2Fg%2F11fzf8pyct!19sChIJ0WD6Kr126UcR1U_Prnih2fc?authuser=0&hl=fr&rclk=1,4.6,10,Couvreur,·,,0352626263,http://www.attila.fr/nos-agences/attila-reims-est?utm_source=Google&utm_medium=MyBusiness,bardage,3
bardage,Top Etanche 51,https://www.google.com/maps/place/Top+Etanche+51/data=!4m7!3m6!1s0x47ebdfcf1f1e7c81:0x87ae01dff9d8fa29!8m2!3d49.2939948!4d4.1266809!16s%2Fg%2F11h2d_qnrs!19sChIJgXweH8_f60cRKfrY-d8Broc?authuser=0&hl=fr&rclk=1,5.0,6,Entreprise d'étanchéité,3 La Voie Carlat,,0633645600,https://topetanche51.fr/,bardage,6
bardage,Campi,https://www.google.com/maps/place/Campi/data=!4m7!3m6!1s0x47e99d3263bfa1c7:0x88df1c93d96f2ec6!8m2!3d49.3006271!4d4.1297342!16s%2Fg%2F11mh9rnw2h!19sChIJx6G_YzKd6UcRxi5v2ZMc34g?authuser=0&hl=fr&rclk=1,4.4,5,Couvreur,12 Rue des Moissons,,0326472609,https://www.campi-couverture.com/,bardage,3
bardage,AJM Couverture,https://www.google.com/maps/place/AJM+Couverture/data=!4m7!3m6!1s0x47e97532fddb85bf:0x722ab0693b54f36e!8m2!3d49.2688467!4d3.9816938!16s%2Fg%2F11g0hny_n2!19sChIJv4Xb_TJ16UcRbvNUO2mwKnI?authuser=0&hl=fr&rclk=1,4.5,2,Couvreur,1 Av. des Chenevières,,0326044153,http://www.ajmcouverture.fr/,bardage,6
bardage,Nova Facade,https://www.google.com/maps/place/Nova+Facade/data=!4m7!3m6!1s0x47e9758327014775:0x52a80a83a6f5b8e5!8m2!3d49.2543558!4d3.9857402!16s%2Fg%2F11qxys4t9p!19sChIJdUcBJ4N16UcR5bj1poMKqFI?authuser=0&hl=fr&rclk=1,,,Entrepreneur spécialisé dans l'isolation,·,,0326849592,https://www.nova-facade.fr/,bardage,7
bardage,Soyeux Couverture,https://www.google.com/maps/place/Soyeux+Couverture/data=!4m7!3m6!1s0x47e975f33955d8e3:0x65d70bd723c3bbda!8m2!3d49.2880228!4d4.0543685!16s%2Fg%2F11b6dh1kht!19sChIJ49hVOfN16UcR2rvDI9cL12U?authuser=0&hl=fr&rclk=1,4.0,7,Couvreur,8 Rte de la Neuvillette,,0326097018,,bardage,6
bardage,Art Façade 51,https://www.google.com/maps/place/Art+Fa%C3%A7ade+51/data=!4m7!3m6!1s0x47e97400265e2d93:0x3fd74bd46bf79c5e!8m2!3d49.2761748!4d3.9048834!16s%2Fg%2F11pkhw6rh0!19sChIJky1eJgB06UcRXpz3a9RL1z8?authuser=0&hl=fr&rclk=1,4.4,27,Entrepreneur spécialisé dans l'isolation,·,,0326489928,https://www.art-facade-51.fr/,bardage,7
bardage,Astier Victor Eurl,https://www.google.com/maps/place/Astier+Victor+Eurl/data=!4m7!3m6!1s0x47e9753a3a039b33:0xa6241cae87fd1cc8!8m2!3d49.2698332!4d3.9941698!16s%2Fg%2F1tctl3b0!19sChIJM5sDOjp16UcRyBz9h64cJKY?authuser=0&hl=fr&rclk=1,5.0,1,Couvreur,4 Rue du Château Sénart,,0326048260,,bardage,3
bardage,Couverture,https://www.google.com/maps/place/Couverture/data=!4m7!3m6!1s0x47e9750739742ec3:0x585259df573e71ad!8m2!3d49.2607257!4d4.0234493!16s%2Fg%2F11b6dq4_vm!19sChIJwy50OQd16UcRrXE-V99ZUlg?authuser=0&hl=fr&rclk=1,5.0,1,Couvreur,9 Rue Edouard Mignot,,,,bardage,6
bardage,ISOLOR RENOVATION : ENTREPRISE RGE ISOLATION THERMIQUE PAR L'EXTERIEUR RAVALEMENT BARDAGE MENUISERIE,https://www.google.com/maps/place/ISOLOR+RENOVATION+:+ENTREPRISE+RGE+ISOLATION+THERMIQUE+PAR+L%27EXTERIEUR+RAVALEMENT+BARDAGE+MENUISERIE/data=!4m7!3m6!1s0x47e02f31462f094d:0xc4ec0a84eafea954!8m2!3d49.4891138!4d0.106105!16s%2Fg%2F11n10cbzfl!19sChIJTQkvRjEv4EcRVKn-6oQK7MQ?authuser=0&hl=fr&rclk=1,3.7,19,Entrepreneur spécialisé dans l'isolation,18 Pl. Albert René,,0981854946,http://www.isolor-renovation.fr/,bardage,8
bardage,BK BATIMENT 93 - Entreprise au Havre Façadier spécialiste du ravalement de façade et rejointoiement de brique - LE HAVRE,https://www.google.com/maps/place/BK+BATIMENT+93+-+Entreprise+au+Havre+Fa%C3%A7adier+sp%C3%A9cialiste+du+ravalement+de+fa%C3%A7ade+et+rejointoiement+de+brique+-+LE+HAVRE/data=!4m7!3m6!1s0x47e02fcac8f21671:0xeaa1ee6f456c1a36!8m2!3d49.5173865!4d0.1121902!16s%2Fg%2F11nt2n3t0z!19sChIJcRbyyMov4EcRNhpsRW_uoeo?authuser=0&hl=fr&rclk=1,4.9,64,Entrepreneur spécialisé dans l'isolation,·,,0769575268,http://www.bkbatiment.com/,bardage,13
bardage,"DUFOUR SAS - Couverture, Bardage, Plomberie","https://www.google.com/maps/place/DUFOUR+SAS+-+Couverture,+Bardage,+Plomberie/data=!4m7!3m6!1s0x47e02faa2efaaaab:0xfa356e461e4db2a2!8m2!3d49.4919311!4d0.132997!16s%2Fg%2F11g0tl0wmk!19sChIJq6r6Lqov4EcRorJNHkZuNfo?authuser=0&hl=fr&rclk=1",4.3,165,Couvreur,·,,0235243436,https://dufour.fr/,bardage,6
bardage,EM BATIMENT - RGE ISOLATION PAR L'EXTÉRIEUR ET RAVALEMENT DE FAÇADE,https://www.google.com/maps/place/EM+BATIMENT+-+RGE+ISOLATION+PAR+L%27EXT%C3%89RIEUR+ET+RAVALEMENT+DE+FA%C3%87ADE/data=!4m7!3m6!1s0x47e02fde590e2dcf:0xd1e45e007f403568!8m2!3d49.5203189!4d0.0818575!16s%2Fg%2F11fmd97cm9!19sChIJzy0OWd4v4EcRaDVAfwBe5NE?authuser=0&hl=fr&rclk=1,4.9,110,Entrepreneur spécialisé dans l'isolation,·,,0232851596,https://www.embatiment.com/,bardage,10
bardage,Toiture Béthel,https://www.google.com/maps/place/Toiture+B%C3%A9thel/data=!4m7!3m6!1s0x47e02f278c457963:0x5d4d571478fb8ed2!8m2!3d49.4930526!4d0.1152274!16s%2Fg%2F11nc10q4rq!19sChIJY3lFjCcv4EcR0o77eBRXTV0?authuser=0&hl=fr&rclk=1,5.0,3,Services de nettoyage,113 Bd de Strasbourg,,0628364039,,bardage,3
bardage,"DRM Rénovation Spécialiste isolation extérieure, Ravalement enduit projeté, Menuiseries et Carport proche LE HAVRE 76 RGE","https://www.google.com/maps/place/DRM+R%C3%A9novation+Sp%C3%A9cialiste+isolation+ext%C3%A9rieure,+Ravalement+enduit+projet%C3%A9,+Menuiseries+et+Carport+proche+LE+HAVRE+76+RGE/data=!4m7!3m6!1s0x47e0306592f276b1:0xfc3c8ab0aba66c70!8m2!3d49.5102499!4d0.2278141!16s%2Fg%2F11j2yq79vh!19sChIJsXbykmUw4EcRcGymq7CKPPw?authuser=0&hl=fr&rclk=1",4.8,167,Entrepreneur spécialisé dans l'isolation,·,,0235240954,https://www.drmrenovation.fr/,bardage,8
bardage,Seine Façades,https://www.google.com/maps/place/Seine+Fa%C3%A7ades/data=!4m7!3m6!1s0x212746aa223feb59:0xf6acd92d4f3b5417!8m2!3d49.4858036!4d0.1604692!16s%2Fg%2F11m5qgdv71!19sChIJWes_IqpGJyERF1Q7Ty3ZrPY?authuser=0&hl=fr&rclk=1,,,Entreprise de construction,55 Rue du Pont VI,,0232924535,https://www.linkedin.com/company/105494430/admin/dashboard/?utm_source=gmb,bardage,7
bardage,ISOREX 76 - RGE ISOLATION PAR L'EXTÉRIEUR ET RAVALEMENT DE FAÇADE,https://www.google.com/maps/place/ISOREX+76+-+RGE+ISOLATION+PAR+L%27EXT%C3%89RIEUR+ET+RAVALEMENT+DE+FA%C3%87ADE/data=!4m7!3m6!1s0x47e02f2d5b2da591:0x2e9c31b0ccb494d7!8m2!3d49.4807435!4d0.1518024!16s%2Fg%2F11kxptr20r!19sChIJkaUtWy0v4EcR15S0zLAxnC4?authuser=0&hl=fr&rclk=1,4.6,20,Entrepreneur spécialisé dans l'isolation,2 Rue Buffon,,0981484968,https://www.isorex.fr/,bardage,10
bardage,Sarl Lebaillif Couverture,https://www.google.com/maps/place/Sarl+Lebaillif+Couverture/data=!4m7!3m6!1s0x47e02fc851302883:0x626012587a214562!8m2!3d49.4945951!4d0.1559964!16s%2Fg%2F1tkn_1xw!19sChIJgygwUcgv4EcRYkUhelgSYGI?authuser=0&hl=fr&rclk=1,4.8,207,Couvreur,13 Rue Westinghouse,,0235531779,https://lebaillif-couverture.fr/,bardage,6
bardage,Toiture Jacquin - Couvreur Le Havre 76600,https://www.google.com/maps/place/Toiture+Jacquin+-+Couvreur+Le+Havre+76600/data=!4m7!3m6!1s0x47e02f5f646c3eed:0xcb3c77094999ad3c!8m2!3d49.5159103!4d0.169489!16s%2Fg%2F11vlm6h7rs!19sChIJ7T5sZF8v4EcRPK2ZSQl3PMs?authuser=0&hl=fr&rclk=1,4.9,131,Couvreur,88 Av. du 8 Mai 1945,,0603844998,https://www.facebook.com/213677405162549?utm_source=gmb,bardage,6
bardage,FACADE PLUS,https://www.google.com/maps/place/FACADE+PLUS/data=!4m7!3m6!1s0x47e02f32fb0fd473:0x78a656a778b552c!8m2!3d49.4926385!4d0.1118099!16s%2Fg%2F11ms6f1c9k!19sChIJc9QP-zIv4EcRLFWLd2pligc?authuser=0&hl=fr&rclk=1,,,Entrepreneur spécialisé dans l'isolation,5 Pl. Léon Meyer,,0699621334,https://www.facadepluslehavre.fr/,bardage,7
bardage,CEGIB Couverture,https://www.google.com/maps/place/CEGIB+Couverture/data=!4m7!3m6!1s0x42b83fdf57a55359:0xdf7326a1d29a70b1!8m2!3d49.525665!4d0.084917!16s%2Fg%2F11m6j7vnmq!19sChIJWVOlV98_uEIRsXCa0qEmc98?authuser=0&hl=fr&rclk=1,4.8,13,Couvreur,22 Rue Thérèse Peltier,,0235264341,https://www.cegib.fr/,bardage,6
bardage,Greco couverture,https://www.google.com/maps/place/Greco+couverture/data=!4m7!3m6!1s0x8ca4c8cdb95adea5:0x74d19ad206303afe!8m2!3d49.5037243!4d0.1050036!16s%2Fg%2F11t9ks6q3l!19sChIJpd5auc3IpIwR_jowBtKa0XQ?authuser=0&hl=fr&rclk=1,4.9,23,Couvreur,15 Rue Madame Récamier,,0648321155,,bardage,6
bardage,SR Couverture Zinguerie,https://www.google.com/maps/place/SR+Couverture+Zinguerie/data=!4m7!3m6!1s0x47e02f4beb57461b:0x7df69606eedbd74c!8m2!3d49.4990417!4d0.1510118!16s%2Fg%2F11f62mt9sx!19sChIJG0ZX60sv4EcRTNfb7gaW9n0?authuser=0&hl=fr&rclk=1,4.5,6,Couvreur,8 Rue de Mieulle,,0235459969,http://www.sr-couverture-zinguerie.fr/,bardage,9
