id,company_name,firstname,lastname,email,phone,phone_secondary,website,google_maps_url,profession,niche,code_naf,forme_juridique,siret,siren,address,code_postal,city,departement,zone,source,status,date_creation_entreprise,prospect_created_at,notes,emails_found,email_quality,best_email,best_email_quality,pages_visited
29de710b-5c34-44dd-9983-dec3a8b813cc,BATISEC - Clôture de chantier,,,,0182882723,,http://www.batisec.fr/,https://www.google.com/maps/place/BATISEC+-+Cl%C3%B4ture+de+chantier/data=!4m7!3m6!1s0x47c329072244ebc9:0xd3737fefa225a7cb!8m2!3d50.7493354!4d3.1373885!16s%2Fg%2F1td9zvhb!19sChIJyetEIgcpw0cRy6clou9_c9M?authuser=0&hl=fr&rclk=1,Travaux généraux,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,commercial@batisec.fr;contact@batisec.fr;jwaret@batisec.fr,high;high;high,commercial@batisec.fr,high,5
9693ffde-ce65-4673-b402-595336b2efff,Sarl les Jardins Beaumontois,,,,0970357543,,https://www.paysagiste-60.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,https://www.google.com/maps/place/Sarl+les+Jardins+Beaumontois/data=!4m7!3m6!1s0x47e700da8181818b:0x6bd59cc5e19e28d4!8m2!3d49.4514568!4d2.0776874!16s%2Fg%2F1tdd94z5!19sChIJi4GBgdoA50cR1Cie4cWc1Ws?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
6d048b7a-cd8d-4943-b1f6-afe1823a595c,Élagage et Abattage Caen Les Arbres en Fleur,,,,0252568394,,https://elagage-caen.fr/,https://www.google.com/maps/place/%C3%89lagage+et+Abattage+Caen+Les+Arbres+en+Fleur/data=!4m7!3m6!1s0x480a43991d712f7d:0xe130d8d79cb09fac!8m2!3d49.1798117!4d-0.3794134!16s%2Fg%2F11w7dmfmr7!19sChIJfS9xHZlDCkgRrJ-wnNfYMOE?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
24997871-7fad-4339-ab66-fe526937b9f6,Carpentier Aménagement,,,,0673820443,,https://www.carpentier-amenagement.fr/,https://www.google.com/maps/place/Carpentier+Am%C3%A9nagement/data=!4m7!3m6!1s0x47dd8f00426068ed:0x59e2b3943c8808c0!8m2!3d50.1310227!4d1.9419688!16s%2Fg%2F11wpl5sybz!19sChIJ7WhgQgCP3UcRwAiIPJSz4lk?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
5841133e-4800-4a11-ac97-513f0c5e1389,Falize-Blondel,,,,0322476414,,http://falizeblondel.fr/,https://www.google.com/maps/place/Falize-Blondel/data=!4m7!3m6!1s0x47e784fc13a06ce9:0x59aa0e06fbacbdac!8m2!3d49.898056!4d2.3563!16s%2Fg%2F11c1q4r6rx!19sChIJ6WygE_yE50cRrL2s-wYOqlk?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@falizeblondel.fr,high,contact@falizeblondel.fr,high,3
6a5ee658-141a-4722-bbed-da5c83b4c2f1,Serv'Oise,,,,0344821573,,https://www.facebook.com/p/Servoise-paysage-cl%C3%B4tures-100064829645859/,https://www.google.com/maps/place/Serv%27Oise/data=!4m7!3m6!1s0x47e71721f0a51bbd:0x49b5813a06eb1ce3!8m2!3d49.4411219!4d1.8730628!16s%2Fg%2F1tpbb949!19sChIJvRul8CEX50cR4xzrBjqBtUk?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
9a70ac29-750a-496e-99cc-cc8691832217,DEBUREAU GRIMPE ÉLAGAGE 50% DE CRÉDIT D’IMPÔT ÉLAGAGE ABBATAGE ELAGUEUR TAILLE DE HAIES,,,,0626698292,,http://debureau-elagage.fr/,https://www.google.com/maps/place/DEBUREAU+GRIMPE+%C3%89LAGAGE+50%25+DE+CR%C3%89DIT+D%E2%80%99IMP%C3%94T+%C3%89LAGAGE+ABBATAGE+ELAGUEUR+TAILLE+DE+HAIES/data=!4m7!3m6!1s0x47dd23863393f097:0xd5849ef2f29f8dfd!8m2!3d50.5331917!4d2.6998072!16s%2Fg%2F11fmfz62sh!19sChIJl_CTM4Yj3UcR_Y2f8vKehNU?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
487a6faa-7df8-4260-8431-020e4f7d8212,Mos BTP Maconnerie Cloture Et Assainissement,,,,0232254518,,http://mos-btp.fr/,https://www.google.com/maps/place/Mos+BTP+Maconnerie+Cloture+Et+Assainissement/data=!4m7!3m6!1s0x47e124c5cf9bcc53:0xb3c6461e8b313a9e!8m2!3d49.1282573!4d1.1815031!16s%2Fg%2F1tgy_wl4!19sChIJU8ybz8Uk4UcRnjoxix5GxrM?authuser=0&hl=fr&rclk=1,Service d'assainissement,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
83feb88c-1bcb-438b-a91f-200fff2f8795,Glennelagage,,,,0644023810,,https://glennelagage.fr/,https://www.google.com/maps/place/Glennelagage/data=!4m7!3m6!1s0x86c3d2e44034e21:0x28556b2b40f3ce7a!8m2!3d48.4667078!4d-2.7874682!16s%2Fg%2F11x31c53t5!19sChIJIU4DRC49bAgRes7zQCtrVSg?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,glenndassonneville@gmail.com,medium,glenndassonneville@gmail.com,medium,5
48e0bc8c-58a9-4830-8390-759345a59e1a,Trancart Espaces Verts,,,,0322310202,,http://trancart.fr/,https://www.google.com/maps/place/Trancart+Espaces+Verts/data=!4m7!3m6!1s0x47dd8c8e79719595:0x12c2efb67b580cad!8m2!3d50.1030675!4d1.8541702!16s%2Fg%2F1tm11wz2!19sChIJlZVxeY6M3UcRrQxYe7bvwhI?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,trancartedouard@orange.fr,medium,trancartedouard@orange.fr,medium,4
d37cdba4-8b1d-47de-8f79-c963013018dc,ATOUT JARDINS (Suisse Olivier),,,,0322264456,,https://www.facebook.com/olivier80520/,https://www.google.com/maps/place/ATOUT+JARDINS+%28Suisse+Olivier%29/data=!4m7!3m6!1s0x47ddf933081fbecd:0x946205f1a6725d5f!8m2!3d50.0630487!4d1.5431979!16s%2Fg%2F1trxjk8m!19sChIJzb4fCDP53UcRX11ypvEFYpQ?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
c8264266-1efb-4afa-af86-7097efb9445c,Lepage Dominique,,,,0322095259,,http://paysagiste-portail-lepage.com/,https://www.google.com/maps/place/Lepage+Dominique/data=!4m7!3m6!1s0x47e79adb38a95555:0xf8389df214ee55b7!8m2!3d49.8175151!4d2.3198389!16s%2Fg%2F11y32m73c2!19sChIJVVWpONua50cRt1XuFPKdOPg?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@paysagiste-portail-lepage.fr,low,contact@paysagiste-portail-lepage.fr,low,3
7747ac00-eb9f-4d00-b79c-0e08a9025f42,SPE Paysagiste Saint-André-Lez-Lille,,,,0320218450,,http://spe-paysagiste.fr/,https://www.google.com/maps/place/SPE+Paysagiste+Saint-Andr%C3%A9-Lez-Lille/data=!4m7!3m6!1s0x47c32b6d69a2bbfb:0xdafef1254d47cf0d!8m2!3d50.6538905!4d3.0539463!16s%2Fg%2F11f6z7nzgp!19sChIJ-7uiaW0rw0cRDc9HTSXx_to?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
63d7f89d-d28b-4ea3-b4c0-826b521368c0,Daniel Moquet signe vos allées - Ent. CM Melin,,,,0391180292,,https://www.daniel-moquet.com/,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+all%C3%A9es+-+Ent.+CM+Melin/data=!4m7!3m6!1s0x47ddbf6b7dbc54db:0x46e54fa00cf3a1ac!8m2!3d50.3903713!4d1.8595352!16s%2Fg%2F11hcw4423v!19sChIJ21S8fWu_3UcRrKHzDKBP5UY?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
feaeb0f3-7c29-49c3-9c6d-74ef7b263098,Société Leroy,,,,0320229485,,https://www.leroy-paysagiste-lille.com/,https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+Leroy/data=!4m7!3m6!1s0x47dcd57fb9adaee7:0x568688261bc32f82!8m2!3d50.6419582!4d2.9686112!16s%2Fg%2F1td6rht4!19sChIJ566tuX_V3EcRgi_DGyaIhlY?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
9b73e3d3-2322-431b-9392-0876e40cd36f,Extrême Élagage clôture paysagiste,,,,0762097228,,http://www.extreme-elagage.fr/?utm_source=gmb,https://www.google.com/maps/place/Extr%C3%AAme+%C3%89lagage+cl%C3%B4ture+paysagiste/data=!4m7!3m6!1s0x4794afceb5b6c729:0x3d6ee01bf0f38ee3!8m2!3d48.683025!4d5.902383!16s%2Fg%2F11ft554q11!19sChIJKce2tc6vlEcR447z8Bvgbj0?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,vindeurstin.brandon@gmail.com,medium,vindeurstin.brandon@gmail.com,medium,3
2773a4df-504c-405d-aeeb-195bb314f411,Cayez Elagage,,,,0673790163,,https://cayez-elagage.fr/,https://www.google.com/maps/place/Cayez+Elagage/data=!4m7!3m6!1s0x47e8a7f7a4e9cc0b:0xcc05d1398892c85d!8m2!3d48.8725251!4d2.8535317!16s%2Fg%2F11f9yg6wj1!19sChIJC8zppPen6EcRXciSiDnRBcw?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
699a58c2-fdd4-4803-bd55-724d002ab7cd,GINKO,,,,0322912390,,https://www.paysagiste-ginko-somme.fr/,https://www.google.com/maps/place/GINKO/data=!4m7!3m6!1s0x47e78565b8063811:0x3225c184a23fedcc!8m2!3d49.8991687!4d2.3045177!16s%2Fg%2F11ght87d3d!19sChIJETgGuGWF50cRzO0_ooTBJTI?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,ginko80@orange.fr,medium,ginko80@orange.fr,medium,5
a639e99e-cff3-448c-bd96-44c2bdd23d9e,Stephane Sauvee,,,,0299489286,,https://www.ets-sauvee.com/,https://www.google.com/maps/place/Stephane+Sauvee/data=!4m7!3m6!1s0x480e9c80045eddc7:0x73a8decae79f75c9!8m2!3d48.6231514!4d-1.8628217!16s%2Fg%2F1tfrlqwy!19sChIJx91eBICcDkgRyXWf58reqHM?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,sauvee@ets-sauvee.fr,low,sauvee@ets-sauvee.fr,low,4
b64f9cc4-29a6-42e1-9df8-f9cb5059b0d5,"Artisan bûcheron élagueur M.Lévêque, clôture, service élagage, grimpeur, paysagiste, débroussaillage, entretien espace vert,",,,,0627886420,,https://bucheron-elagueur-mleveque.fr/,"https://www.google.com/maps/place/Artisan+b%C3%BBcheron+%C3%A9lagueur+M.L%C3%A9v%C3%AAque,+cl%C3%B4ture,+service+%C3%A9lagage,+grimpeur,+paysagiste,+d%C3%A9broussaillage,+entretien+espace+vert,/data=!4m7!3m6!1s0x47ddf3fe1f087209:0x433c6ef9d3278c05!8m2!3d50.1045525!4d1.7984686!16s%2Fg%2F11mvpxc7bk!19sChIJCXIIH_7z3UcRBYwn0_luPEM?authuser=0&hl=fr&rclk=1",Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
e3398230-b08d-4747-9ae4-65c7c76513c9,Alain Hervé – Élagage & Abattage à Saint-Brieuc et Lamballe,,,,0296313480,,https://www.alainherve.fr/?utm_source=google&utm_medium=organic&utm_campaign=fiche_google&utm_content=bouton_site_web,https://www.google.com/maps/place/Alain+Herv%C3%A9+%E2%80%93+%C3%89lagage+%26+Abattage+%C3%A0+Saint-Brieuc+et+Lamballe/data=!4m7!3m6!1s0x480e13fb65c72bb3:0x80ff02877b66a4dc!8m2!3d48.4501444!4d-2.4844102!16s%2Fg%2F1tdmt__v!19sChIJsyvHZfsTDkgR3KRme4cC_4A?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,alainhervetf@orange.fr,medium,alainhervetf@orange.fr,medium,4
3001de6f-350b-4a83-a610-c5eb88893e8e,Paysagiste BH élagage abattage deracinage taille de hais terrassement création massif est jardin,,,,0699463228,,http://www.paysagistebh.fr/,https://www.google.com/maps/place/Paysagiste+BH+%C3%A9lagage+abattage+deracinage+taille+de+hais+terrassement+cr%C3%A9ation+massif+est+jardin/data=!4m7!3m6!1s0x2f64f4de994734e9:0xccf8ed881076c7a8!8m2!3d48.6319139!4d6.3223857!16s%2Fg%2F11xf7p6bcg!19sChIJ6TRHmd70ZC8RqMd2EIjt-Mw?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,brayanbechaimont@gmail.com,medium,brayanbechaimont@gmail.com,medium,3
bdba07f0-bc86-46ae-ad7c-c852467162e7,La Maison du Jardin,,,,0675069376,,http://www.lamaison-dujardin.fr/,https://www.google.com/maps/place/La+Maison+du+Jardin/data=!4m7!3m6!1s0x47dd3b0f4f82b19d:0x3e713eaefbdce686!8m2!3d50.4749791!4d2.6597296!16s%2Fg%2F11gh_g03z7!19sChIJnbGCTw873UcRhubc-64-cT4?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,la.maisondujardin@orange.fr,medium,la.maisondujardin@orange.fr,medium,5
9a4c4b70-b0bf-4d3d-b124-f12a528c7698,JSAD espaces verts,,,,0688657494,,https://paysagiste-grand-est.fr/ville/sarrebourg/,https://www.google.com/maps/place/JSAD+espaces+verts/data=!4m7!3m6!1s0x479483076f0eb901:0x6b2111b7f01a06eb!8m2!3d48.5546159!4d6.3445373!16s%2Fg%2F11h1fnkjmw!19sChIJAbkObweDlEcR6wYa8LcRIWs?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
ea8458b8-2aac-4137-ab1d-8b5caa4fbfbd,Concepts Services,,,,0761667065,,https://www.concepts-services.fr/,https://www.google.com/maps/place/Concepts+Services/data=!4m7!3m6!1s0x82bfd539d57d935d:0xe6b0227fafca39ef!8m2!3d49.2229565!4d6.0622946!16s%2Fg%2F11n3_67tk3!19sChIJXZN91TnVv4IR7znKr38isOY?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,concepts.services57@gmail.com,medium,concepts.services57@gmail.com,medium,5
24ea9769-cbb4-4bee-a6c7-edc9f6f84dc4,Menuiserie et Jardin,,,,0651939959,,http://menuiserieetjardin.bzh/,https://www.google.com/maps/place/Menuiserie+et+Jardin/data=!4m7!3m6!1s0x4813e33726403c9f:0x195832d632998499!8m2!3d48.6263621!4d-3.927399!16s%2Fg%2F11jds10jlq!19sChIJnzxAJjfjE0gRmYSZMtYyWBk?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@menuiserieetjardin.bzh,high,contact@menuiserieetjardin.bzh,high,5
c19b7dec-5f25-4608-905c-934ed61f71ae,Pfischter Jean-Michel,,,,0687791792,,https://www.pfischter-paysagiste-leers.fr/,https://www.google.com/maps/place/Pfischter+Jean-Michel/data=!4m7!3m6!1s0x47c327b36c9c589d:0x297bba6120c8cbab!8m2!3d50.674598!4d3.2326511!16s%2Fg%2F11b6d226s7!19sChIJnVicbLMnw0cRq8vIIGG6eyk?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
0780dc33-b1e4-49d4-a7c5-1df16b03facf,CHARME ET JARDIN,,,,0321948640,,http://www.charmeetjardin.fr/,https://www.google.com/maps/place/CHARME+ET+JARDIN/data=!4m7!3m6!1s0x47ddda8a31dc0237:0xd71950b0666aa53d!8m2!3d50.4859619!4d1.6126562!16s%2Fg%2F11bzrhppdv!19sChIJNwLcMYra3UcRPaVqZrBQGdc?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@charmeetjardin.fr;contact@charmeetiardin.fr,high;low,contact@charmeetjardin.fr,high,4
6e6ea743-f17d-4b38-8376-0c63078e667f,Besson-moreau - élagage - abattage - taille de haies - pose de clôture- terrassement) la ferté sous jouarre et coulommiers 77,,,,0648425954,,https://elagage-abattage-77.fr/,https://www.google.com/maps/place/Besson-moreau+-+%C3%A9lagage+-+abattage+-+taille+de+haies+-+pose+de+cl%C3%B4ture-+terrassement%29+la+fert%C3%A9+sous+jouarre+et+coulommiers+77/data=!4m7!3m6!1s0x2f7d7df740cc8ac3:0xb702d9fafca6e783!8m2!3d48.9501637!4d3.1291559!16s%2Fg%2F11tg48pzs5!19sChIJw4rMQPd9fS8Rg-em_PrZArc?authuser=0&hl=fr&rclk=1,Service d'élagage,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@elagage-abattage-77.fr,high,contact@elagage-abattage-77.fr,high,5
b74070ec-0631-48fa-af73-e324b85ad34a,Lepen ar bed,,,,0781659005,,https://www.lepenarbed.fr/,https://www.google.com/maps/place/Lepen+ar+bed/data=!4m7!3m6!1s0x59ff2096b8ba561:0x101830d418a8a7d2!8m2!3d48.3502334!4d-4.5942745!16s%2Fg%2F11yyfwtd7k!19sChIJYaWLawnynwUR0qeoGNQwGBA?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
4ee02569-b336-4863-9a1a-a69beffead4d,D.JARDIN,,,,0673513447,,https://djardin.fr/,https://www.google.com/maps/place/D.JARDIN/data=!4m7!3m6!1s0x47c32dc448cd4eb5:0x75ffbe41c3a81414!8m2!3d50.7766901!4d3.0984975!16s%2Fg%2F1ptw88np6!19sChIJtU7NSMQtw0cRFBSow0G-_3U?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@djardin.fr,high,contact@djardin.fr,high,5
2f21f45f-5ee8-4b1c-afd8-87f8e50fb8ff,Leleu Philippe Paysagiste - Clôture,,,,0232896544,,https://fr-fr.facebook.com/people/LELEU-Philippe-Paysagiste-Cl%C3%B4ture/100031858134547/,https://www.google.com/maps/place/Leleu+Philippe+Paysagiste+-+Cl%C3%B4ture/data=!4m7!3m6!1s0x47e7186e2869d7c5:0x3f8168ef7617be4c!8m2!3d49.470414!4d1.7216897!16s%2Fg%2F1tdqz0x9!19sChIJxddpKG4Y50cRTL4Xdu9ogT8?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
b1be9573-a05a-4eb1-8bc0-15e2788ca8f3,PSP Opale,,,,0321465495,,https://psp-opale.fr/,https://www.google.com/maps/place/PSP+Opale/data=!4m7!3m6!1s0x47ddcfd0a202511f:0xb61c4bdede976e59!8m2!3d50.5199858!4d1.6641418!16s%2Fg%2F11r3b14nj0!19sChIJH1ECotDP3UcRWW6X3t5LHLY?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@psp-opale.fr,high,contact@psp-opale.fr,high,4
7e3b2456-61db-4309-96c5-6a4e9c4051cf,Allex-Home Paysagiste pour vos Espaces Verts,,,,0647796094,,https://allex-home-paysagiste.fr/contact-allex-home-paysagiste-20mn-de-lille-amenagement-paysager-entreprise-sailly-sur-la-lys/,https://www.google.com/maps/place/Allex-Home+Paysagiste+pour+vos+Espaces+Verts/data=!4m7!3m6!1s0x47c32b1ffcee285d:0xf4261d22d27b61b0!8m2!3d50.6621082!4d2.7844563!16s%2Fg%2F11hzmst2gn!19sChIJXSju_B8rw0cRsGF70iIdJvQ?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,contact@allex-home-paysagiste.fr,high,contact@allex-home-paysagiste.fr,high,3
2b685cb0-608c-472b-ba46-821882e9d7d3,Entreprise Vincent,,,,0658155874,,https://www.facebook.com/profile.php?id=61562796070029&utm_source=gmb,https://www.google.com/maps/place/Entreprise+Vincent/data=!4m7!3m6!1s0xa60e9ae1d226d333:0x653a62fbbc7425dc!8m2!3d47.3953973!4d4.3685822!16s%2Fg%2F11y5z86bpx!19sChIJM9Mm0uGaDqYR3CV0vPtiOmU?authuser=0&hl=fr&rclk=1,Paysagiste,,,,,,,,,,,csv_import,nouveau,,2026-05-12 12:37,,,,,,5
