niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_strict,confidence_score,city_matched,phone_norm,competitors_count_lsa
bardage,Couvreur Rouen Toiture,https://www.google.com/maps/place/Couvreur+Rouen+Toiture/data=!4m7!3m6!1s0x47e0dd2d1491a74d:0xf129cdce380d239!8m2!3d49.4444925!4d1.0968031!16s%2Fg%2F11rsqq7flb!19sChIJTaeRFC3d4EcROdKA49ycEg8?authuser=0&hl=fr&rclk=1,5.0,14,Couvreur,62 Rue Beauvoisine,,0272245322,,bardage,6,Rouen,0272245322,2
bardage,"Brochard Renovation : couverture Zinguerie,demoussage toiture,ravalement de façade,bardage,Illzach Mulhouse et haut Rhin","https://www.google.com/maps/place/Brochard+Renovation+:+couverture+Zinguerie,demoussage+toiture,ravalement+de+fa%C3%A7ade,bardage,Illzach+Mulhouse+et+haut+Rhin/data=!4m7!3m6!1s0x47919c756f96bf45:0xd27f55a3422555cc!8m2!3d47.7659969!4d7.3683315!16s%2Fg%2F11csc74lp0!19sChIJRb-Wb3WckUcRzFUlQqNVf9I?authuser=0&hl=fr&rclk=1",4.8,13,Entrepreneur spécialisé dans l'isolation,9 Av. d'Italie,,0389310306,http://www.facebook.com/BROCHARD-RENOVATION-100951788031853/,bardage,23,Mulhouse,0389310306,2
bardage,BNC Bois Charpente Couverture Caen Normandie,https://www.google.com/maps/place/BNC+Bois+Charpente+Couverture+Caen+Normandie/data=!4m7!3m6!1s0x64faa53dcff6acbd:0x68e9021f936daed4!8m2!3d49.3295884!4d-0.5324755!16s%2Fg%2F11t6ljz1sx!19sChIJvaz2zz2l-mQR1K5tkx8C6Wg?authuser=0&hl=fr&rclk=1,5.0,17,Charpentier,39bis Rue de la Libération,,0749700848,http://bncbois.fr/,bardage,3,Caen,0749700848,2
bardage,Dillée Charpente - Charpentier et Couvreur à Caen dans le Calvados en Normandie,https://www.google.com/maps/place/Dill%C3%A9e+Charpente+-+Charpentier+et+Couvreur+%C3%A0+Caen+dans+le+Calvados+en+Normandie/data=!4m7!3m6!1s0x480a41f0e0ca4b61:0x4f274f9d3c8c8679!8m2!3d49.1549897!4d-0.2998689!16s%2Fg%2F11t1dkjqnw!19sChIJYUvK4PBBCkgReYaMPJ1PJ08?authuser=0&hl=fr&rclk=1,5.0,8,Charpentier,19 Rue Nicéphore Niépce,,0682595928,https://www.dillee-charpente.fr/,bardage,3,Caen,0682595928,2
bardage,"SIRAM Caen - Installation Fenêtres, Portes, Portails, Pergolas, Carports, Volets Menuiserie extérieure PVC, alu et bois","https://www.google.com/maps/place/SIRAM+Caen+-+Installation+Fen%C3%AAtres,+Portes,+Portails,+Pergolas,+Carports,+Volets+Menuiserie+ext%C3%A9rieure+PVC,+alu+et+bois/data=!4m7!3m6!1s0x480a6ffb50c7c949:0x6872bab7fd348c4f!8m2!3d49.1787348!4d-0.2174157!16s%2Fg%2F1v0lk4tb!19sChIJScnHUPtvCkgRT4w0_be6cmg?authuser=0&hl=fr&rclk=1",4.5,201,Menuisier,·,,0231390808,https://www.siram.fr/,cloture,3,Caen,0231390808,2
bardage,Ravalement de Facade & Couverture Caen,https://www.google.com/maps/place/Ravalement+de+Facade+%26+Couverture+Caen/data=!4m7!3m6!1s0x480a434d288df8f5:0x2d6b643f427f4acb!8m2!3d49.184696!4d-0.3518781!16s%2Fg%2F11w3rt6dm3!19sChIJ9fiNKE1DCkgRy0p_Qj9kay0?authuser=0&hl=fr&rclk=1,5.0,3,Façadier,13 Rue Varignon,,0252563000,https://ravalement-caen.fr/,bardage,12,Caen,0252563000,2
bardage,Couvreur Caen Toiture,https://www.google.com/maps/place/Couvreur+Caen+Toiture/data=!4m7!3m6!1s0x480a43459ce5d82f:0x63af4985bf81e30e!8m2!3d49.1754272!4d-0.3545297!16s%2Fg%2F11fvlfqp79!19sChIJL9jlnEVDCkgRDuOBv4VJr2M?authuser=0&hl=fr&rclk=1,5.0,8,Couvreur,42 Rue Saint-Michel,,0272051289,,bardage,6,Caen,0272051289,2
bardage,Pulv&Drone | Nettoyage Toiture et Façade | Traitement par Drone - Caen,https://www.google.com/maps/place/Pulv%26Drone+%7C+Nettoyage+Toiture+et+Fa%C3%A7ade+%7C+Traitement+par+Drone+-+Caen/data=!4m7!3m6!1s0x480a652b8b20bac1:0xfd2f2a356f5eb304!8m2!3d49.2209391!4d-0.2447856!16s%2Fg%2F11ltfdp244!19sChIJwbogiytlCkgRBLNebzUqL_0?authuser=0&hl=fr&rclk=1,5.0,40,Service de nettoyage et d'entretien,18 Rue de Verdun,,0668868968,https://pulvdrone14.fr/,bardage,12,Caen,0668868968,2
bardage,Jean Debard Couvreur Caen,https://www.google.com/maps/place/Jean+Debard+Couvreur+Caen/data=!4m7!3m6!1s0x480a455cf6d5713f:0x32d3ea713c65649e!8m2!3d49.1530684!4d-0.4722171!16s%2Fg%2F11vb50c8l5!19sChIJP3HV9lxFCkgRnmRlPHHq0zI?authuser=0&hl=fr&rclk=1,5.0,12,Couvreur,210 Rue de l'Avenir,,0651028974,,bardage,3,Caen,0651028974,2
bardage,Asturienne Poitiers - Matériaux de couverture pour toitures,https://www.google.com/maps/place/Asturienne+Poitiers+-+Mat%C3%A9riaux+de+couverture+pour+toitures/data=!4m7!3m6!1s0x47fdbdfb8be2fe7f:0x840abca207f0219e!8m2!3d46.5976943!4d0.3211332!16s%2Fg%2F1vm79tz8!19sChIJf_7ii_u9_UcRniHwB6K8CoQ?authuser=0&hl=fr&rclk=1,4.6,30,Magasin de materiaux de construction,·,,0549035380,https://www.asturienne.fr/infos-agence/poitiers-asturienne-4366,bardage,7,Poitiers,0549035380,2
paysagiste,Gp elagage espaces verts - elagueur poitiers : paysagiste jardinier buxerolles neuville du poitou,https://www.google.com/maps/place/Gp+elagage+espaces+verts+-+elagueur+poitiers+:+paysagiste+jardinier+buxerolles+neuville+du+poitou/data=!4m7!3m6!1s0x47fdbd9639b6b86d:0x629fa5a1ad7ac8e9!8m2!3d46.5952047!4d0.3352617!16s%2Fg%2F11lkxbm7y3!19sChIJbbi2OZa9_UcR6ch6raGln2I?authuser=0&hl=fr&rclk=1,5.0,8,Paysagiste,"2 bis, Chem. du Trait Tabouleau rue du",,0611430816,,paysagiste,20,Poitiers,0611430816,1
bardage,Mv rénovation - Couvreur - Trignac - Saint-Nazaire,https://www.google.com/maps/place/Mv+r%C3%A9novation+-+Couvreur+-+Trignac+-+Saint-Nazaire/data=!4m7!3m6!1s0x6fe2420036200e4b:0xbcd82308b462d785!8m2!3d47.304074!4d-2.189533!16s%2Fg%2F11rtf6smvq!19sChIJSw4gNgBC4m8RhdditAgj2Lw?authuser=0&hl=fr&rclk=1,5.0,103,Couvreur,65 ter Rue Pierre Brossolette,,0768404027,https://www.google.com/aclk?sa=L&ai=DChsSEwjrhvKUh76UAxXGoGgJHY-NMTsYACICCAEQCBoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XImqAua27KfYp5MQZOFgVCzTeQOu7r5cqEJ5y_ymJVsEi-Je8D0gtBoCUTAQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3ZqOi4cw38XtJVYnFfZxUp8Ce2BQ&adurl&q&ctype=99&nis=6,bardage,4,Saint-Nazaire,0768404027,2
bardage,Dj Habitat - Couvreur Saint-Nazaire,https://www.google.com/maps/place/Dj+Habitat+-+Couvreur+Saint-Nazaire/data=!4m7!3m6!1s0x480565276d2f8edd:0x902a108fc7e577da!8m2!3d47.2828225!4d-2.2156141!16s%2Fg%2F11q4cfkcmw!19sChIJ3Y4vbSdlBUgR2nflx48QKpA?authuser=0&hl=fr&rclk=1,4.9,68,Couvreur,96 Bd Victor Hugo,,0784599824,,bardage,3,Saint-Nazaire,0784599824,2
bardage,Renovcouverture44 couvreur à Saint-Nazaire,https://www.google.com/maps/place/Renovcouverture44+couvreur+%C3%A0+Saint-Nazaire/data=!4m7!3m6!1s0x48056551ecd1f119:0x9acbddccd24e8908!8m2!3d47.319969!4d-2.1852748!16s%2Fg%2F11rcpqnnwg!19sChIJGfHR7FFlBUgRCIlO0szdy5o?authuser=0&hl=fr&rclk=1,5.0,61,Entrepreneur spécialisé dans l'isolation,9 Bis Chem. de la Petite ville,,0785202515,https://renov-couverture-44.fr/,bardage,7,Saint-Nazaire,0785202515,2
bardage,Couvreur Saint-Nazaire,https://www.google.com/maps/place/Couvreur+Saint-Nazaire/data=!4m7!3m6!1s0x4805690892f73dab:0x790ee5e064330904!8m2!3d47.2595825!4d-2.2720309!16s%2Fg%2F11pzs9njgf!19sChIJqz33kghpBUgRBAkzZODlDnk?authuser=0&hl=fr&rclk=1,5.0,3,Couvreur,25 Rue de l'Étoile du Matin,,0777239641,,bardage,3,Saint-Nazaire,0777239641,2
bardage,COUVREURS DE L'OUEST Quimper,https://www.google.com/maps/place/COUVREURS+DE+L%27OUEST+Quimper/data=!4m7!3m6!1s0x4810d50bf2a07cb5:0x7395823e797b5eaf!8m2!3d47.986593!4d-4.1250846!16s%2Fg%2F11ygqwkd4p!19sChIJtXyg8gvVEEgRr157eT6ClXM?authuser=0&hl=fr&rclk=1,4.8,6,Couvreur,14 Rue du Maine,,0680026151,,bardage,3,Quimper,0680026151,2
bardage,GRILLOT COUVREUR ERGUE GABERIC QUIMPER RAVALEMENT PEINTURE,https://www.google.com/maps/place/GRILLOT+COUVREUR+ERGUE+GABERIC+QUIMPER+RAVALEMENT+PEINTURE/data=!4m7!3m6!1s0x4810d78a5a29eb1b:0xe23386455aada93d!8m2!3d48.2273955!4d-4.2639352!16s%2Fg%2F11j4ww0550!19sChIJG-spWorXEEgRPamtWkWGM-I?authuser=0&hl=fr&rclk=1,4.9,15,Couvreur,·,,0662567123,http://www.grillotpeinture29.com/,bardage,6,Quimper,0662567123,2
bardage,PARTEDIS Couverture - Lorient,https://www.google.com/maps/place/PARTEDIS+Couverture+-+Lorient/data=!4m7!3m6!1s0x48105e485c527921:0x882e7b34eb3af0a!8m2!3d47.7373373!4d-3.3599566!16s%2Fg%2F11bwhbg6y_!19sChIJIXlSXEheEEgRCq-zTrPnggg?authuser=0&hl=fr&rclk=1,4.6,14,Fournisseur de matériaux de construction,·,,0297898055,http://www.partedis.com/agence/lorient-couverture/,bardage,4,Lorient,0297898055,2
bardage,Toiture façade Fréjus - Sch toiture et façade,https://www.google.com/maps/place/Toiture+fa%C3%A7ade+Fr%C3%A9jus+-+Sch+toiture+et+fa%C3%A7ade/data=!4m7!3m6!1s0x47949907794bf609:0x3479211dc652b3f!8m2!3d43.419282!4d6.715131!16s%2Fg%2F11n_2szyll!19sChIJCfZLeQeZlEcRPytl3BGSRwM?authuser=0&hl=fr&rclk=1,4.8,17,Couvreur,"la, Chem. de la Palissade",,0611900156,https://www.sch-toiture.fr/,bardage,12,Fréjus,0611900156,1
bardage,Couvreur Certifié Toiture,https://www.google.com/maps/place/Couvreur+Certifi%C3%A9+Toiture/data=!4m7!3m6!1s0x12cea5a123ed430f:0x13a18d0ddd2ffee1!8m2!3d43.468008!4d6.5906035!16s%2Fg%2F11yskh8xgd!19sChIJD0PtI6GlzhIR4f4v3Q2NoRM?authuser=0&hl=fr&rclk=1,5.0,17,Couvreur,Rte de Fréjus,,0423460121,,bardage,6,Fréjus,0423460121,1
bardage,Couvreur à Clamart : DEMSAY Couverture,https://www.google.com/maps/place/Couvreur+%C3%A0+Clamart+:+DEMSAY+Couverture/data=!4m7!3m6!1s0x47e67b27417425c5:0x2b75a1bf48a702a3!8m2!3d48.8095224!4d2.2718374!16s%2Fg%2F11vzf9tnbt!19sChIJxSV0QSd75kcRowKnSL-hdSs?authuser=0&hl=fr&rclk=1,4.9,21,Couvreur,175 Av. Victor Hugo,,0695171104,https://couvreur-clamart-demsay.com/,bardage,6,Clamart,0695171104,2
bardage,TOITURE RICHARD - Couvreur Narbonne | Réparation étanchéité Nettoyage Toiture Couverture Gouttières Aude 11 Gruissan Fleury,https://www.google.com/maps/place/TOITURE+RICHARD+-+Couvreur+Narbonne+%7C+R%C3%A9paration+%C3%A9tanch%C3%A9it%C3%A9+Nettoyage+Toiture+Couverture+Goutti%C3%A8res+Aude+11+Gruissan+Fleury/data=!4m7!3m6!1s0x12b1ad81830dbcc1:0xbdb3c2cb4be5b7c3!8m2!3d43.1865944!4d2.9749715!16s%2Fg%2F11r3z5zqlw!19sChIJwbwNg4GtsRIRw7flS8vCs70?authuser=0&hl=fr&rclk=1,4.9,190,Couvreur,38 Rue du Trapel,,0642013544,https://toiturerichard11100.wixsite.com/couvreur11100,bardage,15,Narbonne,0642013544,2
bardage,Albi Profils SAS,https://www.google.com/maps/place/Albi+Profils+SAS/data=!4m7!3m6!1s0x12ade87e66b0de39:0xc097ffd482b08afc!8m2!3d43.9270162!4d2.1823326!16s%2Fg%2F1tdj7h8t!19sChIJOd6wZn7orRIR_IqwgtT_l8A?authuser=0&hl=fr&rclk=1,4.5,21,Atelier de métallerie,·,,0563476660,https://www.albi-profils.fr/,cloture,3,Albi,0563476660,2
bardage,"ICZ Couvreur-Zingueur Carmaux 81400, Albi 81000, Saint juery 81160, Marssac-sur-Tarn 81150","https://www.google.com/maps/place/ICZ+Couvreur-Zingueur+Carmaux+81400,+Albi+81000,+Saint+juery+81160,+Marssac-sur-Tarn+81150/data=!4m7!3m6!1s0x2357b547364dce89:0x61965616da333be!8m2!3d44.0466112!4d2.1104551!16s%2Fg%2F11sw0vdp5q!19sChIJic5NNke1VyMRvjOjbWFlGQY?authuser=0&hl=fr&rclk=1",5.0,31,Couvreur,·,,0631750219,https://iczcouvreurzingueur.wixsite.com/icz-artisan-couvreur,bardage,3,Albi,0631750219,2
bardage,Art et Toitures,https://www.google.com/maps/place/Art+et+Toitures/data=!4m7!3m6!1s0x12ade78a67e839d9:0xe7ed493e329646f3!8m2!3d43.9014299!4d2.1460867!16s%2Fg%2F11b6wl1fkr!19sChIJ2TnoZ4rnrRIR80aWMj5J7ec?authuser=0&hl=fr&rclk=1,4.9,44,Couvreur,155 Rte de Castres,,0986200428,https://www.art-et-toitures.fr/,bardage,6,Castres,0986200428,2
bardage,Janselme Garry couvreur 71 Chalon sur saone,https://www.google.com/maps/place/Janselme+Garry+couvreur+71+Chalon+sur+saone/data=!4m7!3m6!1s0x47f2fd01effa4bfd:0xeb0bb493ecf3d192!8m2!3d46.77836!4d4.8586699!16s%2Fg%2F11ssk2q_js!19sChIJ_Uv67wH98kcRktHz7JO0C-s?authuser=0&hl=fr&rclk=1,4.6,45,Couvreur,Quai Jules Chambion,,0359288296,https://www.janselme-garry-couvreur.fr/,bardage,3,Chalon-sur-Saône,0359288296,1
bardage,"Komilfo Miroiterie des Alpes à Gap - Pergolas, Stores, Fenêtres, Menuiseries","https://www.google.com/maps/place/Komilfo+Miroiterie+des+Alpes+%C3%A0+Gap+-+Pergolas,+Stores,+Fen%C3%AAtres,+Menuiseries/data=!4m7!3m6!1s0x12cb404f9053a36b:0x34250d5355ddbf2c!8m2!3d44.564843!4d6.100846!16s%2Fg%2F1ttthxz4!19sChIJa6NTkE9AyxIRLL_dVVMNJTQ?authuser=0&hl=fr&rclk=1",4.8,130,Menuisier,2 Boulevard d'Orient,,0492510213,https://www.google.com/aclk?sa=L&ai=DChsSEwihtefbjb6UAxUip2gJHf49NZUYACICCAEQARoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XI--Fy7niWRKMLdGuX539TqdlJxYR9jpDxp0p8xJm-FRHBEf-3DZDxoCUZ4QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1uSxKYDKoEVLLpeDrGFA473PPpwQ&adurl&q&ctype=99&nis=6,bardage,3,Gap,0492510213,2
bardage,CD TOITURE,https://www.google.com/maps/place/CD+TOITURE/data=!4m7!3m6!1s0x12ae6db098de1c0f:0xb2bc81c520f9e637!8m2!3d43.5617533!4d2.1218883!16s%2Fg%2F11rsh2nlc0!19sChIJDxzemLBtrhIRN-b5IMWBvLI?authuser=0&hl=fr&rclk=1,5.0,30,Couvreur,756 Av. de Castres,,0650607002,,bardage,6,Castres,0650607002,2
bardage,Batif Arles,https://www.google.com/maps/place/Batif+Arles/data=!4m7!3m6!1s0x12b677411fca90df:0x7d77bc03eb2a4068!8m2!3d43.6693253!4d4.6018817!16s%2Fg%2F11v9xy28lx!19sChIJ35DKH0F3thIRaEAq6wO8d30?authuser=0&hl=fr&rclk=1,4.9,77,Couvreur,Av. de l'Abbé Pierre,,0619756823,https://www.batif.fr/,bardage,3,Arles,0619756823,2
bardage,Blondel Couverture - Couvreur zingueur Melun,https://www.google.com/maps/place/Blondel+Couverture+-+Couvreur+zingueur+Melun/data=!4m7!3m6!1s0x47e5fa651f17bd5b:0x2d9246b5f7fb002c!8m2!3d48.5394362!4d2.6617731!16s%2Fg%2F11ddxqgn8v!19sChIJW70XH2X65UcRLAD797VGki0?authuser=0&hl=fr&rclk=1,4.7,114,Couvreur,·,,0625825409,http://www.couvreurblondel.fr/,bardage,6,Melun,0625825409,2
bardage,COUVREUR KLIN à Bezons 95 dans le Val-d'Oise,https://www.google.com/maps/place/COUVREUR+KLIN+%C3%A0+Bezons+95+dans+le+Val-d%27Oise/data=!4m7!3m6!1s0x47e6643cb077d56d:0x36d885aface1460b!8m2!3d48.92773!4d2.2159687!16s%2Fg%2F11f6dlrzzz!19sChIJbdV3sDxk5kcRC0bhrK-F2DY?authuser=0&hl=fr&rclk=1,4.8,37,Couvreur,64 Rue Francis de Pressensé,,0658484462,https://www.klin-couvreur-95.fr/,bardage,3,Bezons,0658484462,1
bardage,Norman PRIN - Couvreur à Bezons,https://www.google.com/maps/place/Norman+PRIN+-+Couvreur+%C3%A0+Bezons/data=!4m7!3m6!1s0x47e665bcdc0dc80d:0x989730edc5b80e88!8m2!3d48.9360027!4d2.210309!16s%2Fg%2F11rfq17rql!19sChIJDcgN3Lxl5kcRiA64xe0wl5g?authuser=0&hl=fr&rclk=1,5.0,5,Couvreur,58 Rue Fernand Durbec,,0185537354,,bardage,3,Bezons,0185537354,1
bardage,couvreurs de Meudon m.godiche,https://www.google.com/maps/place/couvreurs+de+Meudon+m.godiche/data=!4m7!3m6!1s0x47e67b70c8528b49:0xb11f6b1ca152204a!8m2!3d48.7902315!4d2.212474!16s%2Fg%2F11fr3jj5c1!19sChIJSYtSyHB75kcRSiBSoRxrH7E?authuser=0&hl=fr&rclk=1,4.5,10,Couvreur,17 Rue Jeanne Braconnier,,0662411202,https://www.couvreur-92-godiche.fr/,bardage,3,Meudon,0662411202,2
chauffagiste,A2G- Plombier a Rennes,https://www.google.com/maps/place/A2G-+Plombier+a+Rennes/data=!4m7!3m6!1s0x12b5ec46e3a93d13:0x32c7afedc92fa78b!8m2!3d48.1205077!4d-1.6657872!16s%2Fg%2F1tg2gwcf!19sChIJEz2p40bstRIRi6cvye2vxzI?authuser=0&hl=fr&rclk=1,4.6,38,Plombier,Rue de Fougères bis 90,,0679621725,http://www.a2gplomberie.fr/,chauffagiste,3,Rennes,0679621725,2
chauffagiste,"RG Énergies 35 – Plomberie, Chauffage, Électricité – Cintré / Rennes.","https://www.google.com/maps/place/RG+%C3%89nergies+35+%E2%80%93+Plomberie,+Chauffage,+%C3%89lectricit%C3%A9+%E2%80%93+Cintr%C3%A9+%2F+Rennes./data=!4m7!3m6!1s0x411895cb48a663a3:0x81d2af3c3dbfa448!8m2!3d48.103808!4d-1.886057!16s%2Fg%2F11vf0zdf5g!19sChIJo2OmSMuVGEERSKS_PTyv0oE?authuser=0&hl=fr&rclk=1",5.0,12,Plombier,20 La Barbais,,0602521579,https://www.google.com/aclk?sa=L&ai=DChsSEwiV4-mZvL2UAxUojWgJHQetCOcYACICCAEQAhoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XM465eYn_-Io2X0jXn45-R4sg3asVcT2J2FNWtuWfvgakc4tAgyY2hoCVhwQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0eJK8WX90Q3WZ_YGhfapB7QLVs6A&adurl&q&ctype=99&nis=6,chauffagiste,9,Rennes,0602521579,2
chauffagiste,LR ENERGY - Rennes Ouest,https://www.google.com/maps/place/LR+ENERGY+-+Rennes+Ouest/data=!4m7!3m6!1s0x480ee73c2839c2fb:0x449812f201dca785!8m2!3d48.21526!4d-1.776014!16s%2Fg%2F11yg8gk667!19sChIJ-8I5KDznDkgRhafcAfISmEQ?authuser=0&hl=fr&rclk=1,4.6,9,Chauffagiste,3 Rue des Entrepreneurs,,0230962571,https://www.google.com/aclk?sa=L&ai=DChsSEwip98XyvL2UAxXK8XkEHeQ4GN4YACICCAEQARoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XMMVQ_F4xuz5welBXQ837s5rWSC5IupQbCdhCS5u0nmcqouSWAdLnhoCnQgQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1p7GHIEXaKnedU-k6AP7C_PZWimg&adurl&q&ctype=99&nis=6,chauffagiste,3,Rennes,0230962571,2
