id,company_name,website,categorie,employees,revenue,city,region,description,emails_found,best_email,best_email_quality,phones_found,best_phone,status
c4f1b2ee3b25404e3b2e02cb767981c9,Altempo,https://altempo.com,Construction,51-200,10M-25M,france,,"Altempo, reconnue de longue date au niveau national en tant que leader de la  Conciergerie Technique de Chantier , est experte de linstallation et de la gestion de chantier, avec une maitrise pointue du LOT 00, cle de voute des projets de construction ou de renovation batimentaire. Specialiste des c",,,,03 89 21 86 50;03 89 23 61 33,03 89 21 86 50,ok_phone
76776dd9fbb6e4bf505566ed0b1e0b87,Renov'Eco,https://renov-eco.com,Construction,51-200,10M-25M,vaivre-et-montoille,bourgogne-franche-comté,"Expert de la renovation depuis plusieurs annees, Renov'eco vous accompagne dans vos travaux d'amenagement interieur et exterieur, en vous proposant une gamme de produits etendue pour repondre a tous vos besoins en : isolation, facade, toiture, photovoltaique, fermeture, energie, chauffage, terrasse ",,,,,,no_contact
cb79791a7e8dfe1cff7e81f77dace612,FYBOLIA - Fenêtres et Portails,https://fybolia.com,Construction,51-200,10M-25M,saint-malo-des-trois-fontaines,bretagne,"Depuis 1986, Fybolia developpe ses activites (fabrication de menuiseries et portails) a Saint Malo des Trois Fontaines dans le Morbihan. Entreprise familiale rayonnant en premier lieu sur le grand ouest de la France. Fybolia est depuis toujours synonyme dambition et dinnovation. Fybolia a perennise ",accueil@fybolia.com,accueil@fybolia.com,high,02 97 75 50 23,02 97 75 50 23,ok_both
c3e9b963fddefa93c23a008ed7795d38,NUANCES UNIKALO SERVI COULEURS,https://servi-couleurs.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,,,"Distributeur independant, nous delivrons a nos clients le fruit dune experience de 50 ans daccompagnement des professionnels de la finition et de la decoration du batiment. Maitres douvrage, maitres duvre, applicateurs, et particuliers, nous sommes au plus pres de vous a chaque etape cle du projet :",,,,,,no_contact
aea0d1e1849bc50f86495aeff66e6259,ALTELA,https://altela.com,Construction,11-50,1M-5M,séméac,,"ALTELA, seul fabricant Francais de filets de protection pour le batiment, le sport, l'environnement et les filets de peche en grande nappes Ses process innovants et ses usines ultra modernes fabriquent integralement en France des filets aux normes de qualite elevees a des prix competitifs face a la ",,,,,,no_contact
d2dadc4b8ea27f3600ddfe55018c3bef,Zumaplast,https://zumaplast.com,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,,,"Distributeur specialise au service des pros du batiment et du jardin : bardage, isolation, avant toit, menuiseries, terrasse... Facebook : https://www.facebook.com/Zumaplast80/ Bardage : https://bardage.zumaplast.com/ Terrasse : https://terrasse.zumaplast.com Creee en 1992, ZUMAPLAST etait a l'origi",info@zumaplast.com;contact@agenceici.com,info@zumaplast.com,high,03 22 74 42 00;03 22 50 07 68,03 22 74 42 00,ok_both
537fa185d55fdf4be4aadcbc81d7a01c,GROUPE SDG,https://groupe-sdg.com,Construction,51-200,10M-25M,,,Groupe SDG et ses filiales : SODOBAT - 1985 - Realisation de gros uvre Specialiste dans le tertiaire et la construction d'immeubles. ADSO - 1994 - Second uvre Le travail du second uvre dans le respect des regles d'hygiene et de securite. EASYMAT SERVICES - 2007 - Installation de chantier clefs en ma,,,,,,no_contact
b46a7e5abeacf2df2af2cf36fc0992e9,MECOWORKS,https://mecoworks.com,Construction,11-50,1M-5M,saint lys,,Votre partenaire-travaux pour la production des Energies Renouvelables,info@mecoworks.com,info@mecoworks.com,high,05 61 91 72 14,05 61 91 72 14,ok_both
5018b13eceb89d88007e412024646b3e,CONSTRUCTION METALLIQUE PARIS,https://paris-metal.com,Construction,11-50,1M-5M,helene du lac,,"CONSTRUCTION METALLIQUE PARIS is a metallic construction company of PARC D ACTIVITES ALPESPACE 116 RUE PAUL EMILE VICTOR, STE HELENE DU LAC, France.",contact@paris-metal.com,contact@paris-metal.com,high,04 79 28 30 31,04 79 28 30 31,ok_both
b4b823208669783078d7c0526e204926,Feralu / e-metallerie-pro.fr,https://feralu-metallerie.fr,Construction,11-50,1M-5M,,,"Specialiste de la fabrication sur mesure de toutes vos installations metalliques et metallurgiques. Nos equipes parfaitement formees sauront effectuer dans les regles de l'art toutes les missions qui leurs sont confiees : escaliers, garde-corps, portails, ...",,,,03 29 37 31 17,03 29 37 31 17,ok_phone
e89393b5578c86085d46ffc19a1eebad,RULLIER BOIS,https://rullier.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,chef-boutonne,,"Rullier Bois est une entreprise familiale et independante depuis 1883 en negoce de bois, panneaux, terrasses, isolation, parquets et menuiseries. Nous sommes des specialistes en bois et produits derives pour la construction, la renovation et lamenagement avec : - Une veritable connaissance du bois -",,,,05 49 29 85 11;05 49 65 40 44;05 46 87 64 55;05 46 44 86 85,05 49 29 85 11,ok_phone
54719ec8982592a15d7a60ee9d93c52e,Groupe Normabaie,https://normabaie.fr,Wood Product Manufacturing,51-200,10M-25M,boulleville,,"Cree il y a 30 ans, le Groupe Normabaie sest specialise dans la conception et fabrication de menuiseries sur-mesure. Dimension, forme, vitrage, ouverture, couleur, accessoires, rien nest impose, a vous de composer la fenetre de votre choix. Normabaie Production realise des menuiseries en PVC et en a",standard@normabaie.fr;contact@normabaie.fr;info@ionos.fr,standard@normabaie.fr,high,02 32 20 24 70;02 96 87 01 44;02 31 79 71 81,02 32 20 24 70,ok_both
4aa23684b36d04c1113e3aa1279d551c,Untec Services,https://economieconstruction.com,Construction,1-10,500K-1M,paris,,"Cree en 2017, Untec Services apporte des solutions concretes aux economistes de la construction ainsi qua lensemble de la filiere en matiere de formations, evenements, logiciels et partenariats. Untec Services participe au developpement de la filiere batiment et sadresse a toutes les familles de pre",communication@economieconstruction.com;s.tribouilloy@untec.com;c.alberteau@untec.com;m.gorchs@untec.com;formation@untec-services.fr,communication@economieconstruction.com,high,01 45 63 54 78;06 23 01 44 11;01 45 63 54 82;06 28 50 93 56;01 45 63 54 77,01 45 63 54 78,ok_both
63203661f95ddbc0a10164c7e608fd3f,SAMB,https://samb.fr,Wood Product Manufacturing,11-50,5M-10M,bobigny,,"Le negoce de bois SAMB est specialise dans la vente de bois, de panneaux ainsi que dans la fabrication de coffrages specifiques, de mannequins bois et aluminium, abouts de voile et raidisseurs d'huisserie aupres des professionnels du BTP. Situee a Bobigny (93000) en proche banlieue parisienne, SAMB ",,,,01 48 33 04 07,01 48 33 04 07,ok_phone
c7254f062c4c27d61b8834cfa7229c0c,GUERIN BREMAUD,https://guerin-bremaud.com,Construction,11-50,1M-5M,beaurepaire,,"Basee pres des Herbiers en Vendee, lentreprise a ete cree en 1992 par Mr GUERIN et Mr BREMAUD, lun charpentier, lautre menuisier, issus tous deux de la meme ecole avec des valeurs fortes qui sy rattachent, celle des compagnons du Devoir. En 2015, cette entreprise continue decrire sa jolie histoire a",blandine@guerin-bremaud.com,blandine@guerin-bremaud.com,high,02 51 66 65 72;02 51 61 56 61;06 91 66 00 01;02 40 89 78 74,02 51 66 65 72,ok_both
836681d8896bac3f76269d9c48260822,Groupe ESPACS,https://groupe-espacs.com,Construction,51-200,10M-25M,,,"La premiere activite du Groupe ESPACS est nee en 1994. Specialiste de la securite physique et intelligente de sites (professionnels, collectivites et sites sensibles) a travers la pose de clotures, portails, automatismes, SSI, videosurveillance, bornes escamotables... assurees avec rigueur et profes",contact@groupe-espacs.fr;sav@espacs-automatisme.fr,contact@groupe-espacs.fr,low,04 75 68 56 60;04 75 68 99 25,04 75 68 56 60,ok_both
9bc2a0130bc713fc59cf5d7d77479334,Maïa Fondations,https://maia-fondations.groupe-maia.com,Construction,11-50,1M-5M,lyon,,"Specialiste des travaux de fondations et de soutenements, MAIA FONDATIONS fait egalement reference en matiere de travaux fluviaux et maritimes. Ancree a Lyon, MAIA FONDATIONS vous apporte des solutions sur tout le territoire. DOMAINES DINTERVENTION  FONDATIONS . Pieux battus . Micropieux . Reprise e",accueil@maia-group.fr;dpo@groupe-maia.com,accueil@maia-group.fr,low,04 26 55 38 20,04 26 55 38 20,ok_both
926c8631df6c4a66126cc81804ca9065,'CAUCHI DESIGN',https://cauchidesign.fr,Construction,11-50,1M-5M,marseille,,"Cauchi Design, present de la Cote Bleue a la Cote d'Azur sans oublier la magnifique ile de beaute et Niort, depuis plus dune vingtaine dannees, vous propose de decouvrir ses produits phares la pergola bioclimatique et le carport. Societe specialisee dans la fourniture, fabrication et pose de pergola",cauchidesign13@gmail.com;cauchidesign.var@gmail.com;cauchidesign69@gmail.com,cauchidesign13@gmail.com,medium,04 69 00 22 27;04 91 52 57 04;04 30 30 32 75;06 24 07 43 94,04 69 00 22 27,ok_both
37de3231e4611c67eac7d35dbde7ac79,GUILLOUX MATÉRIAUX,https://guillouxmateriaux.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,montviron,normandie,"GUILLOUX MATERIAUX est le specialiste en charpente-couverture et second-uvre avec toute une gamme de materiaux biosources, fort de 9 agences en Normandie, dans la Manche, le Calvados, la Seine-Maritime et l'Eure. 70 ANS que nos grands-parents ont crees la societe GUILLOUX MATERIAUX ! Scieurs depuis ",bonjour@guilloux-materiaux.com;admin@solaris-informatique.com,bonjour@guilloux-materiaux.com,low,02 31 16 21 50;02 31 34 34 04;02 32 57 15 98;02 33 89 67 77;02 33 89 82 80,02 31 16 21 50,ok_both
36b58d5a4543d3de287ba4750488b658,Ozenfant,https://ozenfant.fr,Construction,11-50,1M-5M,reims,,"Ozenfant est une entreprise specialisee dans la conception , la production ainsi que l'installation de fermetures automatiques.",contact@ozenfant.fr,contact@ozenfant.fr,high,03 26 08 16 16,03 26 08 16 16,ok_both
538cbd3b2241c375c5902ab26a0f4131,RezoProcess,https://rezoprocess.fr,Construction,1-10,500K-1M,annecy,auvergne-rhône-alpes,"Depuis le 1er janvier 2018, les entreprises de reseaux doivent livrer des plans de recolement precis (classe A) faisant egalement figurer les reseaux existants decouverts a loccasion des travaux, et georeferences par un prestataire certifie. Afin de mettre en application cette reforme, nous avons cr",rezoprocess@rezoprocess.fr,rezoprocess@rezoprocess.fr,high,06 18 11 40 13;06 12 85 40 00,06 18 11 40 13,ok_both
4dfde95cde29001068e7c09bb7be617b,MECANALU,https://mecanalu.com,Construction,11-50,1M-5M,dourdan,,"Mecanalu, fabricant et distributeur de cloisons aluminium et boxs acoustiques depuis plus de 25 ans a travers toute la France repond a toutes vos problematiques de cloisonnement despace de bureaux en vous proposant des cloisons aux lignes epurees tres design beneficiant de tres hautes performances a",,,,,,no_contact
effeaeda3f264eb2f313849a9b6ca5a4,METALLERIE NANTAISE,https://metallerie-nantaise.com,Construction,1-10,500K-1M,,,"Metallerie Nantaise | Specialiste de la metallerie sur mesure  Facades, Agencement, Securite Depuis 2017, Metallerie Nantaise accompagne les professionnels et les particuliers dans la conception, la fabrication et linstallation douvrages metalliques sur mesure. Basee a Bouaye, notre equipe met son e",contact@mnantaise.com;contact@ouiheberg.com;contact@metallerie-nantaise.fr,contact@mnantaise.com,low,02 85 52 89 47;02 85 52 33 43;09 84 45 69 03,02 85 52 89 47,ok_both
9c73aa235848167416941c255f465ee5,PermisMaison.fr,https://permismaison.fr,Construction,1-10,500K-1M,belleville en beaujolais,,"Qui Sommes-Nous   Depuis plusieurs annees et fort dune longue experience dans le domaine de la construction, Permis Maison soccupe de lensemble de vos demarches pour obtenir votre permis de construire et autres demarches de declaration prealable.  En tenant compte de votre budget, nous vous proposon",contact@permismaison.fr,contact@permismaison.fr,high,04 74 60 66 36;04 44 44 60 40,04 74 60 66 36,ok_both
8933eed063c823a40be63fb8a688c8da,SYS&COM,https://sys-et-com.fr,Construction,11-50,1M-5M,montreuil idf,,"Societe d'integration de solution multimarque / multitechnique : Smart Building, Regulation CVC, Confort, GTC/GTB & Energie.",secretariat@sys-et-com.fr,secretariat@sys-et-com.fr,high,01 41 72 11 22;01 48 51 70 09;04 74 03 05 87;04 74 03 05 83;02 59 16 22 66,01 41 72 11 22,ok_both
403f8583e958ced9a18fecd0beca6fe5,PATXA'MA,https://patxama.com/fr,Construction,1-10,500K-1M,bayonne,nouvelle-aquitaine,"!!En France, le BTP est le secteur qui produit le volume le plus important de dechets, avec plus de 228 Millions de tonnes par an. A titre de comparaison, cest 6 fois plus que pour les dechets menagers... Chaque annee au Pays Basque, Cette quantite de dechets equivaut a un mur de 2m de haut entre Ba",,,,,,no_contact
34706698533e349d65921c2f9bc84a82,MÉHAT GIRPAV,https://cloture-beton.fr,Construction,51-200,10M-25M,,,"- Lentreprise MEHAT est creee a Allaire (56) en 1960 par Raymond MEHAT, qui demarre son activite par la fabrication manuelle de produits en beton : clapiers a lapins, niches, garages, ... Dix ans plus tard, il achete sa premiere machine et debute lautomatisation de la production. Au fil des annees, ",,,,,,no_contact
a9490a70a7fcfc93782d97fa530a0fe9,WESER SAS FRANCE,https://weser.fr,Wood Product Manufacturing,51-200,10M-25M,mazières-de-touraine,centre-val de loire,"Specialiste de la Pierre Reconstituee et du Beton Decoratif, Weser offre un vaste choix de produits destines a lamenagement du jardin et a lexterieur de la maison. Fabriques avec un souci constant de qualite, les Balustrades, Piliers et Murets de cloture, Dalles et Paves, ou les Margelles de piscine",marketing@weser.fr,marketing@weser.fr,high,01 02 60 00 18,01 02 60 00 18,ok_both
08a8190b34e5accbce32f3f942c1ec62,MANTION,https://mantion.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,besancon,,"MANTIONEuropean sliding system specialist since 1920. Since 1920, MANTION has designed, manufactured and distributed sliding systems for the construction industrysuch as door, gate and shutter fittingsfrom its outfit in Besancon, France. It caters for the residential market through its building trad",mantion@mantion.com;mymantion@mantion.com,mantion@mantion.com,high,,,ok_email
c362c02724d664801f48e484f2fcc2a4,ALUMINIUM DE BRETAGNE,https://aluminium-de-bretagne.com,Construction,51-200,10M-25M,landevant,,"Presentation Aluminium De Bretagne Forte de ses 40 annees dexperience, notre societe a acquis un savoir-faire unique dans la realisation de facade et dans la fabrication de menuiseries en aluminium sur mesure. Nos equipes accompagnent les architectes dans la realisation, conception, fabrication et m",,,,,,no_contact
