id,company_name,phone,best_email,best_email_quality,dirigeant_prenom,dirigeant_nom,dirigeant_full,dirigeant_source,ville,niche,niche_source_csv,competitors_count_lsa,google_rating,google_review_count,category_google,website,google_maps_url,code_naf,siret,date_creation,tranche_effectif
21678e02-0224-4357-86e9-f628b8941f7e,Bourgogne Couverture,0380720134,contact@bourgognecouverture.fr,high,,,,,Dijon,bardage,bardage,2,4.6,13,Couvreur,http://www.bourgognecouverture.fr/,https://www.google.com/maps/place/Bourgogne+Couverture/data=!4m7!3m6!1s0x47ed61f6d8228cf3:0x5f9b74c8464e433e!8m2!3d47.3497443!4d5.065822!16s%2Fg%2F1tkjkjkd!19sChIJ84wi2PZh7UcRPkNORsh0m18?authuser=0&hl=fr&rclk=1,,,,
c2a8c014-7b6e-489e-ae67-12daeb120ac0,ECO'HABITAT,0221814681,contact@ecohabitat76.fr,high,,,,,Le Havre,bardage,bardage,2,4.9,8,Entrepreneur spécialisé dans l'isolation,https://www.ecohabitat76.fr/,https://www.google.com/maps/place/ECO%27HABITAT/data=!4m7!3m6!1s0x47e031693dea9d3b:0x3d750e0feebce0c8!8m2!3d49.506972!4d0.1993915!16s%2Fg%2F11msxyp6_m!19sChIJO53qPWkx4EcRyOC87g8OdT0?authuser=0&hl=fr&rclk=1,,,,
ebcf20b3-29bc-415e-b026-35cadd1d8308,Delacotte-Lapert SARL,0235555122,entdelacotte@orange.fr,medium,Stephane Gilles Jean-Charles,Delacotte,STEPHANE GILLES JEAN-CHARLES DELACOTTE (DELACOTTE),siret_insee,Epretot,bardage,bardage,2,4.9,76,Couvreur,https://www.delacotte-lapert-couverture.fr/,https://www.google.com/maps/place/Delacotte-Lapert+SARL/data=!4m7!3m6!1s0x47e037620b3a486b:0xe7b297a47252b174!8m2!3d49.5282342!4d0.2967805!16s%2Fg%2F1tdhl2zv!19sChIJa0g6C2I34EcRdLFScqSXsuc?authuser=0&hl=fr&rclk=1,43.91B,31922919100030,1980-04-01,03
5885a174-8f27-4066-a0a0-b9703847e317,SR Couverture Zinguerie,0235459969,srcouverture@orange.fr,medium,Sebastien Jean Bernard,Raymond,SEBASTIEN JEAN BERNARD RAYMOND,siret_insee,Le Havre,bardage,bardage,2,4.5,6,Couvreur,http://www.sr-couverture-zinguerie.fr/,https://www.google.com/maps/place/SR+Couverture+Zinguerie/data=!4m7!3m6!1s0x47e02f4beb57461b:0x7df69606eedbd74c!8m2!3d49.4990417!4d0.1510118!16s%2Fg%2F11f62mt9sx!19sChIJG0ZX60sv4EcRTNfb7gaW9n0?authuser=0&hl=fr&rclk=1,43.91B,81997234000015,2016-05-02,02
41b32492-eda3-48af-8f23-22b43ba2b7d5,"DUFOUR SAS - Couverture, Bardage, Plomberie",0235243436,contact@dufour.fr,high,Daniel,De Beaurepaire,DANIEL DE BEAUREPAIRE,siret_insee,Le Havre,chauffagiste,chauffagiste,2,4.3,165,Chauffagiste,https://dufour.fr/,"https://www.google.com/maps/place/DUFOUR+SAS+-+Couverture,+Bardage,+Plomberie/data=!4m7!3m6!1s0x47e02faa2efaaaab:0xfa356e461e4db2a2!8m2!3d49.4919311!4d0.132997!16s%2Fg%2F11g0tl0wmk!19sChIJq6r6Lqov4EcRorJNHkZuNfo?authuser=0&hl=fr&rclk=1",43.91B,35750287100027,1957-01-01,21
59f9d685-0d56-4208-be36-6cde68b8a3d1,IDEPRO Habitat,0380663437,contact@idepro-habitat.fr,high,Joffrey Louis Marc,Malaclet - Sirdey,JOFFREY LOUIS MARC MALACLET - SIRDEY,siret_insee,Longvic,bardage,bardage,2,5.0,430,Entrepreneur spécialisé dans l'isolation,http://www.idepro-habitat.fr/,https://www.google.com/maps/place/IDEPRO+Habitat/data=!4m7!3m6!1s0x47f29faa2b0168cd:0x601aa3cf01467f6b!8m2!3d47.2684602!4d5.0461515!16s%2Fg%2F11f24x8m02!19sChIJzWgBK6qf8kcRa39GAc-jGmA?authuser=0&hl=fr&rclk=1,43.29A,83346291400023,2017-11-16,11
8b5f9485-6159-41ca-9996-d09fa94636d6,Collin Burdy - Couverture Zinguerie Désamiantage,0380543199,collin.burdy.secretariat@gmail.com,medium,,,,,Dijon,bardage,bardage,2,4.8,37,Entrepreneur spécialisé dans l'isolation,http://www.couverture-desamiantage-dijon.fr/?utm_source=gmb,https://www.google.com/maps/place/Collin+Burdy+-+Couverture+Zinguerie+D%C3%A9samiantage/data=!4m7!3m6!1s0x47ed627aba2f6f07:0x1fd444cb320b4d6!8m2!3d47.2780591!4d4.9941289!16s%2Fg%2F1tgxswbw!19sChIJB28vunpi7UcR1rQgs0xE_QE?authuser=0&hl=fr&rclk=1,,,,
f0bd52ca-b3f3-4399-bb52-df528cbd1ad1,Adibat 21,0380522413,adibat21@hotmail.fr,medium,Johann Raoul,Benoist,JOHANN RAOUL BENOIST,siret_insee,Marsannay-La-Cote,bardage,bardage,2,4.9,81,Entrepreneur spécialisé dans l'isolation,http://www.adibat.com/,https://www.google.com/maps/place/Adibat+21/data=!4m7!3m6!1s0x47f29c85c272d62b:0x623c92bb53b648bd!8m2!3d47.2777367!4d5.0089781!16s%2Fg%2F1tqtx6nx!19sChIJK9ZywoWc8kcRvUi2U7uSPGI?authuser=0&hl=fr&rclk=1,43.91B,52423385500021,2010-08-06,02
0f392d6b-4012-4475-9081-5187678f8902,21 Toitures,0380397720,contact@21toitures.com,high,Damien Marc,Mansot,DAMIEN MARC MANSOT,siret_insee,Dijon,bardage,bardage,2,4.9,124,Couvreur,https://www.21toitures.com/,https://www.google.com/maps/place/21+Toitures/data=!4m7!3m6!1s0x47f29de409308021:0xdc2aba2351f9bc2e!8m2!3d47.305444!4d5.024378!16s%2Fg%2F1v6wnnqp!19sChIJIYAwCeSd8kcRLrz5USO6Ktw?authuser=0&hl=fr&rclk=1,43.91A,51340275000014,2009-07-01,11
4d4ecf09-3dba-4295-916d-2e9b95ebed3a,Isole Plus Energies,0380273152,contact@isoleplus.com,low,,,,,Dijon,bardage,bardage,2,4.5,257,Entrepreneur spécialisé dans l'isolation,https://www.isole-plus.fr/?utm_source=gmb,https://www.google.com/maps/place/Isole+Plus+Energies/data=!4m7!3m6!1s0x47f29c64032dfb53:0x32158d63681c36ea!8m2!3d47.2747708!4d5.0085448!16s%2Fg%2F1tj5q20t!19sChIJU_stA2Sc8kcR6jYcaGONFTI?authuser=0&hl=fr&rclk=1,,,,
ba7c37c9-6f00-4dd0-8d3b-49326cf245a1,Bâti-Tech Rénovation & Aménagement à Dijon,0380435663,contact@bati-tech.fr,high,Est Dimitri Ci-Après L,Pierre,est PIERRE Dimitri ci-après l,mentions_legales,Dijon,bardage,bardage,2,5.0,4,Entreprise de construction,https://bati-tech.fr/,https://www.google.com/maps/place/B%C3%A2ti-Tech+R%C3%A9novation+%26+Am%C3%A9nagement+%C3%A0+Dijon/data=!4m7!3m6!1s0x47ed63255f29e201:0xba41c06a2b3f3b0!8m2!3d47.3433528!4d4.997278!16s%2Fg%2F11tt8fwp8r!19sChIJAeIpXyVj7UcRsPOzogYcpAs?authuser=0&hl=fr&rclk=1,,,,
ce0ae2d9-4a88-416c-ae23-6e44f71687bd,ATTILA Dijon Nord,0392030066,contact@attila.fr,high,Internet.,De Même,internet. De même,mentions_legales,Dijon,bardage,bardage,2,4.8,19,Couvreur,https://www.attila.fr/nos-agences/attila-dijon-nord,https://www.google.com/maps/place/ATTILA+Dijon+Nord/data=!4m7!3m6!1s0x47ed61fccb844693:0xe196e5b6f5cad808!8m2!3d47.3377322!4d5.100993!16s%2Fg%2F11y4lq8cxg!19sChIJk0aEy_xh7UcRCNjK9bblluE?authuser=0&hl=fr&rclk=1,,,,
f231a00f-15ae-4446-98bf-32e65d512ce3,SARL Cascarra Frères,0607508037,contact@cascarra-charpente-couverture.fr,high,Anthony Michel Antoine,Cascarra,ANTHONY MICHEL ANTOINE CASCARRA,siret_insee,Lux,bardage,bardage,2,5.0,3,Couvreur,https://www.cascarra-charpente-couverture.fr/,https://www.google.com/maps/place/SARL+Cascarra+Fr%C3%A8res/data=!4m7!3m6!1s0xca162b5ce2a7e4d:0x63e174a16c38e961!8m2!3d47.4835416!4d5.1001665!16s%2Fg%2F11xn3ky2b5!19sChIJTX4qzrVioQwRYek4bKF04WM?authuser=0&hl=fr&rclk=1,43.91A,98944654700014,2025-08-11,NN
3478a525-6192-4bb3-b602-b05bbab1a338,Jacquin renovation,0766133231,digitalagencyonline.contact@gmail.com,medium,Est,Www.digitalagencyonline.fr,est www.digitalagencyonline.fr,mentions_legales,Le Havre,bardage,bardage,2,5.0,22,Couvreur,https://jacquinrenovation.fr/,https://www.google.com/maps/place/Jacquin+renovation/data=!4m7!3m6!1s0x47e03120d3e95055:0x12c75e5f0a7fd781!8m2!3d49.511557!4d0.1897565!16s%2Fg%2F11j2wlw4tl!19sChIJVVDp0yAx4EcRgdd_Cl9exxI?authuser=0&hl=fr&rclk=1,,,,
d49a752e-b7d8-49b5-adda-34ea61681a63,Isolation by Tryba,0367806298,contact@isolationbytryba.fr,high,,,,,Dijon,bardage,bardage,2,5.0,4,Entrepreneur spécialisé dans l'isolation,https://www.isolationbytryba.fr/agence/isolation-by-tryba-a-saint-apollinaire-21/?utm_source=GMB&utm_medium=CTA-WEB&utm_campaign=IBTStApollinaire,https://www.google.com/maps/place/Isolation+by+Tryba/data=!4m7!3m6!1s0x47f29f5445a0ceab:0xd287c0b83c48b240!8m2!3d47.3319498!4d5.0921868!16s%2Fg%2F11nsmj7stn!19sChIJq86gRVSf8kcRQLJIPLjAh9I?authuser=0&hl=fr&rclk=1,,,,
7d26145f-e6eb-44e9-b2ea-dc5a7bf0ea40,Pratlong Toitures,0466235771,pratlongtoitures@outlook.fr,medium,,,,,Nîmes,bardage,bardage,2,4.6,9,Couvreur,http://www.pratlong-toitures-couvertures-charpentes.fr/?utm_source=gmb,https://www.google.com/maps/place/Pratlong+Toitures/data=!4m7!3m6!1s0x12b42e74c37fcf27:0x947740d7fcebab2!8m2!3d43.8502435!4d4.3455679!16s%2Fg%2F1tg2gkgh!19sChIJJ89_w3QutBIRsrrOfw10Rwk?authuser=0&hl=fr&rclk=1,,,,
f4493bd7-84ef-4520-af52-1174a51a9f88,ISOREX 76 - RGE ISOLATION PAR L'EXTÉRIEUR ET RAVALEMENT DE FAÇADE,0981484968,contact@isorex.fr,high,Ekbal,El Shazly,EKBAL EL SHAZLY (NASEF),siret_insee,Le Havre,bardage,bardage,2,4.6,20,Entrepreneur spécialisé dans l'isolation,https://www.isorex.fr/,https://www.google.com/maps/place/ISOREX+76+-+RGE+ISOLATION+PAR+L%27EXT%C3%89RIEUR+ET+RAVALEMENT+DE+FA%C3%87ADE/data=!4m7!3m6!1s0x47e02f2d5b2da591:0x2e9c31b0ccb494d7!8m2!3d49.4807435!4d0.1518024!16s%2Fg%2F11kxptr20r!19sChIJkaUtWy0v4EcR15S0zLAxnC4?authuser=0&hl=fr&rclk=1,43.99C,88779946800012,2020-07-20,12
a63bae19-709d-460d-bb06-42ce74182513,SOPREMA Entreprises et services SOPRASSISTANCE,0466755164,contact@soprema-entreprises.fr,high,,,,,Nîmes,bardage,bardage,2,4.8,26,Entrepreneur spécialisé dans l'isolation,https://www.soprema-entreprises.fr/entite/agence/entreprise-etancheite-nimes/?utm_source=gmb,https://www.google.com/maps/place/SOPREMA+Entreprises+et+services+SOPRASSISTANCE/data=!4m7!3m6!1s0x12b5cd81a110da67:0x487aa7d9046d9993!8m2!3d43.8613182!4d4.4412424!16s%2Fg%2F1thjqnxz!19sChIJZ9oQoYHNtRIRk5ltBNmnekg?authuser=0&hl=fr&rclk=1,,,,
38464d6c-0155-417e-9ae2-bb0509e6da2e,France Revet GARD,0484140442,contact@france-revet.fr,low,Yann,Guerid,YANN GUERID,mentions_legales,Nîmes,bardage,bardage,2,4.6,9,Entrepreneur spécialisé dans l'isolation,http://www.france-revet-gard.fr/,https://www.google.com/maps/place/France+Revet+GARD/data=!4m7!3m6!1s0x12b42d863cf47265:0x2b47d134562357ca!8m2!3d43.8418894!4d4.3943985!16s%2Fg%2F11fk4l6fz8!19sChIJZXL0PIYttBIRylcjVjTRRys?authuser=0&hl=fr&rclk=1,,,,
43834920-3092-4a54-bf21-d26c9ca90bf0,BCF Habitat - UNISO - Le Mans,0243013671,communication@groupebcf.fr,low,Laurent,Allard,LAURENT ALLARD (ALLARD),siret_insee,Roubaix,bardage,bardage,2,4.9,30,Entreprise de construction,https://www.bcfhabitat.fr/,https://www.google.com/maps/place/BCF+Habitat+-+UNISO+-+Le+Mans/data=!4m7!3m6!1s0x47e28f3def8d0fd7:0x3d880877cf118c4b!8m2!3d47.980168!4d0.1938127!16s%2Fg%2F11c53020qz!19sChIJ1w-N7z2P4kcRS4wRz3cIiD0?authuser=0&hl=fr&rclk=1,63.11Z,42476141900045,1999-10-15,42
f185cebe-022c-434d-a46e-3df60be8cf53,Chris couverture,0652431761,protegetoitbatiment@icloud.com,medium,Richard,Christol,Richard Christol,mentions_legales,Le Mans,bardage,bardage,2,4.8,93,Couvreur,https://www.chriscouverture.fr/,https://www.google.com/maps/place/Chris+couverture/data=!4m7!3m6!1s0x47e28fe4bbbeb211:0x4627645b7a15e1cd!8m2!3d47.9995383!4d0.2057821!16s%2Fg%2F11fwzg6z6_!19sChIJEbK-u-SP4kcRzeEVeltkJ0Y?authuser=0&hl=fr&rclk=1,,,,
cd07f2c3-0617-4145-a8c9-9865a8d6b727,LJR Couverture - NÎMES LOPES 🏠,0631504283,lopesrenovation@yahoo.com,medium,Jainhson,Lopez,JAINHSON LOPEZ,siret_insee,Nimes,bardage,bardage,2,4.9,59,Couvreur,http://toituresgard.fr/,https://www.google.com/maps/place/LJR+Couverture+-+N%C3%8EMES+LOPES+%F0%9F%8F%A0/data=!4m7!3m6!1s0x12b42d33b1d44ec3:0x387698a7f31ff54f!8m2!3d43.8336023!4d4.3944101!16s%2Fg%2F11c2l422_0!19sChIJw07UsTMttBIRT_Uf86eYdjg?authuser=0&hl=fr&rclk=1,43.99C,51208891500024,2009-04-27,NN
c87f11bf-fae8-4e4f-895a-6ddbc791d35d,Darthevel Charpente & Couverture,0243813055,darbat@darthevel-couverture.fr,high,Sebastien,Leblanc,SEBASTIEN LEBLANC (LEBLANC),siret_insee,Cerans-Foulletourte,bardage,bardage,2,5.0,11,Couvreur,https://www.darthevel-couverture.fr/,https://www.google.com/maps/place/Darthevel+Charpente+%26+Couverture/data=!4m7!3m6!1s0x47e2898fb6ebe567:0xf9d2dbe3b6904fbf!8m2!3d48.0267156!4d0.2342972!16s%2Fg%2F11qnzmnfv0!19sChIJZ-Xrto-J4kcRv0-QtuPb0vk?authuser=0&hl=fr&rclk=1,43.91B,80994695700010,2015-02-24,01
7d301a5c-0459-4df2-8621-679abfd0fb2d,ATTILA Le Mans Sud,0243860537,contact@attila.fr,high,Laure,Saillour Nous Recrutons Du,Laure Saillour Nous recrutons Du,mentions_legales,Le Mans,bardage,bardage,2,4.8,18,Couvreur,http://www.attila.fr/nos-agences/attila-le-mans-sud?utm_source=Google&utm_medium=MyBusiness,https://www.google.com/maps/place/ATTILA+Le+Mans+Sud/data=!4m7!3m6!1s0x47e28f630bd2e0a7:0x409c55fa62276dbc!8m2!3d47.9630884!4d0.215936!16s%2Fg%2F11f37kvqlf!19sChIJp-DSC2OP4kcRvG0nYvpVnEA?authuser=0&hl=fr&rclk=1,,,,
1e0d2319-fa00-420b-956a-c96f182bbb3d,Couvreur / Charpentier / Constructeur Bois - SARL Arts et Bois,0764190099,contact@artsetbois.fr,high,Flavien,Plessis,Flavien Plessis,mentions_legales,Le Mans,bardage,bardage,2,5.0,17,Couvreur,https://artsetbois.fr/,https://www.google.com/maps/place/Couvreur+%2F+Charpentier+%2F+Constructeur+Bois+-+SARL+Arts+et+Bois/data=!4m7!3m6!1s0x695cd7587a17f679:0x74cd5a3c63dc9367!8m2!3d48.0268278!4d0.2422413!16s%2Fg%2F11x2815__3!19sChIJefYXeljXXGkRZ5PcYzxazXQ?authuser=0&hl=fr&rclk=1,,,,
e647c919-9702-43c0-ba2a-7a4306f7efa3,Métamorphose Toit – Couvreur Facadier Nîmes,0448065070,contact@metamorphose-toit.fr,high,Gregory,Horn,GREGORY HORN,siret_insee,Nimes,bardage,bardage,2,4.9,51,Entrepreneur spécialisé dans l'isolation,https://www.metamorphose-toit.fr/,https://www.google.com/maps/place/M%C3%A9tamorphose+Toit+%E2%80%93+Couvreur+Facadier+N%C3%AEmes/data=!4m7!3m6!1s0x12b42dbc18649083:0xa7b663f1db793925!8m2!3d43.8064097!4d4.3268653!16s%2Fg%2F11jsph_4dd!19sChIJg5BkGLwttBIRJTl52_Fjtqc?authuser=0&hl=fr&rclk=1,43.91B,44288955600035,2002-05-20,NN
ebd08de4-f5a4-46fa-b996-cd98a31ce076,PPF Le Mans,0285521949,contact@medimmoconso.fr,low,,,,,Le Mans,bardage,bardage,2,4.6,232,Entrepreneur spécialisé dans l'isolation,https://ppf.fr/reseau-ppf/ppf-ou-nous-trouver/agence-ppf-72-le-mans/?utm_source=gmb,https://www.google.com/maps/place/PPF+Le+Mans/data=!4m7!3m6!1s0x47e2893d0f168003:0x3b42ab7a65531ce3!8m2!3d48.0267754!4d0.1945037!16s%2Fg%2F11fct8g6fp!19sChIJA4AWDz2J4kcR4xxTZXqrQjs?authuser=0&hl=fr&rclk=1,,,,
a6150f46-d10e-4a33-9802-c2b5e8b15f84,Ets BOBET,0243478268,commercial@charpentebobet.fr,low,,,,,Le Mans,bardage,bardage,2,4.5,8,Entreprise de construction métallique,https://www.charpentemetallique-bobet.fr/,https://www.google.com/maps/place/Ets+BOBET/data=!4m7!3m6!1s0x47e284e8368fd31b:0x3022705c667f1698!8m2!3d47.9429283!4d0.1105252!16s%2Fg%2F1tgdbq0_!19sChIJG9OPNuiE4kcRmBZ_ZlxwIjA?authuser=0&hl=fr&rclk=1,,,,
c507c008-1429-4979-9cc2-2ea2a43d432f,"HAR COUVREUR SARTHE Couvreur Charpentier étanchéité, recherche de fuite, velux, entretien, gouttière",0637709195,har.couvreur.sarthe@gmail.com,medium,Mickael,Hardy,MICKAEL HARDY,siret_insee,Change,bardage,bardage,2,4.5,30,Entrepreneur spécialisé dans l'isolation,https://har-couvreur-sarthe.fr/,"https://www.google.com/maps/place/HAR+COUVREUR+SARTHE+Couvreur+Charpentier+%C3%A9tanch%C3%A9it%C3%A9,+recherche+de+fuite,+velux,+entretien,+goutti%C3%A8re/data=!4m7!3m6!1s0x47e28d07ed8f0c99:0xd328844e86262016!8m2!3d48.0113612!4d0.2015271!16s%2Fg%2F11pyc30hj8!19sChIJmQyP7QeN4kcRFiAmhk6EKNM?authuser=0&hl=fr&rclk=1",47.89Z,43157580200027,2000-06-01,NN
