id,niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_assigned,city_matched,city_match_method,competitors_count_lsa,emails_found,email_quality,best_email,best_email_quality,pages_visited
62820d41-761c-4da2-9cd2-56c663ac7199,bardage,YASART - isolation extérieure | ravalement de façade,https://www.google.com/maps/place/YASART+-+isolation+ext%C3%A9rieure+%7C+ravalement+de+fa%C3%A7ade/data=!4m7!3m6!1s0x62eca5b23de5629b:0xb47c2b797b85641!8m2!3d48.6133063!4d7.7402639!16s%2Fg%2F11vf9bj81y!19sChIJm2LlPbKl7GIRQVa4l7fCRws?authuser=0&hl=fr&rclk=1,5.0,24,Entrepreneur spécialisé dans l'isolation,·,,0766521853,https://www.yasart.fr/,bardage,Strasbourg,gps_3km,2,,,,,5
849c097d-fdda-4cbd-97a0-ca41f2cc7179,bardage,Cibetanche - Reims 10,https://www.google.com/maps/place/Cibetanche+-+Reims+10/data=!4m7!3m6!1s0x47e976a297554d2d:0xd9979885c426a04!8m2!3d49.2318202!4d4.0807117!16s%2Fg%2F1thx_3mr!19sChIJLU1Vl6J26UcRBGpCXIh5mQ0?authuser=0&hl=fr&rclk=1,4.6,8,Entreprise de construction,·,,0326853549,http://cibetanche.fr/,bardage,Reims,name,2,contact04@cibetanche.fr;contact10@cibetanche.fr;contact21@cibetanche.fr,high;high;high,contact04@cibetanche.fr,high,4
d2726368-42a1-4bdd-aa74-fa4bdffe60a2,bardage,"DRM Rénovation Spécialiste isolation extérieure, Ravalement enduit projeté, Menuiseries et Carport proche LE HAVRE 76 RGE","https://www.google.com/maps/place/DRM+R%C3%A9novation+Sp%C3%A9cialiste+isolation+ext%C3%A9rieure,+Ravalement+enduit+projet%C3%A9,+Menuiseries+et+Carport+proche+LE+HAVRE+76+RGE/data=!4m7!3m6!1s0x47e0306592f276b1:0xfc3c8ab0aba66c70!8m2!3d49.5102499!4d0.2278141!16s%2Fg%2F11j2yq79vh!19sChIJsXbykmUw4EcRcGymq7CKPPw?authuser=0&hl=fr&rclk=1",4.8,167,Entrepreneur spécialisé dans l'isolation,·,,0235240954,https://www.drmrenovation.fr/,bardage,Le Havre,name,2,contact@drmrenovation.fr,high,contact@drmrenovation.fr,high,5
dba66d48-f07b-423b-84c9-079bf6e49aaf,bardage,Face Champagne-Ardenne,https://www.google.com/maps/place/Face+Champagne-Ardenne/data=!4m7!3m6!1s0x47e9753dbe6474f7:0x5a70bb2c4f9713fb!8m2!3d49.2692816!4d4.0011576!16s%2Fg%2F11gg67y6zq!19sChIJ93Rkvj116UcR-xOXTyy7cFo?authuser=0&hl=fr&rclk=1,4.8,4,Entreprise de construction,·,,0326778185,https://www.face-sa.fr/filiales/face-champagne-ardenne/,bardage,Reims,gps_2km,2,contact@face-sa.fr,high,contact@face-sa.fr,high,4
1ffbbe4b-309e-4d50-83c2-61e5ae21f0cb,bardage,Jaloux Habitat Evolution,https://www.google.com/maps/place/Jaloux+Habitat+Evolution/data=!4m7!3m6!1s0x47e9744eaeecd5ef:0x67edbbf3d69e2293!8m2!3d49.2486092!4d4.0404866!16s%2Fg%2F11b6dph6xk!19sChIJ79Xsrk506UcRkyKe1vO77Wc?authuser=0&hl=fr&rclk=1,4.8,16,Entrepreneur spécialisé dans l'isolation,·,,0326854832,https://www.jaloux-peinture.fr/,bardage,Reims,gps_1km,2,kp.design@orange.fr;sa.jaloux@wanadoo.fr,medium;medium,kp.design@orange.fr,medium,4
4b9498d7-6561-4e9d-a04a-eaede391c75e,bardage,SD Couverture Reims,https://www.google.com/maps/place/SD+Couverture+Reims/data=!4m7!3m6!1s0x47e975898d100ed5:0xbca417ad3b6e4ca8!8m2!3d49.2342112!4d4.0682661!16s%2Fg%2F11rb9mdlzq!19sChIJ1Q4QjYl16UcRqExuO60XpLw?authuser=0&hl=fr&rclk=1,5.0,8,Couvreur,8 bis Rue Gabriel Voisin,,0776238373,https://www.sdcouverture51.fr/,bardage,Reims,name,2,sdcouverture51@gmail.com,medium,sdcouverture51@gmail.com,medium,5
d0821dd1-618f-49bc-b1dd-3b5b32e867e7,bardage,CEGIB Couverture,https://www.google.com/maps/place/CEGIB+Couverture/data=!4m7!3m6!1s0x42b83fdf57a55359:0xdf7326a1d29a70b1!8m2!3d49.525665!4d0.084917!16s%2Fg%2F11m6j7vnmq!19sChIJWVOlV98_uEIRsXCa0qEmc98?authuser=0&hl=fr&rclk=1,4.8,13,Couvreur,22 Rue Thérèse Peltier,,0235264341,https://www.cegib.fr/,bardage,Le Havre,gps_3km,2,,,,,5
21678e02-0224-4357-86e9-f628b8941f7e,bardage,Bourgogne Couverture,https://www.google.com/maps/place/Bourgogne+Couverture/data=!4m7!3m6!1s0x47ed61f6d8228cf3:0x5f9b74c8464e433e!8m2!3d47.3497443!4d5.065822!16s%2Fg%2F1tkjkjkd!19sChIJ84wi2PZh7UcRPkNORsh0m18?authuser=0&hl=fr&rclk=1,4.6,13,Couvreur,·,,0380720134,http://www.bourgognecouverture.fr/,bardage,Dijon,gps_3km,2,contact@bourgognecouverture.fr,high,contact@bourgognecouverture.fr,high,5
c2a8c014-7b6e-489e-ae67-12daeb120ac0,bardage,ECO'HABITAT,https://www.google.com/maps/place/ECO%27HABITAT/data=!4m7!3m6!1s0x47e031693dea9d3b:0x3d750e0feebce0c8!8m2!3d49.506972!4d0.1993915!16s%2Fg%2F11msxyp6_m!19sChIJO53qPWkx4EcRyOC87g8OdT0?authuser=0&hl=fr&rclk=1,4.9,8,Entrepreneur spécialisé dans l'isolation,·,,0221814681,https://www.ecohabitat76.fr/,bardage,Le Havre,gps_6km,2,contact@ecohabitat76.fr,high,contact@ecohabitat76.fr,high,3
ebcf20b3-29bc-415e-b026-35cadd1d8308,bardage,Delacotte-Lapert SARL,https://www.google.com/maps/place/Delacotte-Lapert+SARL/data=!4m7!3m6!1s0x47e037620b3a486b:0xe7b297a47252b174!8m2!3d49.5282342!4d0.2967805!16s%2Fg%2F1tdhl2zv!19sChIJa0g6C2I34EcRdLFScqSXsuc?authuser=0&hl=fr&rclk=1,4.9,76,Couvreur,455 Rte de la Vignotière,,0235555122,https://www.delacotte-lapert-couverture.fr/,bardage,Le Havre,gps_14km,2,entdelacotte@orange.fr,medium,entdelacotte@orange.fr,medium,4
5885a174-8f27-4066-a0a0-b9703847e317,bardage,SR Couverture Zinguerie,https://www.google.com/maps/place/SR+Couverture+Zinguerie/data=!4m7!3m6!1s0x47e02f4beb57461b:0x7df69606eedbd74c!8m2!3d49.4990417!4d0.1510118!16s%2Fg%2F11f62mt9sx!19sChIJG0ZX60sv4EcRTNfb7gaW9n0?authuser=0&hl=fr&rclk=1,4.5,6,Couvreur,8 Rue de Mieulle,,0235459969,http://www.sr-couverture-zinguerie.fr/,bardage,Le Havre,gps_3km,2,srcouverture@orange.fr,medium,srcouverture@orange.fr,medium,4
2dde1140-9329-4161-bbaa-8c1b7d17fe89,bardage,Sarl Lebaillif Couverture,https://www.google.com/maps/place/Sarl+Lebaillif+Couverture/data=!4m7!3m6!1s0x47e02fc851302883:0x626012587a214562!8m2!3d49.4945951!4d0.1559964!16s%2Fg%2F1tkn_1xw!19sChIJgygwUcgv4EcRYkUhelgSYGI?authuser=0&hl=fr&rclk=1,4.8,207,Couvreur,13 Rue Westinghouse,,0235531779,https://lebaillif-couverture.fr/,bardage,Le Havre,gps_3km,2,,,,,5
38715cb3-1c1d-4453-91e9-4179787b94a4,bardage,Toiture Jacquin - Couvreur Le Havre 76600,https://www.google.com/maps/place/Toiture+Jacquin+-+Couvreur+Le+Havre+76600/data=!4m7!3m6!1s0x47e02f5f646c3eed:0xcb3c77094999ad3c!8m2!3d49.5159103!4d0.169489!16s%2Fg%2F11vlm6h7rs!19sChIJ7T5sZF8v4EcRPK2ZSQl3PMs?authuser=0&hl=fr&rclk=1,4.9,131,Couvreur,88 Av. du 8 Mai 1945,,0603844998,https://www.facebook.com/213677405162549?utm_source=gmb,bardage,Le Havre,name,2,,,,,5
41b32492-eda3-48af-8f23-22b43ba2b7d5,chauffagiste,"DUFOUR SAS - Couverture, Bardage, Plomberie","https://www.google.com/maps/place/DUFOUR+SAS+-+Couverture,+Bardage,+Plomberie/data=!4m7!3m6!1s0x47e02faa2efaaaab:0xfa356e461e4db2a2!8m2!3d49.4919311!4d0.132997!16s%2Fg%2F11g0tl0wmk!19sChIJq6r6Lqov4EcRorJNHkZuNfo?authuser=0&hl=fr&rclk=1",4.3,165,Chauffagiste,·,,0235243436,https://dufour.fr/,chauffagiste,Le Havre,gps_1km,2,contact@dufour.fr,high,contact@dufour.fr,high,4
59f9d685-0d56-4208-be36-6cde68b8a3d1,bardage,IDEPRO Habitat,https://www.google.com/maps/place/IDEPRO+Habitat/data=!4m7!3m6!1s0x47f29faa2b0168cd:0x601aa3cf01467f6b!8m2!3d47.2684602!4d5.0461515!16s%2Fg%2F11f24x8m02!19sChIJzWgBK6qf8kcRa39GAc-jGmA?authuser=0&hl=fr&rclk=1,5.0,430,Entrepreneur spécialisé dans l'isolation,·,,0380663437,http://www.idepro-habitat.fr/,bardage,Dijon,gps_5km,2,contact@idepro-habitat.fr,high,contact@idepro-habitat.fr,high,5
8b5f9485-6159-41ca-9996-d09fa94636d6,bardage,Collin Burdy - Couverture Zinguerie Désamiantage,https://www.google.com/maps/place/Collin+Burdy+-+Couverture+Zinguerie+D%C3%A9samiantage/data=!4m7!3m6!1s0x47ed627aba2f6f07:0x1fd444cb320b4d6!8m2!3d47.2780591!4d4.9941289!16s%2Fg%2F1tgxswbw!19sChIJB28vunpi7UcR1rQgs0xE_QE?authuser=0&hl=fr&rclk=1,4.8,37,Entrepreneur spécialisé dans l'isolation,·,,0380543199,http://www.couverture-desamiantage-dijon.fr/?utm_source=gmb,bardage,Dijon,gps_6km,2,collin.burdy.secretariat@gmail.com,medium,collin.burdy.secretariat@gmail.com,medium,4
3504d8ff-ee83-4126-a8d4-7a4523b8784f,bardage,Carnier couverture76 - Couvreur Réparation Nettoyage Rénovation Recherche Fuite Toiture Seine-Maritime Montivilliers Le-Havre,https://www.google.com/maps/place/Carnier+couverture76+-+Couvreur+R%C3%A9paration+Nettoyage+R%C3%A9novation+Recherche+Fuite+Toiture+Seine-Maritime+Montivilliers+Le-Havre/data=!4m7!3m6!1s0x47e03b1a9ed0f87b:0x1049bc7c2a0ce1f8!8m2!3d49.5442527!4d0.1830554!16s%2Fg%2F11jvfs1mqx!19sChIJe_jQnho74EcR-OEMKny8SRA?authuser=0&hl=fr&rclk=1,5.0,44,Couvreur,22 Av. Président Wilson,,0663017089,http://www.carnier-couverture76.fr/,bardage,Le Havre,gps_7km,2,,,,,5
4f42e1d6-6c54-4bbc-b99d-d4523692882b,bardage,F.T Couverture Rénovation à Dijon - Couvreur 21 : Réparation Nettoyage Dépannage Fuites Remplacement Toiture Côte-d'Or,https://www.google.com/maps/place/F.T+Couverture+R%C3%A9novation+%C3%A0+Dijon+-+Couvreur+21+:+R%C3%A9paration+Nettoyage+D%C3%A9pannage+Fuites+Remplacement+Toiture+C%C3%B4te-d%27Or/data=!4m7!3m6!1s0x47ed63213df8e085:0x44697b1838f9eeb7!8m2!3d47.3712668!4d5.0509537!16s%2Fg%2F11r_thr4dz!19sChIJheD4PSFj7UcRt-75OBh7aUQ?authuser=0&hl=fr&rclk=1,5.0,10,Couvreur,200 Rte de Langres,,0640732610,https://www.ft-couverturerenovation.fr/,bardage,Dijon,name,2,,,,,5
f0bd52ca-b3f3-4399-bb52-df528cbd1ad1,bardage,Adibat 21,https://www.google.com/maps/place/Adibat+21/data=!4m7!3m6!1s0x47f29c85c272d62b:0x623c92bb53b648bd!8m2!3d47.2777367!4d5.0089781!16s%2Fg%2F1tqtx6nx!19sChIJK9ZywoWc8kcRvUi2U7uSPGI?authuser=0&hl=fr&rclk=1,4.9,81,Entrepreneur spécialisé dans l'isolation,756 Rue des Vignes Dardelain,,0380522413,http://www.adibat.com/,bardage,Dijon,gps_5km,2,adibat21@hotmail.fr,medium,adibat21@hotmail.fr,medium,4
0f392d6b-4012-4475-9081-5187678f8902,bardage,21 Toitures,https://www.google.com/maps/place/21+Toitures/data=!4m7!3m6!1s0x47f29de409308021:0xdc2aba2351f9bc2e!8m2!3d47.305444!4d5.024378!16s%2Fg%2F1v6wnnqp!19sChIJIYAwCeSd8kcRLrz5USO6Ktw?authuser=0&hl=fr&rclk=1,4.9,124,Couvreur,13 Rue de Marsannay-la-Côte,,0380397720,https://www.21toitures.com/,bardage,Dijon,gps_2km,2,contact@21toitures.com,high,contact@21toitures.com,high,4
4d4ecf09-3dba-4295-916d-2e9b95ebed3a,bardage,Isole Plus Energies,https://www.google.com/maps/place/Isole+Plus+Energies/data=!4m7!3m6!1s0x47f29c64032dfb53:0x32158d63681c36ea!8m2!3d47.2747708!4d5.0085448!16s%2Fg%2F1tj5q20t!19sChIJU_stA2Sc8kcR6jYcaGONFTI?authuser=0&hl=fr&rclk=1,4.5,257,Entrepreneur spécialisé dans l'isolation,·,,0380273152,https://www.isole-plus.fr/?utm_source=gmb,bardage,Dijon,gps_5km,2,contact@isoleplus.com,low,contact@isoleplus.com,low,4
fff3f3af-5ff0-4486-9d36-36c1f8ce7e20,bardage,EB Côte D'Or Rénovation,https://www.google.com/maps/place/EB+C%C3%B4te+D%27Or+R%C3%A9novation/data=!4m7!3m6!1s0x47f29d42c979b823:0x58e8f9b677377594!8m2!3d47.4655671!4d4.7919769!16s%2Fg%2F11rj65mfgc!19sChIJI7h5yUKd8kcRlHU3d7b56Fg?authuser=0&hl=fr&rclk=1,5.0,140,Couvreur,·,,0610852300,https://cotedorrenovation.wixsite.com/accueil,bardage,Dijon,gps_24km,2,,,,,5
ba7c37c9-6f00-4dd0-8d3b-49326cf245a1,bardage,Bâti-Tech Rénovation & Aménagement à Dijon,https://www.google.com/maps/place/B%C3%A2ti-Tech+R%C3%A9novation+%26+Am%C3%A9nagement+%C3%A0+Dijon/data=!4m7!3m6!1s0x47ed63255f29e201:0xba41c06a2b3f3b0!8m2!3d47.3433528!4d4.997278!16s%2Fg%2F11tt8fwp8r!19sChIJAeIpXyVj7UcRsPOzogYcpAs?authuser=0&hl=fr&rclk=1,5.0,4,Entreprise de construction,8 Rue des Moulissards,,0380435663,https://bati-tech.fr/,bardage,Dijon,name,2,contact@bati-tech.fr,high,contact@bati-tech.fr,high,4
ce0ae2d9-4a88-416c-ae23-6e44f71687bd,bardage,ATTILA Dijon Nord,https://www.google.com/maps/place/ATTILA+Dijon+Nord/data=!4m7!3m6!1s0x47ed61fccb844693:0xe196e5b6f5cad808!8m2!3d47.3377322!4d5.100993!16s%2Fg%2F11y4lq8cxg!19sChIJk0aEy_xh7UcRCNjK9bblluE?authuser=0&hl=fr&rclk=1,4.8,19,Couvreur,3 Rue de la Goulette,,0392030066,https://www.attila.fr/nos-agences/attila-dijon-nord,bardage,Dijon,name,2,contact@attila.fr;support@attila.fr,high;high,contact@attila.fr,high,4
f231a00f-15ae-4446-98bf-32e65d512ce3,bardage,SARL Cascarra Frères,https://www.google.com/maps/place/SARL+Cascarra+Fr%C3%A8res/data=!4m7!3m6!1s0xca162b5ce2a7e4d:0x63e174a16c38e961!8m2!3d47.4835416!4d5.1001665!16s%2Fg%2F11xn3ky2b5!19sChIJTX4qzrVioQwRYek4bKF04WM?authuser=0&hl=fr&rclk=1,5.0,3,Couvreur,·,,0607508037,https://www.cascarra-charpente-couverture.fr/,bardage,Dijon,gps_18km,2,contact@cascarra-charpente-couverture.fr;anthony_cascarra@icloud.com;jean.dupont@gmail.com,high;medium;medium,contact@cascarra-charpente-couverture.fr,high,4
43b2f1bc-a86b-47d4-9dd6-e75d9d242837,bardage,Dupasquier & Bloino,https://www.google.com/maps/place/Dupasquier+%26+Bloino/data=!4m7!3m6!1s0x4796b92f477d6a57:0x8002505ccf0c6d53!8m2!3d48.6741374!4d7.7235928!16s%2Fg%2F11btmbnxcc!19sChIJV2p9Ry-5lkcRU20Mz1xQAoA?authuser=0&hl=fr&rclk=1,4.7,12,Couvreur,12 All. du Château de Sury,,0388974939,https://www.dupasquier-bloino.fr/,bardage,Strasbourg,gps_10km,2,,,,,5
5e70ed8e-583c-4ecb-92be-13c84dd8fb40,bardage,Cadiou Couverture (couvreur Dijon 21),https://www.google.com/maps/place/Cadiou+Couverture+%28couvreur+Dijon+21%29/data=!4m7!3m6!1s0x47f29fbd1da05cb5:0xf5ccc625a15eb06f!8m2!3d47.2765408!4d5.1167589!16s%2Fg%2F11rtm43_wf!19sChIJtVygHb2f8kcRb7BeoSXGzPU?authuser=0&hl=fr&rclk=1,4.8,17,Couvreur,5 Rue Alexandra David Neel,,0633211868,https://www.facebook.com/profile.php?id=100077162592218&sk=about,bardage,Dijon,name,2,,,,,5
12271467-0c91-47fe-b401-beb2cc2dfb77,bardage,Artisan toiture - Couvreur Zingueur - Adrien RAMES - Nimes (30),https://www.google.com/maps/place/Artisan+toiture+-+Couvreur+Zingueur+-+Adrien+RAMES+-+Nimes+%2830%29/data=!4m7!3m6!1s0x12b42fe89df0f433:0x108a721bd14b31f1!8m2!3d43.820086!4d4.300583!16s%2Fg%2F11nccxk1wm!19sChIJM_TwnegvtBIR8TFL0RtyihA?authuser=0&hl=fr&rclk=1,5.0,48,Couvreur,300 Chemin du Mas de Vedelin,,0612957234,https://www.google.com/aclk?sa=L&ai=DChsSEwiYz7H-g76UAxU3X0ECHdpOBLIYACICCAEQCBoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XEM0sCeUrf6BpXQt8yWaJARoLuCl6pnmv4luIc5QQl7Ia0Z2GEdCEhoCdFUQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1-xAqgbx_1juqvz9I4wAfKTOzyRg&adurl&q&ctype=99&nis=6,bardage,Nîmes,name,2,press@google.com,high,press@google.com,high,5
3478a525-6192-4bb3-b602-b05bbab1a338,bardage,Jacquin renovation,https://www.google.com/maps/place/Jacquin+renovation/data=!4m7!3m6!1s0x47e03120d3e95055:0x12c75e5f0a7fd781!8m2!3d49.511557!4d0.1897565!16s%2Fg%2F11j2wlw4tl!19sChIJVVDp0yAx4EcRgdd_Cl9exxI?authuser=0&hl=fr&rclk=1,5.0,22,Couvreur,8 Rue Friedrich Engels,,0766133231,https://jacquinrenovation.fr/,bardage,Le Havre,gps_6km,2,digitalagencyonline.contact@gmail.com;jacquinrenovation@gmail.com,medium;medium,digitalagencyonline.contact@gmail.com,medium,4
d49a752e-b7d8-49b5-adda-34ea61681a63,bardage,Isolation by Tryba,https://www.google.com/maps/place/Isolation+by+Tryba/data=!4m7!3m6!1s0x47f29f5445a0ceab:0xd287c0b83c48b240!8m2!3d47.3319498!4d5.0921868!16s%2Fg%2F11nsmj7stn!19sChIJq86gRVSf8kcRQLJIPLjAh9I?authuser=0&hl=fr&rclk=1,5.0,4,Entrepreneur spécialisé dans l'isolation,1160 Rte de Gray,,0367806298,https://www.isolationbytryba.fr/agence/isolation-by-tryba-a-saint-apollinaire-21/?utm_source=GMB&utm_medium=CTA-WEB&utm_campaign=IBTStApollinaire,bardage,Dijon,gps_3km,2,contact@isolationbytryba.fr;privacy@isolationbytryba.fr;b6e4fc8bc2fc4c658de3957bf1fedc34@sentry.adveris.dev,high;high;low,contact@isolationbytryba.fr,high,4
39c9346b-0c16-4cc4-9530-4239e2586348,bardage,TK21 COUVERTURE,https://www.google.com/maps/place/TK21+COUVERTURE/data=!4m7!3m6!1s0x47f281c9dc1bed43:0x77891ae2d83ad332!8m2!3d47.3249603!4d4.795265!16s%2Fg%2F11stxnw1gw!19sChIJQ-0b3MmB8kcRMtM62OIaiXc?authuser=0&hl=fr&rclk=1,4.8,31,Couvreur,3 Rue de l'Église,,0625364916,https://www.tk21couverture.fr/,bardage,Dijon,gps_18km,2,,,,,5
16c909bf-7e45-4fea-8986-e78ca5fed450,bardage,"Couverture Étanchéité, Rayan","https://www.google.com/maps/place/Couverture+%C3%89tanch%C3%A9it%C3%A9,+Rayan/data=!4m7!3m6!1s0x12b5d36d65231071:0xa271e7cc6b717f2!8m2!3d43.8101224!4d4.3804679!16s%2Fg%2F11b6d2n8ns!19sChIJcRAjZW3TtRIR8he3xnweJwo?authuser=0&hl=fr&rclk=1",4.7,72,Couvreur,1433 Chem. du Bachas,,0663195940,https://xn--couverture-tanchit-rayan-lfcfc.com/,bardage,Nîmes,gps_3km,2,,,,,5
