"id","company_name","firstname","lastname","email","phone","phone_secondary","website","google_maps_url","profession","niche","code_naf","forme_juridique","siret","siren","address","code_postal","city","departement","zone","source","status","date_creation_entreprise","prospect_created_at","notes"
"9db8c1a5-ca0b-4b1f-8975-329636bcf883","Maillard Paysage - Paysagiste Beauvais (Oise) : terrasses, allées, plantations, clôtures, carports, parking drainant","","","","0344790103","","http://dev.maillard-paysage.fr/","https://www.google.com/maps/place/Maillard+Paysage+-+Paysagiste+Beauvais+%28Oise%29+:+terrasses,+all%C3%A9es,+plantations,+cl%C3%B4tures,+carports,+parking+drainant/data=!4m7!3m6!1s0x47e705c4955dc1e5:0x5bc9b8633b87ec14!8m2!3d49.4850864!4d2.0438468!16s%2Fg%2F1hc192rcx!19sChIJ5cFdlcQF50cRFOyHO2O4yVs?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"9a70ac29-750a-496e-99cc-cc8691832217","DEBUREAU GRIMPE ÉLAGAGE 50% DE CRÉDIT D’IMPÔT ÉLAGAGE ABBATAGE ELAGUEUR TAILLE DE HAIES","","","","0626698292","","http://debureau-elagage.fr/","https://www.google.com/maps/place/DEBUREAU+GRIMPE+%C3%89LAGAGE+50%25+DE+CR%C3%89DIT+D%E2%80%99IMP%C3%94T+%C3%89LAGAGE+ABBATAGE+ELAGUEUR+TAILLE+DE+HAIES/data=!4m7!3m6!1s0x47dd23863393f097:0xd5849ef2f29f8dfd!8m2!3d50.5331917!4d2.6998072!16s%2Fg%2F11fmfz62sh!19sChIJl_CTM4Yj3UcR_Y2f8vKehNU?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"83feb88c-1bcb-438b-a91f-200fff2f8795","Glennelagage","","","","0644023810","","https://glennelagage.fr/","https://www.google.com/maps/place/Glennelagage/data=!4m7!3m6!1s0x86c3d2e44034e21:0x28556b2b40f3ce7a!8m2!3d48.4667078!4d-2.7874682!16s%2Fg%2F11x31c53t5!19sChIJIU4DRC49bAgRes7zQCtrVSg?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"29d924e5-732a-449b-9c92-1f9cd2252141","LES JARDINS DE LA RIANDERIE","","","","0630699235","","https://www.lesjardinsdelarianderie.fr/?utm_source=gmb","https://www.google.com/maps/place/LES+JARDINS+DE+LA+RIANDERIE/data=!4m7!3m6!1s0x47c32972839da7bb:0xbe78ba0222b72243!8m2!3d50.6887784!4d3.1283215!16s%2Fg%2F119typbns!19sChIJu6edg3Ipw0cRQyK3IgK6eL4?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"e10eb5a0-6585-45c2-8b8b-3a777a4df287","val d'authie services","","","","0603636285","","https://www.val-dauthie-services.fr/","https://www.google.com/maps/place/val+d%27authie+services/data=!4m7!3m6!1s0x47dd9729695b2427:0x93a746713c6e62c5!8m2!3d50.2707135!4d1.9869649!16s%2Fg%2F11y95tcsnr!19sChIJJyRbaSmX3UcRxWJuPHFGp5M?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"24997871-7fad-4339-ab66-fe526937b9f6","Carpentier Aménagement","","","","0673820443","","https://www.carpentier-amenagement.fr/","https://www.google.com/maps/place/Carpentier+Am%C3%A9nagement/data=!4m7!3m6!1s0x47dd8f00426068ed:0x59e2b3943c8808c0!8m2!3d50.1310227!4d1.9419688!16s%2Fg%2F11wpl5sybz!19sChIJ7WhgQgCP3UcRwAiIPJSz4lk?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"9960c4fe-5ac0-4e66-91cc-c6df3e442309","Bourdeleau Franck","","","","0322783273","","https://www.bourdeleau.fr/","https://www.google.com/maps/place/Bourdeleau+Franck/data=!4m7!3m6!1s0x47e7ebb3e9ca3e1f:0x4d273906818d9863!8m2!3d49.7075032!4d2.5945591!16s%2Fg%2F11b6dgj0mr!19sChIJHz7K6bPr50cRY5iNgQY5J00?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"a639e99e-cff3-448c-bd96-44c2bdd23d9e","Stephane Sauvee","","","","0299489286","","https://www.ets-sauvee.com/","https://www.google.com/maps/place/Stephane+Sauvee/data=!4m7!3m6!1s0x480e9c80045eddc7:0x73a8decae79f75c9!8m2!3d48.6231514!4d-1.8628217!16s%2Fg%2F1tfrlqwy!19sChIJx91eBICcDkgRyXWf58reqHM?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"eeb307ad-fd3d-480a-a883-8878269125d6","Espaces Verts CELLE Jardiner Lunéville Paysagiste Taille de haie pose de clôture de qualité","","","","0656864500","","","https://www.google.com/maps/place/Espaces+Verts+CELLE+Jardiner+Lun%C3%A9ville+Paysagiste+Taille+de+haie+pose+de+cl%C3%B4ture+de+qualit%C3%A9/data=!4m7!3m6!1s0x614eb078d3384c0d:0xabd1bb7312935376!8m2!3d48.591902!4d6.491767!16s%2Fg%2F11ycys_ngl!19sChIJDUw403iwTmERdlOTEnO70as?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"2773a4df-504c-405d-aeeb-195bb314f411","Cayez Elagage","","","","0673790163","","https://cayez-elagage.fr/","https://www.google.com/maps/place/Cayez+Elagage/data=!4m7!3m6!1s0x47e8a7f7a4e9cc0b:0xcc05d1398892c85d!8m2!3d48.8725251!4d2.8535317!16s%2Fg%2F11f9yg6wj1!19sChIJC8zppPen6EcRXciSiDnRBcw?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"d37cdba4-8b1d-47de-8f79-c963013018dc","ATOUT JARDINS (Suisse Olivier)","","","","0322264456","","https://www.facebook.com/olivier80520/","https://www.google.com/maps/place/ATOUT+JARDINS+%28Suisse+Olivier%29/data=!4m7!3m6!1s0x47ddf933081fbecd:0x946205f1a6725d5f!8m2!3d50.0630487!4d1.5431979!16s%2Fg%2F1trxjk8m!19sChIJzb4fCDP53UcRX11ypvEFYpQ?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"48e0bc8c-58a9-4830-8390-759345a59e1a","Trancart Espaces Verts","","","","0322310202","","http://trancart.fr/","https://www.google.com/maps/place/Trancart+Espaces+Verts/data=!4m7!3m6!1s0x47dd8c8e79719595:0x12c2efb67b580cad!8m2!3d50.1030675!4d1.8541702!16s%2Fg%2F1tm11wz2!19sChIJlZVxeY6M3UcRrQxYe7bvwhI?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"9693ffde-ce65-4673-b402-595336b2efff","Sarl les Jardins Beaumontois","","","","0970357543","","https://www.paysagiste-60.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb","https://www.google.com/maps/place/Sarl+les+Jardins+Beaumontois/data=!4m7!3m6!1s0x47e700da8181818b:0x6bd59cc5e19e28d4!8m2!3d49.4514568!4d2.0776874!16s%2Fg%2F1tdd94z5!19sChIJi4GBgdoA50cR1Cie4cWc1Ws?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"b6e47f65-47cf-4574-b3d5-3215107f070e","HD construction&paysage","","","","0611594844","","","https://www.google.com/maps/place/HD+construction%26paysage/data=!4m7!3m6!1s0x47dc516994f41883:0x99268a138ab4d6e3!8m2!3d50.8183637!4d2.115713!16s%2Fg%2F11h76m4r45!19sChIJgxj0lGlR3EcR49a0ihOKJpk?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"6d048b7a-cd8d-4943-b1f6-afe1823a595c","Élagage et Abattage Caen Les Arbres en Fleur","","","","0252568394","","https://elagage-caen.fr/","https://www.google.com/maps/place/%C3%89lagage+et+Abattage+Caen+Les+Arbres+en+Fleur/data=!4m7!3m6!1s0x480a43991d712f7d:0xe130d8d79cb09fac!8m2!3d49.1798117!4d-0.3794134!16s%2Fg%2F11w7dmfmr7!19sChIJfS9xHZlDCkgRrJ-wnNfYMOE?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"7dda255a-6057-4b45-b920-822cf36ecb6c","Chassagrande élagage abattage arbre Fils (élagage-abattage-taille de haie-clôture-terrassement) la Ferte sous Jouarre 77","","","","0668686513","","","https://www.google.com/maps/place/Chassagrande+%C3%A9lagage+abattage+arbre+Fils+%28%C3%A9lagage-abattage-taille+de+haie-cl%C3%B4ture-terrassement%29+la+Ferte+sous+Jouarre+77/data=!4m7!3m6!1s0x47e8c0647058adf1:0x2200d029e02eff0a!8m2!3d48.9619849!4d3.2109032!16s%2Fg%2F11c5_2__cf!19sChIJ8a1YcGTA6EcRCv8u4CnQACI?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"b1be9573-a05a-4eb1-8bc0-15e2788ca8f3","PSP Opale","","","","0321465495","","https://psp-opale.fr/","https://www.google.com/maps/place/PSP+Opale/data=!4m7!3m6!1s0x47ddcfd0a202511f:0xb61c4bdede976e59!8m2!3d50.5199858!4d1.6641418!16s%2Fg%2F11r3b14nj0!19sChIJH1ECotDP3UcRWW6X3t5LHLY?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"487a6faa-7df8-4260-8431-020e4f7d8212","Mos BTP Maconnerie Cloture Et Assainissement","","","","0232254518","","http://mos-btp.fr/","https://www.google.com/maps/place/Mos+BTP+Maconnerie+Cloture+Et+Assainissement/data=!4m7!3m6!1s0x47e124c5cf9bcc53:0xb3c6461e8b313a9e!8m2!3d49.1282573!4d1.1815031!16s%2Fg%2F1tgy_wl4!19sChIJU8ybz8Uk4UcRnjoxix5GxrM?authuser=0&hl=fr&rclk=1","Service d'assainissement","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"0780dc33-b1e4-49d4-a7c5-1df16b03facf","CHARME ET JARDIN","","","","0321948640","","http://www.charmeetjardin.fr/","https://www.google.com/maps/place/CHARME+ET+JARDIN/data=!4m7!3m6!1s0x47ddda8a31dc0237:0xd71950b0666aa53d!8m2!3d50.4859619!4d1.6126562!16s%2Fg%2F11bzrhppdv!19sChIJNwLcMYra3UcRPaVqZrBQGdc?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"63d7f89d-d28b-4ea3-b4c0-826b521368c0","Daniel Moquet signe vos allées - Ent. CM Melin","","","","0391180292","","https://www.daniel-moquet.com/","https://www.google.com/maps/place/Daniel+Moquet+signe+vos+all%C3%A9es+-+Ent.+CM+Melin/data=!4m7!3m6!1s0x47ddbf6b7dbc54db:0x46e54fa00cf3a1ac!8m2!3d50.3903713!4d1.8595352!16s%2Fg%2F11hcw4423v!19sChIJ21S8fWu_3UcRrKHzDKBP5UY?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"c8264266-1efb-4afa-af86-7097efb9445c","Lepage Dominique","","","","0322095259","","http://paysagiste-portail-lepage.com/","https://www.google.com/maps/place/Lepage+Dominique/data=!4m7!3m6!1s0x47e79adb38a95555:0xf8389df214ee55b7!8m2!3d49.8175151!4d2.3198389!16s%2Fg%2F11y32m73c2!19sChIJVVWpONua50cRt1XuFPKdOPg?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"8f07b5df-b7bd-49c6-a097-d2abda5c5dea","Lienart SARL - Paysagiste, entretien de jardin, élagage abattage","","","","0320977197","","https://www.paysagiste-lienart.fr/","https://www.google.com/maps/place/Lienart+SARL+-+Paysagiste,+entretien+de+jardin,+%C3%A9lagage+abattage/data=!4m7!3m6!1s0x47c2d2e67c05ff43:0xadf077a6a9b41bd0!8m2!3d50.5078006!4d3.0183818!16s%2Fg%2F1tfwcnhk!19sChIJQ_8FfObSwkcR0Bu0qaZ38K0?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"a35b3533-4c8d-4417-9606-aee05548fdf7","Paysagiste, Pose de clôtures, Elagage, Entretien Jardin","","","","0321523484","","","https://www.google.com/maps/place/Paysagiste,+Pose+de+cl%C3%B4tures,+Elagage,+Entretien+Jardin/data=!4m7!3m6!1s0x47dd046d1418cc75:0x9204cbf7697d22b8!8m2!3d50.5637285!4d2.3436685!16s%2Fg%2F1v8h_q8c!19sChIJdcwYFG0E3UcRuCJ9affLBJI?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"feaeb0f3-7c29-49c3-9c6d-74ef7b263098","Société Leroy","","","","0320229485","","https://www.leroy-paysagiste-lille.com/","https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+Leroy/data=!4m7!3m6!1s0x47dcd57fb9adaee7:0x568688261bc32f82!8m2!3d50.6419582!4d2.9686112!16s%2Fg%2F1td6rht4!19sChIJ566tuX_V3EcRgi_DGyaIhlY?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"4ee02569-b336-4863-9a1a-a69beffead4d","D.JARDIN","","","","0673513447","","https://djardin.fr/","https://www.google.com/maps/place/D.JARDIN/data=!4m7!3m6!1s0x47c32dc448cd4eb5:0x75ffbe41c3a81414!8m2!3d50.7766901!4d3.0984975!16s%2Fg%2F1ptw88np6!19sChIJtU7NSMQtw0cRFBSow0G-_3U?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"e3398230-b08d-4747-9ae4-65c7c76513c9","Alain Hervé – Élagage & Abattage à Saint-Brieuc et Lamballe","","","","0296313480","","https://www.alainherve.fr/?utm_source=google&utm_medium=organic&utm_campaign=fiche_google&utm_content=bouton_site_web","https://www.google.com/maps/place/Alain+Herv%C3%A9+%E2%80%93+%C3%89lagage+%26+Abattage+%C3%A0+Saint-Brieuc+et+Lamballe/data=!4m7!3m6!1s0x480e13fb65c72bb3:0x80ff02877b66a4dc!8m2!3d48.4501444!4d-2.4844102!16s%2Fg%2F1tdmt__v!19sChIJsyvHZfsTDkgR3KRme4cC_4A?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"f748c2ed-e404-43c7-aa9e-92a1bf33a494","Paysagiste Tirache Dominique","","","","0322371422","","","https://www.google.com/maps/place/Paysagiste+Tirache+Dominique/data=!4m7!3m6!1s0x47e7eac9dac405e5:0xa2ac39a53de02774!8m2!3d49.6843503!4d2.5378703!16s%2Fg%2F1tjthlqd!19sChIJ5QXE2snq50cRdCfgPaU5rKI?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"699a58c2-fdd4-4803-bd55-724d002ab7cd","GINKO","","","","0322912390","","https://www.paysagiste-ginko-somme.fr/","https://www.google.com/maps/place/GINKO/data=!4m7!3m6!1s0x47e78565b8063811:0x3225c184a23fedcc!8m2!3d49.8991687!4d2.3045177!16s%2Fg%2F11ght87d3d!19sChIJETgGuGWF50cRzO0_ooTBJTI?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"9b73e3d3-2322-431b-9392-0876e40cd36f","Extrême Élagage clôture paysagiste","","","","0762097228","","http://www.extreme-elagage.fr/?utm_source=gmb","https://www.google.com/maps/place/Extr%C3%AAme+%C3%89lagage+cl%C3%B4ture+paysagiste/data=!4m7!3m6!1s0x4794afceb5b6c729:0x3d6ee01bf0f38ee3!8m2!3d48.683025!4d5.902383!16s%2Fg%2F11ft554q11!19sChIJKce2tc6vlEcR447z8Bvgbj0?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"6e6ea743-f17d-4b38-8376-0c63078e667f","Besson-moreau - élagage - abattage - taille de haies - pose de clôture- terrassement) la ferté sous jouarre et coulommiers 77","","","","0648425954","","https://elagage-abattage-77.fr/","https://www.google.com/maps/place/Besson-moreau+-+%C3%A9lagage+-+abattage+-+taille+de+haies+-+pose+de+cl%C3%B4ture-+terrassement%29+la+fert%C3%A9+sous+jouarre+et+coulommiers+77/data=!4m7!3m6!1s0x2f7d7df740cc8ac3:0xb702d9fafca6e783!8m2!3d48.9501637!4d3.1291559!16s%2Fg%2F11tg48pzs5!19sChIJw4rMQPd9fS8Rg-em_PrZArc?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"bb7700e0-1df0-4d2f-808e-64c2ad8254a8","Petal","","","","0321369512","","","https://www.google.com/maps/place/Petal/data=!4m7!3m6!1s0x47dc47550894ac83:0x478c620b077be8db!8m2!3d50.911329!4d1.8749173!16s%2Fg%2F1tf154bc!19sChIJg6yUCFVH3EcR2-h7BwtijEc?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"b64f9cc4-29a6-42e1-9df8-f9cb5059b0d5","Artisan bûcheron élagueur M.Lévêque, clôture, service élagage, grimpeur, paysagiste, débroussaillage, entretien espace vert,","","","","0627886420","","https://bucheron-elagueur-mleveque.fr/","https://www.google.com/maps/place/Artisan+b%C3%BBcheron+%C3%A9lagueur+M.L%C3%A9v%C3%AAque,+cl%C3%B4ture,+service+%C3%A9lagage,+grimpeur,+paysagiste,+d%C3%A9broussaillage,+entretien+espace+vert,/data=!4m7!3m6!1s0x47ddf3fe1f087209:0x433c6ef9d3278c05!8m2!3d50.1045525!4d1.7984686!16s%2Fg%2F11mvpxc7bk!19sChIJCXIIH_7z3UcRBYwn0_luPEM?authuser=0&hl=fr&rclk=1","Service d'élagage","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"bdba07f0-bc86-46ae-ad7c-c852467162e7","La Maison du Jardin","","","","0675069376","","http://www.lamaison-dujardin.fr/","https://www.google.com/maps/place/La+Maison+du+Jardin/data=!4m7!3m6!1s0x47dd3b0f4f82b19d:0x3e713eaefbdce686!8m2!3d50.4749791!4d2.6597296!16s%2Fg%2F11gh_g03z7!19sChIJnbGCTw873UcRhubc-64-cT4?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"30c917fa-813a-4893-90aa-fbd25b880bbc","archi-tech paysagiste","","","","0603123154","","","https://www.google.com/maps/place/archi-tech+paysagiste/data=!4m7!3m6!1s0x47ddd11bf02f6bfd:0x74864ea2de534976!8m2!3d50.5198807!4d1.6416459!16s%2Fg%2F11j7dnjsb0!19sChIJ_Wsv8BvR3UcRdklT3qJOhnQ?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"2f21f45f-5ee8-4b1c-afd8-87f8e50fb8ff","Leleu Philippe Paysagiste - Clôture","","","","0232896544","","https://fr-fr.facebook.com/people/LELEU-Philippe-Paysagiste-Cl%C3%B4ture/100031858134547/","https://www.google.com/maps/place/Leleu+Philippe+Paysagiste+-+Cl%C3%B4ture/data=!4m7!3m6!1s0x47e7186e2869d7c5:0x3f8168ef7617be4c!8m2!3d49.470414!4d1.7216897!16s%2Fg%2F1tdqz0x9!19sChIJxddpKG4Y50cRTL4Xdu9ogT8?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"2b685cb0-608c-472b-ba46-821882e9d7d3","Entreprise Vincent","","","","0658155874","","https://www.facebook.com/profile.php?id=61562796070029&utm_source=gmb","https://www.google.com/maps/place/Entreprise+Vincent/data=!4m7!3m6!1s0xa60e9ae1d226d333:0x653a62fbbc7425dc!8m2!3d47.3953973!4d4.3685822!16s%2Fg%2F11y5z86bpx!19sChIJM9Mm0uGaDqYR3CV0vPtiOmU?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"c19b7dec-5f25-4608-905c-934ed61f71ae","Pfischter Jean-Michel","","","","0687791792","","https://www.pfischter-paysagiste-leers.fr/","https://www.google.com/maps/place/Pfischter+Jean-Michel/data=!4m7!3m6!1s0x47c327b36c9c589d:0x297bba6120c8cbab!8m2!3d50.674598!4d3.2326511!16s%2Fg%2F11b6d226s7!19sChIJnVicbLMnw0cRq8vIIGG6eyk?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
"3001de6f-350b-4a83-a610-c5eb88893e8e","Paysagiste BH élagage abattage deracinage taille de hais terrassement création massif est jardin","","","","0699463228","","http://www.paysagistebh.fr/","https://www.google.com/maps/place/Paysagiste+BH+%C3%A9lagage+abattage+deracinage+taille+de+hais+terrassement+cr%C3%A9ation+massif+est+jardin/data=!4m7!3m6!1s0x2f64f4de994734e9:0xccf8ed881076c7a8!8m2!3d48.6319139!4d6.3223857!16s%2Fg%2F11xf7p6bcg!19sChIJ6TRHmd70ZC8RqMd2EIjt-Mw?authuser=0&hl=fr&rclk=1","Paysagiste","","","","","","","","","","","csv_import","nouveau",,"2026-05-12 12:37",""
