niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_assigned,city_matched,city_match_method,competitors_count_lsa,competitors_count_lsa
bardage,Couvreur Reims Toiture,https://www.google.com/maps/place/Couvreur+Reims+Toiture/data=!4m7!3m6!1s0x47e97599cf98fe4b:0xbc811044ad4b6b3f!8m2!3d49.2560138!4d4.0274079!16s%2Fg%2F11nmrdkjgl!19sChIJS_6Yz5l16UcRP2tLrUQQgbw?authuser=0&hl=fr&rclk=1,5.0,8,Entrepreneur spécialisé dans l'isolation,52 Pl. Drouet d'Erlon,,0355405289,,bardage,Reims,name,2,2
bardage,Jaloux Habitat Evolution,https://www.google.com/maps/place/Jaloux+Habitat+Evolution/data=!4m7!3m6!1s0x47e9744eaeecd5ef:0x67edbbf3d69e2293!8m2!3d49.2486092!4d4.0404866!16s%2Fg%2F11b6dph6xk!19sChIJ79Xsrk506UcRkyKe1vO77Wc?authuser=0&hl=fr&rclk=1,4.8,16,Entrepreneur spécialisé dans l'isolation,·,,0326854832,https://www.jaloux-peinture.fr/,bardage,Reims,gps_1km,2,2
bardage,Piat Loick,https://www.google.com/maps/place/Piat+Loick/data=!4m7!3m6!1s0x47e9746b68afcceb:0x161860ae46e1d00a!8m2!3d49.2294586!4d4.0424368!16s%2Fg%2F11b6d5zr_5!19sChIJ68yvaGt06UcRCtDhRq5gGBY?authuser=0&hl=fr&rclk=1,5.0,3,Couvreur,24 Rue Paul Broca,,0648156043,,bardage,Reims,gps_3km,2,2
bardage,SD Couverture Reims,https://www.google.com/maps/place/SD+Couverture+Reims/data=!4m7!3m6!1s0x47e975898d100ed5:0xbca417ad3b6e4ca8!8m2!3d49.2342112!4d4.0682661!16s%2Fg%2F11rb9mdlzq!19sChIJ1Q4QjYl16UcRqExuO60XpLw?authuser=0&hl=fr&rclk=1,5.0,8,Couvreur,8 bis Rue Gabriel Voisin,,0776238373,https://www.sdcouverture51.fr/,bardage,Reims,name,2,2
bardage,ATTILA Reims Est,https://www.google.com/maps/place/ATTILA+Reims+Est/data=!4m7!3m6!1s0x47e976bd2afa60d1:0xf7d9a178aecf4fd5!8m2!3d49.239049!4d4.091452!16s%2Fg%2F11fzf8pyct!19sChIJ0WD6Kr126UcR1U_Prnih2fc?authuser=0&hl=fr&rclk=1,4.6,10,Couvreur,·,,0352626263,http://www.attila.fr/nos-agences/attila-reims-est?utm_source=Google&utm_medium=MyBusiness,bardage,Reims,name,2,2
bardage,Lariviere,https://www.google.com/maps/place/Lariviere/data=!4m7!3m6!1s0x47e9752bcad1577b:0xf26ff122a23fc364!8m2!3d49.258015!4d3.980695!16s%2Fg%2F1thw1h0v!19sChIJe1fRyit16UcRZMM_oiLxb_I?authuser=0&hl=fr&rclk=1,4.8,29,Magasin de materiaux de construction,·,,0326098883,https://www.lariviere.fr/trouver-votre-agence/lariviere-SEB/entry-445-lariviere-reims.html,bardage,Reims,gps_3km,2,2
bardage,BK BATIMENT 93 - Entreprise au Havre Façadier spécialiste du ravalement de façade et rejointoiement de brique - LE HAVRE,https://www.google.com/maps/place/BK+BATIMENT+93+-+Entreprise+au+Havre+Fa%C3%A7adier+sp%C3%A9cialiste+du+ravalement+de+fa%C3%A7ade+et+rejointoiement+de+brique+-+LE+HAVRE/data=!4m7!3m6!1s0x47e02fcac8f21671:0xeaa1ee6f456c1a36!8m2!3d49.5173865!4d0.1121902!16s%2Fg%2F11nt2n3t0z!19sChIJcRbyyMov4EcRNhpsRW_uoeo?authuser=0&hl=fr&rclk=1,4.9,64,Entrepreneur spécialisé dans l'isolation,·,,0769575268,http://www.bkbatiment.com/,bardage,Le Havre,name,2,2
bardage,"DUFOUR SAS - Couverture, Bardage, Plomberie","https://www.google.com/maps/place/DUFOUR+SAS+-+Couverture,+Bardage,+Plomberie/data=!4m7!3m6!1s0x47e02faa2efaaaab:0xfa356e461e4db2a2!8m2!3d49.4919311!4d0.132997!16s%2Fg%2F11g0tl0wmk!19sChIJq6r6Lqov4EcRorJNHkZuNfo?authuser=0&hl=fr&rclk=1",4.3,165,Couvreur,·,,0235243436,https://dufour.fr/,bardage,Le Havre,gps_1km,2,2
bardage,EM BATIMENT - RGE ISOLATION PAR L'EXTÉRIEUR ET RAVALEMENT DE FAÇADE,https://www.google.com/maps/place/EM+BATIMENT+-+RGE+ISOLATION+PAR+L%27EXT%C3%89RIEUR+ET+RAVALEMENT+DE+FA%C3%87ADE/data=!4m7!3m6!1s0x47e02fde590e2dcf:0xd1e45e007f403568!8m2!3d49.5203189!4d0.0818575!16s%2Fg%2F11fmd97cm9!19sChIJzy0OWd4v4EcRaDVAfwBe5NE?authuser=0&hl=fr&rclk=1,4.9,110,Entrepreneur spécialisé dans l'isolation,·,,0232851596,https://www.embatiment.com/,bardage,Le Havre,gps_3km,2,2
bardage,"DRM Rénovation Spécialiste isolation extérieure, Ravalement enduit projeté, Menuiseries et Carport proche LE HAVRE 76 RGE","https://www.google.com/maps/place/DRM+R%C3%A9novation+Sp%C3%A9cialiste+isolation+ext%C3%A9rieure,+Ravalement+enduit+projet%C3%A9,+Menuiseries+et+Carport+proche+LE+HAVRE+76+RGE/data=!4m7!3m6!1s0x47e0306592f276b1:0xfc3c8ab0aba66c70!8m2!3d49.5102499!4d0.2278141!16s%2Fg%2F11j2yq79vh!19sChIJsXbykmUw4EcRcGymq7CKPPw?authuser=0&hl=fr&rclk=1",4.8,167,Entrepreneur spécialisé dans l'isolation,·,,0235240954,https://www.drmrenovation.fr/,bardage,Le Havre,name,2,2
bardage,ISOREX 76 - RGE ISOLATION PAR L'EXTÉRIEUR ET RAVALEMENT DE FAÇADE,https://www.google.com/maps/place/ISOREX+76+-+RGE+ISOLATION+PAR+L%27EXT%C3%89RIEUR+ET+RAVALEMENT+DE+FA%C3%87ADE/data=!4m7!3m6!1s0x47e02f2d5b2da591:0x2e9c31b0ccb494d7!8m2!3d49.4807435!4d0.1518024!16s%2Fg%2F11kxptr20r!19sChIJkaUtWy0v4EcR15S0zLAxnC4?authuser=0&hl=fr&rclk=1,4.6,20,Entrepreneur spécialisé dans l'isolation,2 Rue Buffon,,0981484968,https://www.isorex.fr/,bardage,Le Havre,gps_3km,2,2
bardage,Sarl Lebaillif Couverture,https://www.google.com/maps/place/Sarl+Lebaillif+Couverture/data=!4m7!3m6!1s0x47e02fc851302883:0x626012587a214562!8m2!3d49.4945951!4d0.1559964!16s%2Fg%2F1tkn_1xw!19sChIJgygwUcgv4EcRYkUhelgSYGI?authuser=0&hl=fr&rclk=1,4.8,207,Couvreur,13 Rue Westinghouse,,0235531779,https://lebaillif-couverture.fr/,bardage,Le Havre,gps_3km,2,2
bardage,Toiture Jacquin - Couvreur Le Havre 76600,https://www.google.com/maps/place/Toiture+Jacquin+-+Couvreur+Le+Havre+76600/data=!4m7!3m6!1s0x47e02f5f646c3eed:0xcb3c77094999ad3c!8m2!3d49.5159103!4d0.169489!16s%2Fg%2F11vlm6h7rs!19sChIJ7T5sZF8v4EcRPK2ZSQl3PMs?authuser=0&hl=fr&rclk=1,4.9,131,Couvreur,88 Av. du 8 Mai 1945,,0603844998,https://www.facebook.com/213677405162549?utm_source=gmb,bardage,Le Havre,name,2,2
bardage,ECO'HABITAT,https://www.google.com/maps/place/ECO%27HABITAT/data=!4m7!3m6!1s0x47e031693dea9d3b:0x3d750e0feebce0c8!8m2!3d49.506972!4d0.1993915!16s%2Fg%2F11msxyp6_m!19sChIJO53qPWkx4EcRyOC87g8OdT0?authuser=0&hl=fr&rclk=1,4.9,8,Entrepreneur spécialisé dans l'isolation,·,,0221814681,https://www.ecohabitat76.fr/,bardage,Le Havre,gps_6km,2,2
bardage,CEGIB Couverture,https://www.google.com/maps/place/CEGIB+Couverture/data=!4m7!3m6!1s0x42b83fdf57a55359:0xdf7326a1d29a70b1!8m2!3d49.525665!4d0.084917!16s%2Fg%2F11m6j7vnmq!19sChIJWVOlV98_uEIRsXCa0qEmc98?authuser=0&hl=fr&rclk=1,4.8,13,Couvreur,22 Rue Thérèse Peltier,,0235264341,https://www.cegib.fr/,bardage,Le Havre,gps_3km,2,2
bardage,Greco couverture,https://www.google.com/maps/place/Greco+couverture/data=!4m7!3m6!1s0x8ca4c8cdb95adea5:0x74d19ad206303afe!8m2!3d49.5037243!4d0.1050036!16s%2Fg%2F11t9ks6q3l!19sChIJpd5auc3IpIwR_jowBtKa0XQ?authuser=0&hl=fr&rclk=1,4.9,23,Couvreur,15 Rue Madame Récamier,,0648321155,,bardage,Le Havre,gps_1km,2,2
bardage,SR Couverture Zinguerie,https://www.google.com/maps/place/SR+Couverture+Zinguerie/data=!4m7!3m6!1s0x47e02f4beb57461b:0x7df69606eedbd74c!8m2!3d49.4990417!4d0.1510118!16s%2Fg%2F11f62mt9sx!19sChIJG0ZX60sv4EcRTNfb7gaW9n0?authuser=0&hl=fr&rclk=1,4.5,6,Couvreur,8 Rue de Mieulle,,0235459969,http://www.sr-couverture-zinguerie.fr/,bardage,Le Havre,gps_3km,2,2
bardage,Jacquin renovation,https://www.google.com/maps/place/Jacquin+renovation/data=!4m7!3m6!1s0x47e03120d3e95055:0x12c75e5f0a7fd781!8m2!3d49.511557!4d0.1897565!16s%2Fg%2F11j2wlw4tl!19sChIJVVDp0yAx4EcRgdd_Cl9exxI?authuser=0&hl=fr&rclk=1,5.0,22,Couvreur,8 Rue Friedrich Engels,,0766133231,https://jacquinrenovation.fr/,bardage,Le Havre,gps_6km,2,2
bardage,Delacotte-Lapert SARL,https://www.google.com/maps/place/Delacotte-Lapert+SARL/data=!4m7!3m6!1s0x47e037620b3a486b:0xe7b297a47252b174!8m2!3d49.5282342!4d0.2967805!16s%2Fg%2F1tdhl2zv!19sChIJa0g6C2I34EcRdLFScqSXsuc?authuser=0&hl=fr&rclk=1,4.9,76,Couvreur,455 Rte de la Vignotière,,0235555122,https://www.delacotte-lapert-couverture.fr/,bardage,Le Havre,gps_14km,2,2
bardage,Carnier couverture76 - Couvreur Réparation Nettoyage Rénovation Recherche Fuite Toiture Seine-Maritime Montivilliers Le-Havre,https://www.google.com/maps/place/Carnier+couverture76+-+Couvreur+R%C3%A9paration+Nettoyage+R%C3%A9novation+Recherche+Fuite+Toiture+Seine-Maritime+Montivilliers+Le-Havre/data=!4m7!3m6!1s0x47e03b1a9ed0f87b:0x1049bc7c2a0ce1f8!8m2!3d49.5442527!4d0.1830554!16s%2Fg%2F11jvfs1mqx!19sChIJe_jQnho74EcR-OEMKny8SRA?authuser=0&hl=fr&rclk=1,5.0,44,Couvreur,22 Av. Président Wilson,,0663017089,http://www.carnier-couverture76.fr/,bardage,Le Havre,gps_7km,2,2
bardage,IDEPRO Habitat,https://www.google.com/maps/place/IDEPRO+Habitat/data=!4m7!3m6!1s0x47f29faa2b0168cd:0x601aa3cf01467f6b!8m2!3d47.2684602!4d5.0461515!16s%2Fg%2F11f24x8m02!19sChIJzWgBK6qf8kcRa39GAc-jGmA?authuser=0&hl=fr&rclk=1,5.0,430,Entrepreneur spécialisé dans l'isolation,·,,0380663437,http://www.idepro-habitat.fr/,bardage,Dijon,gps_5km,2,2
bardage,Bourgogne Couverture,https://www.google.com/maps/place/Bourgogne+Couverture/data=!4m7!3m6!1s0x47ed61f6d8228cf3:0x5f9b74c8464e433e!8m2!3d47.3497443!4d5.065822!16s%2Fg%2F1tkjkjkd!19sChIJ84wi2PZh7UcRPkNORsh0m18?authuser=0&hl=fr&rclk=1,4.6,13,Couvreur,·,,0380720134,http://www.bourgognecouverture.fr/,bardage,Dijon,gps_3km,2,2
bardage,Isole Plus Energies,https://www.google.com/maps/place/Isole+Plus+Energies/data=!4m7!3m6!1s0x47f29c64032dfb53:0x32158d63681c36ea!8m2!3d47.2747708!4d5.0085448!16s%2Fg%2F1tj5q20t!19sChIJU_stA2Sc8kcR6jYcaGONFTI?authuser=0&hl=fr&rclk=1,4.5,257,Entrepreneur spécialisé dans l'isolation,·,,0380273152,https://www.isole-plus.fr/?utm_source=gmb,bardage,Dijon,gps_5km,2,2
bardage,Collin Burdy - Couverture Zinguerie Désamiantage,https://www.google.com/maps/place/Collin+Burdy+-+Couverture+Zinguerie+D%C3%A9samiantage/data=!4m7!3m6!1s0x47ed627aba2f6f07:0x1fd444cb320b4d6!8m2!3d47.2780591!4d4.9941289!16s%2Fg%2F1tgxswbw!19sChIJB28vunpi7UcR1rQgs0xE_QE?authuser=0&hl=fr&rclk=1,4.8,37,Entrepreneur spécialisé dans l'isolation,·,,0380543199,http://www.couverture-desamiantage-dijon.fr/?utm_source=gmb,bardage,Dijon,gps_6km,2,2
bardage,Bâti-Tech Rénovation & Aménagement à Dijon,https://www.google.com/maps/place/B%C3%A2ti-Tech+R%C3%A9novation+%26+Am%C3%A9nagement+%C3%A0+Dijon/data=!4m7!3m6!1s0x47ed63255f29e201:0xba41c06a2b3f3b0!8m2!3d47.3433528!4d4.997278!16s%2Fg%2F11tt8fwp8r!19sChIJAeIpXyVj7UcRsPOzogYcpAs?authuser=0&hl=fr&rclk=1,5.0,4,Entreprise de construction,8 Rue des Moulissards,,0380435663,https://bati-tech.fr/,bardage,Dijon,name,2,2
bardage,Adibat 21,https://www.google.com/maps/place/Adibat+21/data=!4m7!3m6!1s0x47f29c85c272d62b:0x623c92bb53b648bd!8m2!3d47.2777367!4d5.0089781!16s%2Fg%2F1tqtx6nx!19sChIJK9ZywoWc8kcRvUi2U7uSPGI?authuser=0&hl=fr&rclk=1,4.9,81,Entrepreneur spécialisé dans l'isolation,756 Rue des Vignes Dardelain,,0380522413,http://www.adibat.com/,bardage,Dijon,gps_5km,2,2
bardage,Cadiou Couverture (couvreur Dijon 21),https://www.google.com/maps/place/Cadiou+Couverture+%28couvreur+Dijon+21%29/data=!4m7!3m6!1s0x47f29fbd1da05cb5:0xf5ccc625a15eb06f!8m2!3d47.2765408!4d5.1167589!16s%2Fg%2F11rtm43_wf!19sChIJtVygHb2f8kcRb7BeoSXGzPU?authuser=0&hl=fr&rclk=1,4.8,17,Couvreur,5 Rue Alexandra David Neel,,0633211868,https://www.facebook.com/profile.php?id=100077162592218&sk=about,bardage,Dijon,name,2,2
bardage,21 Toitures,https://www.google.com/maps/place/21+Toitures/data=!4m7!3m6!1s0x47f29de409308021:0xdc2aba2351f9bc2e!8m2!3d47.305444!4d5.024378!16s%2Fg%2F1v6wnnqp!19sChIJIYAwCeSd8kcRLrz5USO6Ktw?authuser=0&hl=fr&rclk=1,4.9,124,Couvreur,13 Rue de Marsannay-la-Côte,,0380397720,https://www.21toitures.com/,bardage,Dijon,gps_2km,2,2
bardage,F.T Couverture Rénovation à Dijon - Couvreur 21 : Réparation Nettoyage Dépannage Fuites Remplacement Toiture Côte-d'Or,https://www.google.com/maps/place/F.T+Couverture+R%C3%A9novation+%C3%A0+Dijon+-+Couvreur+21+:+R%C3%A9paration+Nettoyage+D%C3%A9pannage+Fuites+Remplacement+Toiture+C%C3%B4te-d%27Or/data=!4m7!3m6!1s0x47ed63213df8e085:0x44697b1838f9eeb7!8m2!3d47.3712668!4d5.0509537!16s%2Fg%2F11r_thr4dz!19sChIJheD4PSFj7UcRt-75OBh7aUQ?authuser=0&hl=fr&rclk=1,5.0,10,Couvreur,200 Rte de Langres,,0640732610,https://www.ft-couverturerenovation.fr/,bardage,Dijon,name,2,2
bardage,Moyse 3D : Rénovation et aménagements extérieurs,https://www.google.com/maps/place/Moyse+3D+:+R%C3%A9novation+et+am%C3%A9nagements+ext%C3%A9rieurs/data=!4m7!3m6!1s0x47f29c68928d3877:0x412f2788d5f8b14b!8m2!3d47.2786385!4d5.0186189!16s%2Fg%2F11g0jd74sf!19sChIJdziNkmic8kcRS7H41YgnL0E?authuser=0&hl=fr&rclk=1,4.6,29,Entrepreneur spécialisé dans l'isolation,·,,0380528945,https://moyse3d.fr/amenagement-renovation-maison-dijon/,bardage,Dijon,gps_5km,2,2
bardage,ATTILA Dijon Nord,https://www.google.com/maps/place/ATTILA+Dijon+Nord/data=!4m7!3m6!1s0x47ed61fccb844693:0xe196e5b6f5cad808!8m2!3d47.3377322!4d5.100993!16s%2Fg%2F11y4lq8cxg!19sChIJk0aEy_xh7UcRCNjK9bblluE?authuser=0&hl=fr&rclk=1,4.8,19,Couvreur,3 Rue de la Goulette,,0392030066,https://www.attila.fr/nos-agences/attila-dijon-nord,bardage,Dijon,name,2,2
bardage,EB Côte D'Or Rénovation,https://www.google.com/maps/place/EB+C%C3%B4te+D%27Or+R%C3%A9novation/data=!4m7!3m6!1s0x47f29d42c979b823:0x58e8f9b677377594!8m2!3d47.4655671!4d4.7919769!16s%2Fg%2F11rj65mfgc!19sChIJI7h5yUKd8kcRlHU3d7b56Fg?authuser=0&hl=fr&rclk=1,5.0,140,Couvreur,·,,0610852300,https://cotedorrenovation.wixsite.com/accueil,bardage,Dijon,gps_24km,2,2
bardage,Isolation by Tryba,https://www.google.com/maps/place/Isolation+by+Tryba/data=!4m7!3m6!1s0x47f29f5445a0ceab:0xd287c0b83c48b240!8m2!3d47.3319498!4d5.0921868!16s%2Fg%2F11nsmj7stn!19sChIJq86gRVSf8kcRQLJIPLjAh9I?authuser=0&hl=fr&rclk=1,5.0,4,Entrepreneur spécialisé dans l'isolation,1160 Rte de Gray,,0367806298,https://www.isolationbytryba.fr/agence/isolation-by-tryba-a-saint-apollinaire-21/?utm_source=GMB&utm_medium=CTA-WEB&utm_campaign=IBTStApollinaire,bardage,Dijon,gps_3km,2,2
bardage,SARL Cascarra Frères,https://www.google.com/maps/place/SARL+Cascarra+Fr%C3%A8res/data=!4m7!3m6!1s0xca162b5ce2a7e4d:0x63e174a16c38e961!8m2!3d47.4835416!4d5.1001665!16s%2Fg%2F11xn3ky2b5!19sChIJTX4qzrVioQwRYek4bKF04WM?authuser=0&hl=fr&rclk=1,5.0,3,Couvreur,·,,0607508037,https://www.cascarra-charpente-couverture.fr/,bardage,Dijon,gps_18km,2,2
bardage,TK21 COUVERTURE,https://www.google.com/maps/place/TK21+COUVERTURE/data=!4m7!3m6!1s0x47f281c9dc1bed43:0x77891ae2d83ad332!8m2!3d47.3249603!4d4.795265!16s%2Fg%2F11stxnw1gw!19sChIJQ-0b3MmB8kcRMtM62OIaiXc?authuser=0&hl=fr&rclk=1,4.8,31,Couvreur,3 Rue de l'Église,,0625364916,https://www.tk21couverture.fr/,bardage,Dijon,gps_18km,2,2
bardage,Le Toit de Bourgogne,https://www.google.com/maps/place/Le+Toit+de+Bourgogne/data=!4m7!3m6!1s0x47f29b337ff520f9:0x9b9b39e45b21ea70!8m2!3d47.2281933!4d4.9979425!16s%2Fg%2F11mk905g9y!19sChIJ-SD1fzOb8kcRcOohW-Q5m5s?authuser=0&hl=fr&rclk=1,5.0,4,Couvreur,26 All. des Droits de l'Homme,,0607813284,,bardage,Dijon,gps_10km,2,2
bardage,MS Couverture Zinguerie,https://www.google.com/maps/place/MS+Couverture+Zinguerie/data=!4m7!3m6!1s0x47f281c5d55870a1:0xc2ef03ee19695137!8m2!3d47.3132168!4d4.8606683!16s%2Fg%2F11fkyy2qb2!19sChIJoXBY1cWB8kcRN1FpGe4D78I?authuser=0&hl=fr&rclk=1,5.0,7,Couvreur,9 Rue du Moulin,,0786931772,https://www.facebook.com/MScouverturezinguerie/,bardage,Dijon,gps_13km,2,2
bardage,Garnier couverture,https://www.google.com/maps/place/Garnier+couverture/data=!4m7!3m6!1s0x439be75a6495bfa3:0xfb200ef8454f5c45!8m2!3d47.1864856!4d4.9444482!16s%2Fg%2F11wx103fzt!19sChIJo7-VZFrnm0MRRVxPRfgOIPs?authuser=0&hl=fr&rclk=1,5.0,7,Couvreur,·,,0673837587,,bardage,Dijon,gps_16km,2,2
bardage,Artisan toiture - Couvreur Zingueur - Adrien RAMES - Nimes (30),https://www.google.com/maps/place/Artisan+toiture+-+Couvreur+Zingueur+-+Adrien+RAMES+-+Nimes+%2830%29/data=!4m7!3m6!1s0x12b42fe89df0f433:0x108a721bd14b31f1!8m2!3d43.820086!4d4.300583!16s%2Fg%2F11nccxk1wm!19sChIJM_TwnegvtBIR8TFL0RtyihA?authuser=0&hl=fr&rclk=1,5.0,48,Couvreur,300 Chemin du Mas de Vedelin,,0612957234,https://www.google.com/aclk?sa=L&ai=DChsSEwiYz7H-g76UAxU3X0ECHdpOBLIYACICCAEQCBoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XEM0sCeUrf6BpXQt8yWaJARoLuCl6pnmv4luIc5QQl7Ia0Z2GEdCEhoCdFUQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1-xAqgbx_1juqvz9I4wAfKTOzyRg&adurl&q&ctype=99&nis=6,bardage,Nîmes,name,2,2
bardage,"Couverture Étanchéité, Rayan","https://www.google.com/maps/place/Couverture+%C3%89tanch%C3%A9it%C3%A9,+Rayan/data=!4m7!3m6!1s0x12b5d36d65231071:0xa271e7cc6b717f2!8m2!3d43.8101224!4d4.3804679!16s%2Fg%2F11b6d2n8ns!19sChIJcRAjZW3TtRIR8he3xnweJwo?authuser=0&hl=fr&rclk=1",4.7,72,Couvreur,1433 Chem. du Bachas,,0663195940,https://xn--couverture-tanchit-rayan-lfcfc.com/,bardage,Nîmes,gps_3km,2,2
bardage,LJR Couverture - NÎMES LOPES 🏠,https://www.google.com/maps/place/LJR+Couverture+-+N%C3%8EMES+LOPES+%F0%9F%8F%A0/data=!4m7!3m6!1s0x12b42d33b1d44ec3:0x387698a7f31ff54f!8m2!3d43.8336023!4d4.3944101!16s%2Fg%2F11c2l422_0!19sChIJw07UsTMttBIRT_Uf86eYdjg?authuser=0&hl=fr&rclk=1,4.9,59,Couvreur,Av. Robert Bompard,,0631504283,http://toituresgard.fr/,bardage,Nîmes,name,2,2
bardage,SOPREMA Entreprises et services SOPRASSISTANCE,https://www.google.com/maps/place/SOPREMA+Entreprises+et+services+SOPRASSISTANCE/data=!4m7!3m6!1s0x12b5cd81a110da67:0x487aa7d9046d9993!8m2!3d43.8613182!4d4.4412424!16s%2Fg%2F1thjqnxz!19sChIJZ9oQoYHNtRIRk5ltBNmnekg?authuser=0&hl=fr&rclk=1,4.8,26,Entrepreneur spécialisé dans l'isolation,·,,0466755164,https://www.soprema-entreprises.fr/entite/agence/entreprise-etancheite-nimes/?utm_source=gmb,bardage,Nîmes,gps_7km,2,2
